precinct,date,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,year,week
10,2012-07-01,5,0,0,0,0,0,0,2012,26
10,2012-07-02,11,0,0,0,0,0,0,2012,27
10,2012-07-03,11,4,0,10,0,0,2,2012,27
10,2012-07-04,9,0,0,0,0,0,0,2012,27
10,2012-07-05,6,1,0,1,0,0,0,2012,27
10,2012-07-06,7,0,0,0,0,0,0,2012,27
10,2012-07-07,5,2,0,2,0,0,0,2012,27
10,2012-07-08,6,0,0,0,0,0,0,2012,27
10,2012-07-09,4,2,0,4,0,1,0,2012,28
10,2012-07-10,8,0,0,0,0,0,0,2012,28
10,2012-07-11,2,0,0,0,0,0,0,2012,28
10,2012-07-12,12,1,0,1,0,1,0,2012,28
10,2012-07-13,9,1,0,3,0,0,0,2012,28
10,2012-07-14,4,0,0,0,0,0,0,2012,28
10,2012-07-15,5,0,0,0,0,0,0,2012,28
10,2012-07-16,8,0,0,0,0,0,0,2012,29
10,2012-07-17,8,0,0,0,0,0,0,2012,29
10,2012-07-18,12,1,0,1,0,1,0,2012,29
10,2012-07-19,8,0,0,0,0,0,0,2012,29
10,2012-07-20,12,2,0,2,0,0,0,2012,29
10,2012-07-21,11,0,0,0,0,0,0,2012,29
10,2012-07-22,5,0,0,0,0,0,0,2012,29
10,2012-07-23,6,1,0,1,0,1,0,2012,30
10,2012-07-24,6,1,0,1,0,0,1,2012,30
10,2012-07-25,8,3,0,4,0,2,0,2012,30
10,2012-07-26,12,0,0,0,0,0,0,2012,30
10,2012-07-27,10,2,0,3,0,1,0,2012,30
10,2012-07-28,6,1,0,1,0,1,0,2012,30
10,2012-07-29,4,1,0,1,0,0,0,2012,30
10,2012-07-30,6,1,0,1,0,0,1,2012,31
10,2012-07-31,9,1,0,1,0,0,1,2012,31
10,2012-08-01,11,1,0,5,0,0,0,2012,31
10,2012-08-02,11,1,0,1,0,0,1,2012,31
10,2012-08-03,11,3,0,3,0,0,0,2012,31
10,2012-08-04,3,0,0,0,0,0,0,2012,31
10,2012-08-05,3,1,0,2,0,0,0,2012,31
10,2012-08-06,11,0,0,0,0,0,0,2012,32
10,2012-08-07,11,0,0,0,0,0,0,2012,32
10,2012-08-08,9,1,0,1,0,0,0,2012,32
10,2012-08-09,13,2,0,2,0,1,0,2012,32
10,2012-08-10,10,1,0,1,0,0,0,2012,32
10,2012-08-11,5,0,0,0,0,0,0,2012,32
10,2012-08-12,8,1,0,3,0,0,0,2012,32
10,2012-08-13,5,1,0,1,0,0,0,2012,33
10,2012-08-14,5,0,0,0,0,0,0,2012,33
10,2012-08-15,6,1,0,1,0,0,0,2012,33
10,2012-08-16,13,1,0,1,0,0,0,2012,33
10,2012-08-17,9,0,0,0,0,0,0,2012,33
10,2012-08-18,5,1,0,1,0,0,1,2012,33
10,2012-08-19,11,1,0,1,0,1,0,2012,33
10,2012-08-20,7,0,0,0,0,0,0,2012,34
10,2012-08-21,13,1,0,1,0,1,0,2012,34
10,2012-08-22,4,1,0,1,0,1,0,2012,34
10,2012-08-23,7,0,0,0,0,0,0,2012,34
10,2012-08-24,6,0,0,0,0,0,0,2012,34
10,2012-08-25,8,2,0,4,0,0,1,2012,34
10,2012-08-26,8,1,0,1,0,0,0,2012,34
10,2012-08-27,5,3,0,3,0,0,1,2012,35
10,2012-08-28,8,2,0,2,0,1,1,2012,35
10,2012-08-29,4,0,0,0,0,0,0,2012,35
10,2012-08-30,9,1,0,1,0,0,1,2012,35
10,2012-08-31,7,2,0,2,0,1,1,2012,35
10,2012-09-01,5,0,0,0,0,0,0,2012,35
10,2012-09-02,6,0,0,0,0,0,0,2012,35
10,2012-09-03,4,0,0,0,0,0,0,2012,36
10,2012-09-04,9,1,0,1,0,0,1,2012,36
10,2012-09-05,5,0,0,0,0,0,0,2012,36
10,2012-09-06,9,0,0,0,0,0,0,2012,36
10,2012-09-07,11,0,0,0,0,0,0,2012,36
10,2012-09-08,8,1,0,1,0,0,1,2012,36
10,2012-09-09,7,2,0,2,0,0,2,2012,36
10,2012-09-10,12,2,0,2,0,1,0,2012,37
10,2012-09-11,5,1,0,1,0,1,0,2012,37
10,2012-09-12,6,1,0,1,0,0,1,2012,37
10,2012-09-13,9,2,0,2,0,1,1,2012,37
10,2012-09-14,6,0,0,0,0,0,0,2012,37
10,2012-09-15,7,0,0,0,0,0,0,2012,37
10,2012-09-16,7,0,0,0,0,0,0,2012,37
10,2012-09-17,6,1,0,1,0,0,0,2012,38
10,2012-09-18,9,1,0,1,0,1,0,2012,38
10,2012-09-19,7,1,0,1,0,0,1,2012,38
10,2012-09-20,3,1,0,1,0,0,1,2012,38
10,2012-09-21,9,1,0,1,0,0,1,2012,38
10,2012-09-22,10,0,0,0,0,0,0,2012,38
10,2012-09-23,7,0,0,0,0,0,0,2012,38
10,2012-09-24,3,0,0,0,0,0,0,2012,39
10,2012-09-25,4,1,0,1,0,0,0,2012,39
10,2012-09-26,7,0,0,0,0,0,0,2012,39
10,2012-09-27,6,1,0,1,0,0,0,2012,39
10,2012-09-28,6,0,0,0,0,0,0,2012,39
10,2012-09-29,7,1,0,1,0,0,0,2012,39
10,2012-09-30,1,0,0,0,0,0,0,2012,39
10,2012-10-01,3,1,0,1,0,0,1,2012,40
10,2012-10-02,7,1,0,3,0,0,0,2012,40
10,2012-10-03,9,0,0,0,0,0,0,2012,40
10,2012-10-04,5,0,0,0,0,0,0,2012,40
10,2012-10-05,11,0,0,0,0,0,0,2012,40
10,2012-10-06,3,0,0,0,0,0,0,2012,40
10,2012-10-07,3,3,0,4,0,0,2,2012,40
10,2012-10-08,3,1,0,1,0,1,0,2012,41
10,2012-10-09,9,1,0,1,0,0,0,2012,41
10,2012-10-10,6,0,0,0,0,0,0,2012,41
10,2012-10-11,9,2,0,2,0,0,1,2012,41
10,2012-10-12,9,1,0,1,0,0,0,2012,41
10,2012-10-13,14,0,0,0,0,0,0,2012,41
10,2012-10-14,6,0,0,0,0,0,0,2012,41
10,2012-10-15,9,2,0,2,0,1,0,2012,42
10,2012-10-16,3,0,0,0,0,0,0,2012,42
10,2012-10-17,7,0,0,0,0,0,0,2012,42
10,2012-10-18,6,1,0,1,0,0,0,2012,42
10,2012-10-19,13,1,0,2,0,0,0,2012,42
10,2012-10-20,4,0,0,0,0,0,0,2012,42
10,2012-10-21,4,1,0,1,0,0,0,2012,42
10,2012-10-22,3,0,0,0,0,0,0,2012,43
10,2012-10-23,5,0,0,0,0,0,0,2012,43
10,2012-10-24,7,1,0,1,0,0,1,2012,43
10,2012-10-25,9,0,0,0,0,0,0,2012,43
10,2012-10-26,8,1,0,1,0,0,1,2012,43
10,2012-10-27,6,1,0,1,0,0,1,2012,43
10,2012-10-28,4,1,0,1,0,0,0,2012,43
10,2012-10-31,6,0,0,0,0,0,0,2012,44
10,2012-11-02,6,1,0,1,0,0,0,2012,44
10,2012-11-03,2,0,0,0,0,0,0,2012,44
10,2012-11-04,1,0,0,0,0,0,0,2012,44
10,2012-11-05,9,0,0,0,0,0,0,2012,45
10,2012-11-06,14,1,0,1,0,0,0,2012,45
10,2012-11-07,6,1,0,1,0,0,1,2012,45
10,2012-11-08,3,0,0,0,0,0,0,2012,45
10,2012-11-09,7,1,0,1,0,0,0,2012,45
10,2012-11-10,9,2,0,2,0,0,2,2012,45
10,2012-11-11,4,1,0,1,0,0,0,2012,45
10,2012-11-12,19,1,0,1,0,0,1,2012,46
10,2012-11-13,13,1,0,1,0,0,1,2012,46
10,2012-11-14,9,0,0,0,0,0,0,2012,46
10,2012-11-15,7,1,0,1,0,0,0,2012,46
10,2012-11-16,13,0,0,0,0,0,0,2012,46
10,2012-11-17,9,0,0,0,0,0,0,2012,46
10,2012-11-18,6,0,0,0,0,0,0,2012,46
10,2012-11-19,8,0,0,0,0,0,0,2012,47
10,2012-11-20,10,2,0,2,0,0,1,2012,47
10,2012-11-21,6,0,0,0,0,0,0,2012,47
10,2012-11-22,4,1,0,1,0,0,1,2012,47
10,2012-11-23,1,0,0,0,0,0,0,2012,47
10,2012-11-24,12,2,0,5,0,0,0,2012,47
10,2012-11-25,5,0,0,0,0,0,0,2012,47
10,2012-11-26,6,1,0,1,0,0,0,2012,48
10,2012-11-27,5,1,0,1,0,0,1,2012,48
10,2012-11-28,9,0,0,0,0,0,0,2012,48
10,2012-11-29,5,1,0,1,0,1,0,2012,48
10,2012-11-30,8,1,0,1,0,0,1,2012,48
10,2012-12-01,9,0,0,0,0,0,0,2012,48
10,2012-12-02,16,4,0,5,0,0,1,2012,48
10,2012-12-03,5,2,0,2,0,0,1,2012,49
10,2012-12-04,6,0,0,0,0,0,0,2012,49
10,2012-12-05,10,2,0,3,0,0,1,2012,49
10,2012-12-06,10,2,0,2,0,0,0,2012,49
10,2012-12-07,7,0,0,0,0,0,0,2012,49
10,2012-12-08,10,0,0,0,0,0,0,2012,49
10,2012-12-09,7,1,0,1,0,0,0,2012,49
10,2012-12-10,5,0,0,0,0,0,0,2012,50
10,2012-12-11,10,1,0,1,0,0,1,2012,50
10,2012-12-12,8,1,0,2,0,0,0,2012,50
10,2012-12-13,6,1,0,3,0,0,0,2012,50
10,2012-12-14,9,4,0,4,0,1,3,2012,50
10,2012-12-15,9,3,0,5,0,0,0,2012,50
10,2012-12-16,6,1,0,3,0,0,0,2012,50
10,2012-12-17,7,0,0,0,0,0,0,2012,51
10,2012-12-18,9,1,0,1,0,0,1,2012,51
10,2012-12-19,6,0,0,0,0,0,0,2012,51
10,2012-12-20,7,1,0,1,0,0,1,2012,51
10,2012-12-21,13,3,0,3,0,0,1,2012,51
10,2012-12-22,4,0,0,0,0,0,0,2012,51
10,2012-12-23,4,0,0,0,0,0,0,2012,51
10,2012-12-24,3,0,0,0,0,0,0,2012,52
10,2012-12-25,2,1,0,1,0,0,1,2012,52
10,2012-12-26,3,0,0,0,0,0,0,2012,52
10,2012-12-27,7,0,0,0,0,0,0,2012,52
10,2012-12-28,8,0,0,0,0,0,0,2012,52
10,2012-12-29,7,1,0,1,0,0,1,2012,52
10,2012-12-30,6,0,0,0,0,0,0,2012,52
10,2012-12-31,4,0,0,0,0,0,0,2012,1
10,2013-01-01,4,0,0,0,0,0,0,2013,1
10,2013-01-02,2,1,0,1,0,0,0,2013,1
10,2013-01-03,6,1,0,2,0,0,0,2013,1
10,2013-01-04,8,1,0,1,0,0,1,2013,1
10,2013-01-05,4,1,0,2,0,0,2,2013,1
10,2013-01-06,4,0,0,0,0,0,0,2013,1
10,2013-01-07,2,0,0,0,0,0,0,2013,2
10,2013-01-08,4,0,0,0,0,0,0,2013,2
10,2013-01-09,6,0,0,0,0,0,0,2013,2
10,2013-01-10,8,0,0,0,0,0,0,2013,2
10,2013-01-11,4,0,0,0,0,0,0,2013,2
10,2013-01-12,4,0,0,0,0,0,0,2013,2
10,2013-01-13,3,1,0,1,0,0,0,2013,2
10,2013-01-14,4,0,0,0,0,0,0,2013,3
10,2013-01-15,10,0,0,0,0,0,0,2013,3
10,2013-01-16,10,1,0,1,0,0,1,2013,3
10,2013-01-17,8,0,0,0,0,0,0,2013,3
10,2013-01-18,5,0,1,0,1,0,1,2013,3
10,2013-01-19,3,1,0,1,0,1,0,2013,3
10,2013-01-20,7,0,0,0,0,0,0,2013,3
10,2013-01-21,3,0,0,0,0,0,0,2013,4
10,2013-01-22,11,2,0,2,0,2,0,2013,4
10,2013-01-23,6,1,0,1,0,0,0,2013,4
10,2013-01-24,4,2,0,2,0,0,2,2013,4
10,2013-01-25,7,0,0,0,0,0,0,2013,4
10,2013-01-26,6,2,0,2,0,0,1,2013,4
10,2013-01-27,7,0,0,0,0,0,0,2013,4
10,2013-01-28,3,0,0,0,0,0,0,2013,5
10,2013-01-29,4,1,0,1,0,0,0,2013,5
10,2013-01-30,8,2,0,2,0,0,1,2013,5
10,2013-01-31,8,3,0,4,0,0,1,2013,5
10,2013-02-01,4,1,0,1,0,0,1,2013,5
10,2013-02-02,5,0,0,0,0,0,0,2013,5
10,2013-02-03,3,1,0,1,0,1,0,2013,5
10,2013-02-04,3,0,0,0,0,0,0,2013,6
10,2013-02-05,6,0,0,0,0,0,0,2013,6
10,2013-02-06,4,0,0,0,0,0,0,2013,6
10,2013-02-07,5,0,0,0,0,0,0,2013,6
10,2013-02-08,6,0,0,0,0,0,0,2013,6
10,2013-02-09,4,0,0,0,0,0,0,2013,6
10,2013-02-10,3,0,0,0,0,0,0,2013,6
10,2013-02-11,7,0,0,0,0,0,0,2013,7
10,2013-02-12,13,1,0,1,0,1,0,2013,7
10,2013-02-13,10,0,0,0,0,0,0,2013,7
10,2013-02-14,11,2,0,3,0,0,1,2013,7
10,2013-02-15,4,0,0,0,0,0,0,2013,7
10,2013-02-16,4,0,0,0,0,0,0,2013,7
10,2013-02-17,11,2,0,8,0,0,6,2013,7
10,2013-02-18,4,1,0,1,0,0,0,2013,8
10,2013-02-19,8,0,0,0,0,0,0,2013,8
10,2013-02-20,4,0,0,0,0,0,0,2013,8
10,2013-02-21,7,1,0,1,0,0,1,2013,8
10,2013-02-22,9,3,0,6,0,0,4,2013,8
10,2013-02-23,10,2,0,4,0,0,1,2013,8
10,2013-02-24,3,0,0,0,0,0,0,2013,8
10,2013-02-25,10,1,0,2,0,0,2,2013,9
10,2013-02-26,7,0,0,0,0,0,0,2013,9
10,2013-02-27,10,1,0,1,0,0,0,2013,9
10,2013-02-28,4,0,0,0,0,0,0,2013,9
10,2013-03-01,11,1,0,1,0,0,0,2013,9
10,2013-03-02,4,0,0,0,0,0,0,2013,9
10,2013-03-03,8,0,0,0,0,0,0,2013,9
10,2013-03-04,6,0,0,0,0,0,0,2013,10
10,2013-03-05,4,0,0,0,0,0,0,2013,10
10,2013-03-06,6,0,0,0,0,0,0,2013,10
10,2013-03-07,6,1,0,1,0,0,0,2013,10
10,2013-03-08,14,3,0,3,0,1,0,2013,10
10,2013-03-09,10,1,1,1,1,0,2,2013,10
10,2013-03-10,4,0,1,0,1,0,0,2013,10
10,2013-03-11,3,0,0,0,0,0,0,2013,11
10,2013-03-12,7,1,0,1,0,0,0,2013,11
10,2013-03-13,6,1,0,1,0,0,0,2013,11
10,2013-03-14,7,0,0,0,0,0,0,2013,11
10,2013-03-15,7,1,0,1,0,0,0,2013,11
10,2013-03-16,4,0,0,0,0,0,0,2013,11
10,2013-03-17,7,1,0,5,0,0,0,2013,11
10,2013-03-18,4,1,0,1,0,0,0,2013,12
10,2013-03-19,5,2,0,2,0,0,1,2013,12
10,2013-03-20,2,0,0,0,0,0,0,2013,12
10,2013-03-21,4,2,0,7,0,0,0,2013,12
10,2013-03-22,9,1,0,1,0,0,1,2013,12
10,2013-03-23,4,0,0,0,0,0,0,2013,12
10,2013-03-24,8,1,0,1,0,0,0,2013,12
10,2013-03-25,6,0,0,0,0,0,0,2013,13
10,2013-03-26,4,0,0,0,0,0,0,2013,13
10,2013-03-27,3,0,0,0,0,0,0,2013,13
10,2013-03-28,9,1,0,1,0,0,0,2013,13
10,2013-03-29,13,0,0,0,0,0,0,2013,13
10,2013-03-30,7,0,0,0,0,0,0,2013,13
10,2013-03-31,10,1,0,1,0,0,0,2013,13
10,2013-04-01,11,0,0,0,0,0,0,2013,14
10,2013-04-02,7,0,0,0,0,0,0,2013,14
10,2013-04-03,13,1,0,1,0,0,0,2013,14
10,2013-04-04,7,1,0,1,0,0,0,2013,14
10,2013-04-05,10,0,0,0,0,0,0,2013,14
10,2013-04-06,12,0,0,0,0,0,0,2013,14
10,2013-04-07,8,0,0,0,0,0,0,2013,14
10,2013-04-08,7,1,0,1,0,0,1,2013,15
10,2013-04-09,8,1,0,1,0,0,0,2013,15
10,2013-04-10,4,0,0,0,0,0,0,2013,15
10,2013-04-11,6,0,0,0,0,0,0,2013,15
10,2013-04-12,5,0,0,0,0,0,0,2013,15
10,2013-04-13,5,2,0,3,0,0,1,2013,15
10,2013-04-14,10,0,0,0,0,0,0,2013,15
10,2013-04-15,9,1,0,1,0,1,0,2013,16
10,2013-04-16,8,3,0,4,0,0,1,2013,16
10,2013-04-17,10,1,0,1,0,0,0,2013,16
10,2013-04-18,13,1,0,1,0,0,1,2013,16
10,2013-04-19,13,3,0,3,0,2,0,2013,16
10,2013-04-20,5,0,0,0,0,0,0,2013,16
10,2013-04-21,2,1,0,1,0,0,0,2013,16
10,2013-04-22,14,1,0,1,0,0,0,2013,17
10,2013-04-23,2,0,0,0,0,0,0,2013,17
10,2013-04-24,9,2,0,2,0,1,1,2013,17
10,2013-04-25,7,0,0,0,0,0,0,2013,17
10,2013-04-26,8,1,0,1,0,0,0,2013,17
10,2013-04-27,9,0,0,0,0,0,0,2013,17
10,2013-04-28,2,1,0,2,0,0,0,2013,17
10,2013-04-29,9,2,0,2,0,1,1,2013,18
10,2013-04-30,10,1,0,1,0,0,0,2013,18
10,2013-05-01,11,0,0,0,0,0,0,2013,18
10,2013-05-02,8,0,0,0,0,0,0,2013,18
10,2013-05-03,11,1,0,1,0,0,0,2013,18
10,2013-05-04,3,0,0,0,0,0,0,2013,18
10,2013-05-05,10,1,0,1,0,1,0,2013,18
10,2013-05-06,5,0,0,0,0,0,0,2013,19
10,2013-05-07,6,1,0,1,0,1,0,2013,19
