date,all_collisions,injury_collisions,fatal_collisions,tire_failure_inadequate,oversized_vehicle,following_too_closely,unspecified,shoulders_defective_improper,physical_disability,other_electronic_device,brakes_defective,driver_inexperience,backing_unsafely,prescription_medication,view_obstructed_limited,other_vehicular,other_lighting_defects,reaction_to_other_uninvolved_vehicle,traffic_control_disregarded,fell_asleep,tow_hitch_defective,traffic_control_device_improper_non_working,outside_car_distraction,lane_marking_improper_inadequate,illness,glare,pavement_defective,cell_phone_hand_held,headlights_defective,turning_improperly,failure_to_keep_right,aggressive_driving_road_rage,passenger_distraction,pavement_slippery,drugs_illegal,cell_phone_hands_free,fatigued_drowsy,steering_failure,unsafe_speed,unsafe_lane_changing,alcohol_involvement,lost_consciousness,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,animals_action,failure_to_yield_right_of_way,accelerator_defective,driver_inattention_distraction,windshield_inadequate,obstruction_debris
2012-10-06,500,132,0,0,2,0,748,0,7,3,1,7,5,13,1,13,0,4,5,3,0,1,5,1,2,0,0,0,0,19,1,6,2,1,6,1,30,0,2,0,5,10,0,0,1,21,0,65,0,1
2012-10-07,481,186,0,0,1,0,715,0,5,1,4,11,5,9,0,17,0,2,5,0,0,0,8,0,2,0,0,0,0,11,3,0,5,8,1,0,30,0,0,0,6,14,1,0,2,25,0,45,0,0
2012-10-08,376,122,0,1,2,0,591,0,4,2,2,4,9,6,1,15,0,1,7,0,0,0,5,0,4,0,3,0,0,8,0,2,5,5,0,0,13,0,0,0,8,5,0,0,0,12,2,32,0,0
2012-10-09,570,142,1,1,1,0,782,0,10,3,1,19,9,14,1,42,0,2,8,1,0,0,6,0,2,0,0,0,0,9,2,0,5,18,1,0,49,0,0,1,2,18,0,0,0,29,0,88,0,0
2012-10-10,640,187,0,1,2,2,907,0,10,1,3,12,14,16,6,30,0,2,11,0,0,0,12,0,2,0,2,0,0,13,0,1,3,17,0,0,45,1,1,0,3,15,0,0,0,37,2,77,0,4
2012-10-11,657,145,0,0,5,1,929,0,13,2,1,7,15,11,3,32,0,3,10,2,0,1,8,2,2,5,0,0,0,20,0,1,5,1,0,0,44,2,0,0,1,22,0,0,0,29,0,114,0,3
2012-10-12,593,150,0,0,7,1,890,0,7,0,5,6,17,15,3,25,0,1,11,4,0,1,11,0,3,0,0,0,0,19,0,0,3,0,0,0,42,0,0,0,3,20,0,0,0,30,1,61,0,1
2012-10-13,547,143,1,0,2,1,818,0,4,1,1,13,9,16,2,27,0,4,7,0,0,0,15,0,1,3,0,0,0,11,0,4,5,0,0,0,28,0,0,0,4,15,0,0,1,27,0,74,0,0
2012-10-14,517,173,1,0,2,0,792,0,6,2,2,4,10,9,1,26,0,1,8,1,2,0,7,0,1,1,0,0,0,14,2,3,3,0,0,1,36,0,0,0,4,20,0,0,0,24,0,64,0,2
2012-10-15,607,141,2,2,7,1,858,0,8,0,1,11,21,13,5,17,0,0,4,1,0,1,12,0,0,0,1,0,1,21,1,1,1,22,1,0,46,0,0,0,3,31,1,0,0,38,0,76,0,0
2012-10-16,602,172,1,1,7,1,858,0,6,4,1,13,16,10,5,33,1,2,8,1,0,0,8,0,1,4,2,0,0,14,2,2,5,1,0,0,43,1,0,1,0,14,1,0,0,38,1,72,0,1
2012-10-17,615,163,0,0,9,0,878,1,8,3,0,10,23,16,3,18,0,1,11,2,0,0,14,2,1,4,2,0,0,25,1,0,4,0,2,1,44,1,0,0,6,21,1,1,0,33,1,71,0,1
2012-10-18,630,141,0,1,1,1,930,0,11,3,1,10,10,12,2,26,0,1,3,1,0,0,13,0,1,1,0,0,0,20,1,1,4,0,0,1,50,0,0,1,5,16,1,0,1,30,0,106,0,0
2012-10-19,738,201,2,0,5,0,1063,0,13,4,2,19,10,19,2,28,0,0,12,2,0,0,13,1,0,0,2,0,0,26,0,1,3,28,1,0,51,0,1,0,1,15,0,0,0,26,0,106,0,0
2012-10-20,587,188,2,0,0,2,888,0,10,1,5,8,16,11,5,31,2,2,8,0,0,0,3,1,3,1,1,0,0,8,2,8,4,1,0,0,29,0,0,2,7,15,0,0,0,25,1,65,0,1
2012-10-21,426,139,1,1,0,0,650,0,6,2,0,14,13,11,3,20,0,2,4,0,0,1,9,0,1,2,0,0,0,5,2,0,2,0,0,0,23,1,0,0,8,8,0,0,0,13,2,52,0,1
2012-10-22,608,149,2,0,4,0,900,0,9,4,0,8,16,9,0,35,0,0,2,1,0,1,6,0,1,4,2,0,0,16,0,1,4,1,3,0,37,0,0,0,2,10,2,0,0,25,0,81,0,3
2012-10-23,522,127,1,2,2,0,756,0,7,2,0,6,13,11,1,19,0,1,5,1,0,1,8,0,1,0,2,0,0,12,1,8,7,6,0,0,27,2,1,0,1,14,2,0,0,26,0,68,0,2
2012-10-24,494,114,0,0,2,0,747,0,9,2,3,11,11,9,1,28,0,0,4,0,1,0,5,0,0,0,1,0,0,13,0,3,4,4,0,0,23,0,0,0,0,11,1,0,0,21,0,62,0,3
2012-10-25,511,159,1,0,4,0,760,0,7,0,2,10,7,14,4,23,0,3,3,0,0,0,13,0,1,0,0,0,0,19,2,3,3,0,0,1,23,0,1,0,2,10,0,0,1,15,0,75,0,0
2012-10-26,598,166,2,0,4,0,919,0,5,2,0,8,12,15,2,22,0,2,7,1,1,0,7,2,0,1,0,0,0,17,2,2,1,0,1,0,23,0,0,1,4,20,0,0,0,31,0,67,0,2
2012-10-27,524,143,1,0,5,1,755,0,9,3,2,6,11,16,1,30,0,0,6,1,0,0,13,0,3,0,0,0,0,25,1,3,2,0,0,0,34,1,1,0,11,12,0,0,0,22,0,65,0,1
2012-10-28,403,131,0,1,1,0,601,0,11,1,0,9,14,5,0,12,0,3,4,1,0,0,9,0,0,0,0,0,0,7,0,2,2,0,0,0,21,2,0,0,6,12,1,0,1,24,0,63,0,3
2012-10-29,298,76,0,0,0,0,345,0,7,0,1,1,6,2,0,5,0,0,5,1,0,1,3,0,0,0,0,0,0,3,0,0,0,12,0,0,13,0,1,0,1,1,0,0,0,8,0,19,0,30
2012-10-30,372,88,0,0,0,0,445,0,2,1,0,5,4,4,1,7,0,1,1,0,0,33,2,0,0,0,0,0,0,2,0,1,3,8,1,1,10,0,0,0,2,6,0,0,1,12,0,31,0,33
2012-10-31,549,112,1,0,3,1,761,0,3,1,0,13,11,11,1,15,0,1,10,1,0,15,5,0,0,1,0,0,0,21,0,3,3,4,0,0,35,0,0,0,4,22,0,0,0,35,0,63,0,5
2012-11-01,439,121,1,0,2,0,633,0,4,6,1,3,14,11,0,20,0,1,6,0,0,18,4,0,0,1,0,0,0,12,0,2,4,2,0,0,22,0,1,1,3,12,0,1,0,19,0,58,0,1
2012-11-02,345,84,1,1,3,0,500,0,3,0,0,2,9,10,0,18,0,1,7,0,0,5,2,0,2,0,0,0,0,7,1,2,2,1,0,0,18,0,1,0,1,7,0,0,0,22,0,41,0,0
2012-11-03,307,85,0,0,5,0,427,0,2,0,0,5,14,7,3,23,0,1,3,0,0,6,3,0,2,1,0,0,0,6,0,1,2,0,0,0,8,0,0,0,2,10,0,0,0,13,1,54,0,0
2012-11-04,344,94,0,0,1,0,491,0,7,0,1,6,5,4,0,16,0,0,9,4,0,2,7,0,1,2,0,0,0,9,2,2,1,0,0,0,10,0,0,0,5,11,1,0,0,26,0,47,0,1
2012-11-05,479,130,0,0,4,0,708,0,4,1,1,5,21,12,3,9,0,0,4,1,0,2,9,0,0,3,0,0,0,13,0,3,9,0,1,0,27,0,0,1,2,17,0,0,0,22,0,54,1,1
2012-11-06,514,120,1,0,2,0,759,0,7,2,3,3,12,5,2,15,0,1,5,1,0,4,11,0,4,3,0,0,0,13,1,3,4,1,0,0,35,0,0,0,3,22,0,0,0,27,1,59,0,1
2012-11-07,718,200,0,1,6,0,983,0,10,1,5,3,17,18,11,10,0,4,9,1,0,6,7,0,1,0,1,0,0,15,0,5,1,76,0,0,34,1,0,0,5,12,1,0,0,38,0,81,0,2
2012-11-08,550,99,0,0,5,0,803,0,6,1,1,2,15,9,2,13,0,2,3,0,0,1,10,1,1,0,2,0,0,20,2,5,1,23,0,0,20,0,0,0,2,11,0,0,0,20,0,58,0,2
2012-11-09,688,150,0,1,6,0,957,0,15,2,1,12,19,20,1,36,0,1,6,0,0,8,10,0,3,4,3,0,0,23,2,5,4,2,0,0,36,1,0,1,4,26,0,1,0,27,0,88,0,3
2012-11-10,444,107,1,0,3,0,689,1,7,1,1,4,6,11,1,20,0,0,5,1,0,0,3,0,2,1,0,0,0,11,3,1,3,0,0,0,18,0,0,0,7,16,0,0,2,19,0,49,0,1
2012-11-11,526,141,0,0,2,1,748,0,9,1,1,5,19,14,0,37,0,1,12,1,1,1,9,0,0,2,1,0,0,11,1,3,4,0,0,0,28,2,1,0,8,12,0,0,0,14,0,75,0,2
2012-11-12,546,128,0,2,6,0,781,1,7,1,3,9,9,13,4,25,0,2,8,0,0,7,14,0,2,2,2,0,0,15,0,0,2,3,1,0,32,0,2,0,3,17,0,0,0,22,0,71,0,3
2012-11-13,648,169,0,1,5,0,956,0,6,4,1,8,14,16,5,23,0,2,10,0,1,0,12,0,0,0,0,0,0,17,2,1,3,16,2,1,40,0,1,1,6,22,0,0,0,34,0,84,0,0
2012-11-14,625,135,1,0,8,2,900,0,8,1,1,7,21,13,0,25,1,3,9,0,0,2,6,0,1,3,0,0,0,19,3,3,2,0,1,0,30,0,1,0,1,27,0,0,0,31,1,89,0,4
2012-11-15,623,129,1,0,10,0,918,0,6,0,4,3,15,13,8,16,0,1,10,0,0,0,3,1,6,0,0,0,0,15,0,3,6,0,0,0,46,1,0,0,1,13,0,0,0,32,0,76,0,1
2012-11-16,672,148,0,0,9,1,971,0,8,2,1,10,18,13,4,18,0,3,7,0,0,2,11,0,0,2,0,0,0,31,2,4,3,1,0,0,39,0,1,0,3,26,1,0,0,35,0,96,0,3
2012-11-17,542,143,1,0,7,0,797,0,10,0,1,3,12,9,2,38,0,0,10,0,0,1,7,0,0,1,1,0,0,17,1,3,2,0,1,0,29,0,0,0,7,8,0,0,0,22,1,94,0,1
2012-11-18,446,126,1,2,1,0,694,0,7,1,1,5,11,11,2,22,0,0,5,0,0,0,6,0,2,1,0,0,0,15,2,3,1,0,0,0,21,0,0,2,4,8,0,0,0,16,0,46,0,1
2012-11-19,585,139,0,0,6,0,873,0,9,0,0,9,13,12,5,26,0,1,1,0,1,0,5,0,0,0,1,0,0,14,3,4,1,0,0,0,31,0,0,0,2,20,0,0,0,30,0,93,0,1
2012-11-20,671,180,2,0,9,0,947,1,7,1,1,8,16,17,8,26,0,2,4,2,1,2,9,1,1,0,2,0,0,25,1,3,7,0,0,1,41,0,1,0,2,37,0,1,0,45,0,86,0,1
2012-11-21,689,186,0,0,8,0,999,0,9,3,2,10,31,8,3,30,0,2,9,1,0,0,6,0,1,5,0,0,0,21,2,6,7,0,0,0,53,0,0,1,7,19,0,0,0,32,0,88,0,0
2012-11-22,384,112,1,1,2,0,592,0,5,1,1,9,21,6,1,6,0,2,11,1,0,1,8,0,2,3,0,0,0,8,0,1,2,0,0,3,15,0,1,0,12,9,0,0,0,16,0,56,0,0
2012-11-23,481,136,0,2,1,1,679,0,9,1,1,9,15,7,1,23,0,1,14,0,1,0,5,0,1,2,0,0,0,10,3,2,1,3,0,0,22,0,0,0,2,17,0,0,1,35,0,71,0,0
2012-11-24,458,127,0,1,3,1,673,0,5,1,0,11,9,15,4,16,0,1,6,0,0,0,12,1,0,1,1,1,0,11,3,3,2,1,0,0,23,0,1,0,4,7,0,0,0,18,0,76,0,3
2012-11-25,415,120,1,0,2,1,647,0,12,0,0,4,12,10,1,21,0,0,10,1,0,0,6,0,2,1,0,1,0,9,2,5,3,3,0,0,17,0,2,0,12,10,0,1,1,21,0,35,0,0
2012-11-26,563,174,1,0,7,0,880,0,2,2,4,10,17,8,1,19,0,3,6,0,0,0,7,0,2,0,1,0,0,13,1,1,1,0,0,0,33,0,0,0,0,11,0,0,0,29,0,64,0,2
2012-11-27,583,134,0,0,7,0,849,0,4,1,0,10,13,10,2,12,0,5,7,1,0,0,7,0,1,0,0,0,0,8,0,1,3,21,0,0,34,1,0,0,2,12,0,0,0,34,0,69,0,0
2012-11-28,512,112,0,2,3,0,747,0,6,0,0,3,20,13,2,20,0,3,4,0,0,0,8,1,1,2,1,0,0,14,1,2,4,0,0,0,19,0,1,0,7,19,0,0,1,23,2,75,0,0
2012-11-29,515,125,0,0,1,1,727,0,10,3,3,5,13,15,0,21,0,1,3,0,0,0,7,2,1,2,1,0,0,15,2,1,1,0,0,0,42,1,0,0,4,19,0,0,0,17,0,89,0,2
2012-11-30,576,140,1,0,3,0,845,0,7,4,0,1,17,17,6,21,0,1,7,1,0,0,5,0,0,0,0,0,0,18,0,2,3,0,1,1,36,1,1,0,6,8,0,0,0,29,0,83,0,0
2012-12-01,480,128,0,1,6,1,725,0,6,0,0,5,10,11,4,17,0,1,5,1,0,0,9,0,2,0,0,0,0,10,2,7,4,0,0,0,20,0,0,0,9,16,0,0,0,21,0,68,0,0
2012-12-02,454,121,0,0,2,0,694,0,9,1,1,8,11,15,5,19,0,0,9,2,0,0,8,0,1,1,1,1,0,9,0,3,3,5,0,0,31,0,1,0,9,5,0,0,0,17,0,31,0,0
2012-12-03,620,140,0,1,6,1,895,0,7,3,2,11,13,16,4,23,0,1,8,0,0,0,10,0,2,0,0,0,2,14,2,2,2,5,0,1,44,1,1,0,3,11,2,0,0,35,1,86,0,2
2012-12-04,621,175,0,0,10,0,911,0,7,0,1,9,15,16,2,36,0,1,7,0,0,0,13,0,2,1,0,0,0,24,0,4,3,8,1,0,44,0,1,0,3,25,0,0,0,35,0,70,0,0
2012-12-05,514,120,0,1,3,0,731,0,7,1,0,6,8,17,1,12,0,1,2,2,0,0,17,0,2,2,0,0,0,19,1,1,6,2,0,0,26,0,0,0,2,19,0,0,1,27,0,83,0,2
2012-12-06,620,149,0,0,4,1,894,0,7,1,1,6,15,16,5,29,0,2,11,0,0,2,7,0,2,1,2,0,0,20,2,3,3,7,0,0,43,0,1,0,6,17,0,0,0,41,1,90,0,4
2012-12-07,714,203,0,0,7,0,1019,0,15,1,6,7,16,10,3,25,0,2,12,0,0,0,6,1,1,0,1,0,0,22,3,0,4,28,0,1,41,0,0,0,3,15,0,0,0,46,1,72,0,0
2012-12-08,580,179,1,1,3,1,827,0,13,3,0,8,12,11,2,28,0,1,17,0,0,3,6,0,2,0,1,0,0,17,1,1,1,19,0,0,25,1,0,1,6,10,1,0,1,23,0,79,0,3
2012-12-09,543,192,0,1,1,0,796,0,6,1,7,6,11,11,2,27,0,0,6,0,0,0,9,0,0,0,3,0,0,16,1,0,3,21,0,0,21,0,2,0,9,5,0,1,0,24,0,48,0,0
2012-12-10,619,156,0,1,7,0,899,0,7,0,1,6,10,14,5,17,0,1,9,0,0,0,8,1,1,0,0,0,0,16,1,0,3,27,0,0,42,1,1,1,4,18,0,0,0,27,0,73,0,3
2012-12-11,578,147,0,2,6,0,874,0,4,0,0,5,13,22,2,19,0,3,2,0,0,0,8,0,1,1,1,0,0,18,1,1,9,4,0,0,38,0,0,0,3,19,1,0,0,26,0,69,0,2
2012-12-12,549,150,0,0,2,1,806,0,14,1,2,10,18,8,4,21,0,1,5,0,0,0,8,0,0,2,0,0,0,16,0,0,3,2,0,0,30,0,0,0,4,24,0,0,0,19,1,78,1,4
2012-12-13,545,131,1,0,4,0,784,0,3,1,0,8,14,14,1,14,0,2,9,2,0,1,9,0,2,2,0,0,0,9,2,3,3,0,1,0,27,0,0,0,5,20,0,0,0,37,0,82,0,2
2012-12-14,648,161,2,1,8,0,926,0,6,1,1,10,24,16,4,29,0,2,3,2,0,3,15,0,0,6,0,1,0,16,0,10,5,2,0,0,43,0,0,0,6,22,0,0,0,25,2,92,0,1
2012-12-15,523,151,2,0,0,0,779,0,8,1,2,8,10,8,3,22,0,1,10,1,0,0,3,0,0,3,0,0,0,10,2,0,3,0,0,0,35,0,4,1,6,8,1,0,0,25,0,75,0,2
2012-12-16,500,170,3,1,0,0,744,0,14,2,4,11,9,7,1,35,0,1,8,0,1,0,5,0,0,0,0,0,0,10,0,0,2,12,0,0,28,0,1,0,7,14,1,0,0,14,0,59,0,1
2012-12-17,649,178,2,0,4,1,945,0,6,0,0,7,11,9,2,14,0,3,14,0,0,5,16,0,3,2,0,0,1,6,0,0,4,19,1,0,33,0,2,0,3,14,0,0,0,33,0,84,1,2
2012-12-18,645,153,1,0,4,1,917,0,5,1,2,8,16,15,5,42,0,3,12,1,0,0,10,0,2,0,0,0,0,13,2,2,1,25,1,0,36,0,0,0,1,21,1,1,2,38,0,81,0,1
2012-12-19,590,132,2,1,5,0,869,0,3,2,1,13,13,21,1,25,0,0,7,0,0,1,9,2,5,1,0,0,0,10,1,3,3,1,1,1,30,1,1,1,5,21,0,0,0,25,0,90,0,0
2012-12-20,606,169,1,0,8,1,900,1,10,1,0,7,8,17,3,22,0,1,8,0,0,0,6,1,3,2,0,0,0,22,1,2,2,8,0,1,34,0,0,0,1,20,1,0,0,21,0,80,0,0
2012-12-21,751,199,0,1,8,0,1099,0,7,3,1,8,6,17,1,29,0,1,11,1,0,3,16,2,1,1,1,0,0,20,2,2,0,17,0,0,41,2,0,1,6,20,0,0,0,27,0,117,0,3
2012-12-22,542,134,0,1,4,1,797,0,9,2,2,13,13,9,1,23,0,1,6,0,0,2,12,0,0,0,0,0,0,16,4,3,0,2,0,0,27,1,0,0,10,14,0,0,0,17,0,85,0,4
2012-12-23,407,106,0,0,0,0,611,0,12,2,0,6,19,4,0,23,0,0,5,0,0,0,8,0,3,0,0,0,0,8,2,1,4,0,0,1,29,1,0,0,7,10,0,0,0,19,0,51,0,0
2012-12-24,518,163,1,0,3,1,729,0,8,0,3,7,15,9,3,22,0,2,10,0,0,0,13,0,1,3,0,0,0,18,1,2,2,9,0,0,34,1,1,0,1,10,0,0,0,35,0,70,0,0
2012-12-25,354,122,0,1,1,1,492,0,8,3,3,3,11,7,1,15,0,2,8,2,0,0,11,1,0,0,0,0,0,7,0,2,0,16,0,0,19,0,0,0,3,5,0,0,0,18,0,43,0,1
2012-12-26,531,148,3,0,5,0,705,0,7,4,4,7,17,14,1,25,0,2,5,0,0,1,10,0,0,2,0,0,0,22,0,3,1,22,0,0,40,0,1,0,1,11,0,0,1,28,0,64,0,0
2012-12-27,525,113,1,0,2,1,750,0,10,1,1,10,20,7,3,25,0,1,8,0,0,2,5,0,1,1,0,0,0,16,1,3,1,10,0,0,26,2,0,0,1,8,0,1,0,26,0,73,0,1
2012-12-28,557,133,3,0,3,1,839,0,11,1,2,7,10,8,2,22,0,2,6,2,0,2,6,1,0,3,2,0,0,18,1,2,3,3,0,0,41,0,0,0,3,14,0,0,0,21,1,70,0,0
2012-12-29,442,131,2,0,1,1,635,0,7,1,1,10,6,3,4,22,0,1,5,0,0,0,11,0,1,0,0,0,0,14,2,4,1,18,0,0,20,0,0,0,5,10,0,0,0,27,0,46,0,0
2012-12-30,411,135,1,0,0,0,597,0,3,3,3,9,8,8,2,17,0,2,13,0,0,0,6,0,2,1,1,0,0,4,2,1,5,10,0,1,22,0,0,0,6,7,0,0,0,22,0,36,0,3
2012-12-31,482,98,1,1,2,0,674,0,5,0,1,6,16,10,0,33,0,2,9,0,0,0,8,0,0,0,0,0,0,20,0,0,0,2,0,0,28,1,1,0,3,15,1,0,1,20,1,82,0,0
2013-01-01,381,157,0,1,3,0,570,0,8,2,1,4,6,6,4,15,0,1,9,0,0,0,4,0,0,1,0,0,0,11,3,2,2,0,0,0,13,1,1,0,13,6,0,0,0,13,0,54,0,1
2013-01-02,480,123,1,1,1,0,721,0,5,1,1,6,21,10,2,17,0,0,10,1,0,2,11,1,1,0,0,0,0,15,0,4,0,0,0,0,43,1,0,0,6,13,0,0,0,17,1,55,0,0
2013-01-03,549,125,0,1,1,0,801,0,4,0,1,6,19,8,3,13,0,1,2,1,0,1,14,0,1,1,0,0,0,25,4,4,6,1,0,0,45,0,1,0,2,12,0,0,0,26,1,71,0,0
2013-01-04,505,97,3,0,1,1,749,0,3,2,1,4,16,12,4,18,0,0,4,2,0,0,12,1,1,3,0,0,0,6,3,5,3,0,0,0,27,3,0,0,4,10,1,0,0,24,1,76,0,0
2013-01-05,389,111,4,1,0,0,549,0,6,1,2,4,16,13,3,21,0,1,5,0,0,0,6,0,1,4,0,0,0,12,4,5,3,1,0,0,33,0,0,0,4,4,0,0,1,19,0,51,0,1
2013-01-06,393,109,1,0,1,0,610,0,9,1,1,5,16,7,0,23,0,1,7,0,0,0,7,0,1,4,1,0,0,5,0,2,3,2,0,0,26,0,1,0,4,7,1,0,1,16,0,36,0,1
2013-01-07,521,146,1,2,5,0,706,0,8,1,2,16,19,12,3,23,0,1,12,1,0,0,5,1,1,6,2,0,0,16,0,3,1,0,0,0,28,0,1,1,1,22,1,1,0,33,1,83,0,5
2013-01-08,513,119,0,0,1,1,740,0,5,1,1,8,20,9,4,16,0,2,4,0,0,0,11,1,1,3,0,0,0,15,0,2,6,0,0,0,39,0,1,1,3,8,0,0,0,29,0,84,0,1
2013-01-09,487,120,0,1,1,1,716,0,7,3,0,8,9,5,6,19,0,0,5,2,0,0,4,0,3,0,0,0,0,13,1,2,3,1,0,0,28,0,1,0,3,10,0,0,0,32,0,71,0,0
2013-01-10,555,146,0,0,6,0,817,0,13,1,4,9,5,4,2,23,0,1,8,0,0,0,8,0,0,8,1,1,0,16,1,0,3,0,0,0,36,0,0,1,1,16,1,0,0,24,0,62,0,1
2013-01-11,660,212,1,0,3,1,921,0,8,1,2,5,17,19,4,22,0,1,7,0,0,0,7,0,1,0,0,0,0,11,2,1,6,19,0,0,30,1,1,0,3,21,0,0,0,43,2,92,0,0
2013-01-12,475,144,1,1,2,1,722,0,12,3,0,10,16,7,3,15,0,1,11,0,0,0,9,0,0,0,0,0,0,8,0,3,2,12,0,0,30,0,1,0,2,12,0,0,0,25,1,37,0,1
2013-01-13,373,126,0,0,0,0,556,0,6,1,1,8,15,8,1,17,0,0,6,0,1,2,5,0,2,0,1,0,0,5,3,0,1,6,0,0,23,2,0,0,8,5,0,0,1,19,0,29,0,1
2013-01-14,542,124,0,1,3,0,771,0,16,2,3,6,15,13,2,12,0,2,7,0,0,2,9,0,1,0,2,0,0,24,4,0,6,10,0,0,30,0,1,1,7,17,2,0,0,21,1,67,0,0
2013-01-15,516,109,0,0,3,0,719,0,7,2,1,7,15,14,2,13,0,2,9,1,0,2,17,0,2,0,0,0,0,14,0,0,3,6,0,0,32,0,2,0,6,16,0,0,0,26,0,76,0,0
2013-01-16,578,148,1,0,5,0,823,0,3,2,4,6,16,16,2,9,0,1,15,0,0,0,3,0,2,0,0,0,0,21,1,3,4,31,0,0,42,0,1,0,2,9,1,0,0,31,0,54,0,1
2013-01-17,491,134,1,0,3,0,726,0,4,0,0,2,12,8,0,18,0,1,4,3,0,0,4,0,2,0,0,0,0,12,0,3,3,0,0,0,27,1,0,0,1,14,1,0,0,22,1,78,0,0
2013-01-18,561,141,1,0,3,0,799,0,11,1,3,7,12,13,4,27,0,0,7,1,0,3,11,0,1,4,0,1,1,18,0,3,2,3,0,0,47,0,0,0,3,19,0,0,1,33,0,81,0,0
2013-01-19,484,125,1,2,2,0,683,0,9,2,1,7,13,14,1,30,0,2,8,2,0,0,5,1,2,0,1,0,0,16,1,1,2,0,0,0,27,0,0,0,15,15,0,0,0,20,0,67,0,1
2013-01-20,393,99,1,1,0,0,585,0,7,1,2,4,8,8,0,36,0,1,9,1,0,0,5,0,0,0,0,0,0,7,2,0,1,0,0,0,22,1,0,0,4,20,0,0,0,14,0,54,0,6
2013-01-21,355,85,0,0,5,0,521,0,6,1,2,9,7,6,3,9,0,0,2,1,0,0,7,0,1,0,0,0,0,10,0,3,3,3,0,0,20,0,1,1,7,6,0,0,0,22,0,47,0,2
2013-01-22,544,136,1,0,7,0,763,0,11,2,3,7,15,9,0,27,0,1,8,1,0,0,18,0,1,3,0,0,0,16,1,1,0,4,1,0,54,0,0,0,1,13,0,0,0,32,0,72,0,1
2013-01-23,545,110,1,0,1,1,852,0,4,1,1,7,14,14,0,14,0,0,5,0,0,0,16,0,0,0,1,0,0,16,2,2,1,0,1,0,34,0,0,0,1,20,0,0,0,21,0,53,0,0
2013-01-24,554,135,0,1,7,1,799,0,11,1,3,7,19,11,1,19,0,3,6,0,0,1,18,1,1,1,0,0,0,13,1,1,4,3,0,0,41,0,1,1,1,22,0,0,0,26,1,72,0,0
2013-01-25,674,156,1,0,1,1,1011,0,8,2,2,4,13,7,5,24,1,3,11,3,0,0,14,0,3,0,1,0,0,8,0,0,3,49,1,0,33,0,0,1,3,16,0,0,0,18,0,70,0,1
2013-01-26,558,156,1,0,0,1,804,0,8,0,2,7,14,19,3,23,0,0,11,0,0,0,16,0,0,4,0,0,0,12,2,0,2,20,0,0,40,0,1,1,9,6,0,0,0,16,0,71,0,1
2013-01-27,429,135,0,0,1,0,630,0,12,2,2,5,6,11,0,31,0,1,3,0,1,0,5,0,1,3,0,0,0,11,2,2,4,2,0,0,22,1,0,1,4,5,0,0,1,12,0,55,0,2
2013-01-28,507,131,0,1,5,0,699,0,8,4,0,9,11,7,0,17,0,1,7,3,0,0,8,0,2,2,0,0,0,17,1,2,4,22,0,0,22,1,0,0,2,8,1,0,0,34,0,77,0,0
2013-01-29,542,144,4,1,4,0,781,1,3,3,2,13,14,10,5,8,0,0,10,0,0,0,10,2,2,0,0,0,0,17,0,0,3,13,1,0,34,0,0,0,2,11,0,0,0,23,0,81,0,1
2013-01-30,497,114,3,2,4,1,741,0,4,0,3,7,8,11,2,4,0,0,6,2,0,0,9,2,0,0,0,0,0,15,1,1,3,6,1,0,34,0,3,0,4,15,1,0,1,29,0,59,0,4
2013-01-31,592,126,1,0,3,0,877,0,6,5,2,3,18,6,1,22,0,0,6,1,0,2,8,0,0,2,0,0,0,16,1,4,5,9,0,0,42,0,2,0,2,15,0,1,0,25,1,76,0,3
2013-02-01,574,140,1,1,2,2,816,0,9,1,0,9,21,9,5,25,0,1,4,1,0,0,12,0,3,1,1,0,0,14,0,6,2,1,0,1,58,0,0,0,1,6,0,0,0,24,1,83,0,2
2013-02-02,534,141,0,1,4,0,786,0,12,3,2,5,10,12,0,20,0,0,7,2,0,0,14,0,3,0,1,0,0,8,0,0,5,12,0,0,39,0,0,0,5,25,0,0,0,20,0,67,0,0
2013-02-03,445,105,0,4,0,0,713,0,8,0,0,9,6,8,2,13,0,2,11,0,0,1,10,0,1,0,0,0,0,6,0,1,0,23,0,0,26,1,0,0,5,1,0,0,0,14,0,39,0,3
2013-02-04,553,116,1,0,4,0,832,0,7,0,2,6,20,12,3,14,0,0,5,0,0,0,11,0,0,5,0,0,0,8,1,0,0,1,0,0,35,0,0,0,1,16,0,0,0,28,0,82,0,0
2013-02-05,566,157,1,0,4,0,813,1,5,1,1,5,10,13,2,12,0,1,9,1,1,0,9,0,0,1,0,0,0,13,0,3,2,17,0,0,30,0,1,0,1,18,0,0,0,36,0,76,0,2
2013-02-06,566,152,1,1,4,0,832,0,6,1,3,12,7,17,2,21,0,0,8,2,0,0,7,0,1,4,0,0,1,10,1,1,2,11,1,0,40,0,1,0,4,10,0,0,0,27,1,78,0,1
2013-02-07,526,126,1,0,5,0,785,0,5,1,2,5,11,10,2,12,0,0,3,4,0,0,8,0,1,0,5,0,0,17,0,0,0,0,0,1,34,0,0,0,1,12,0,0,0,20,0,72,0,3
2013-02-08,702,148,0,1,3,0,1028,0,5,2,3,8,17,7,2,19,0,0,12,4,0,1,7,0,0,0,0,0,0,6,1,1,1,94,2,0,27,0,0,0,0,8,0,0,0,27,0,60,0,0
