date,all_collisions,injury_collisions,fatal_collisions,tire_failure_inadequate,oversized_vehicle,following_too_closely,unspecified,shoulders_defective_improper,physical_disability,other_electronic_device,brakes_defective,driver_inexperience,backing_unsafely,prescription_medication,view_obstructed_limited,other_vehicular,other_lighting_defects,reaction_to_other_uninvolved_vehicle,traffic_control_disregarded,fell_asleep,tow_hitch_defective,traffic_control_device_improper_non_working,outside_car_distraction,lane_marking_improper_inadequate,illness,glare,pavement_defective,cell_phone_hand_held,headlights_defective,turning_improperly,failure_to_keep_right,aggressive_driving_road_rage,passenger_distraction,pavement_slippery,drugs_illegal,cell_phone_hands_free,fatigued_drowsy,steering_failure,unsafe_speed,unsafe_lane_changing,alcohol_involvement,lost_consciousness,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,animals_action,failure_to_yield_right_of_way,accelerator_defective,driver_inattention_distraction,windshield_inadequate,obstruction_debris
2013-06-15,596,163,1,0,4,0,854,0,11,0,2,10,21,17,3,21,0,1,14,2,0,0,8,1,4,1,0,0,0,15,5,1,4,0,1,0,41,1,2,0,5,17,0,0,0,35,0,75,0,4
2013-06-16,477,158,1,0,0,0,715,0,12,3,2,9,12,10,0,23,0,0,8,0,1,0,4,0,1,0,1,0,1,12,1,2,1,0,0,0,28,0,0,0,8,13,0,0,0,25,0,60,0,0
2013-06-17,614,187,0,0,3,0,898,1,7,2,2,9,27,7,1,24,0,1,12,0,0,0,7,2,4,0,0,0,0,14,0,2,5,1,0,0,52,0,1,2,3,18,0,2,0,29,0,73,0,1
2013-06-18,613,142,0,0,1,1,917,0,10,1,2,2,12,17,4,17,0,0,8,0,0,0,13,0,0,1,0,0,0,23,0,0,2,10,0,0,33,0,0,1,3,21,0,0,0,27,0,89,1,5
2013-06-19,622,187,0,1,3,0,930,0,3,1,3,14,14,8,6,22,0,2,6,0,0,0,9,0,0,6,2,0,0,24,0,2,5,0,0,0,40,0,0,0,8,11,0,0,0,26,0,94,0,0
2013-06-20,681,177,1,0,6,1,970,0,3,3,2,10,21,17,1,29,0,1,14,1,0,0,14,0,5,2,0,0,0,24,0,4,6,0,0,0,52,1,1,1,6,14,0,0,0,35,0,104,0,3
2013-06-21,690,181,1,0,3,2,1011,0,8,4,2,8,17,18,3,25,0,0,5,0,0,0,15,0,1,1,0,0,0,8,2,3,5,0,0,1,38,0,1,0,6,13,1,0,0,36,0,131,0,2
2013-06-22,598,197,0,1,1,0,885,0,7,2,1,8,24,8,2,19,0,0,10,2,0,0,12,1,1,1,1,0,0,17,4,4,2,0,0,0,43,0,2,1,7,7,0,0,0,22,0,110,0,0
2013-06-23,504,157,1,2,1,0,716,0,16,0,2,10,14,16,0,31,0,1,10,4,0,0,7,0,0,0,3,0,0,13,2,1,5,1,1,0,49,0,1,0,6,14,0,0,1,20,1,61,0,3
2013-06-24,680,173,2,0,5,1,962,0,5,2,2,8,23,12,1,23,0,0,8,1,0,0,18,2,8,0,0,0,0,17,1,1,5,1,0,0,44,0,1,0,3,26,0,1,1,35,0,116,0,4
2013-06-25,648,198,0,0,6,0,948,0,11,0,1,9,15,17,5,26,0,1,10,0,0,0,12,0,3,2,0,0,0,12,2,1,5,0,0,0,60,0,1,0,5,13,1,1,1,28,0,93,0,3
2013-06-26,620,141,1,0,4,0,911,0,11,1,2,5,19,11,7,17,0,2,4,0,0,0,4,0,1,1,0,0,0,24,0,3,5,3,0,0,38,0,1,2,6,14,0,0,0,26,0,90,0,0
2013-06-27,598,175,0,0,6,0,860,0,10,3,1,7,14,15,4,31,1,1,3,3,0,0,14,0,1,0,1,0,0,29,2,1,3,4,1,0,36,0,0,0,4,25,0,0,0,31,1,81,0,0
2013-06-28,608,165,1,0,6,0,868,0,6,1,2,9,15,20,4,19,0,1,7,0,0,2,13,0,2,0,0,0,0,33,1,1,4,2,0,0,39,1,0,0,2,31,0,0,0,30,0,78,0,1
2013-06-29,591,184,2,0,2,1,871,0,6,1,0,9,21,15,0,33,0,3,6,4,0,0,7,0,3,0,0,0,0,15,3,5,6,0,1,0,37,0,2,0,18,17,0,0,0,20,0,87,0,1
2013-06-30,423,106,0,1,2,0,608,0,8,2,1,8,12,12,3,23,0,4,3,1,0,0,7,0,5,0,1,0,0,14,3,2,2,2,2,0,18,2,2,0,4,9,0,0,0,15,0,60,0,0
2013-07-01,633,182,0,0,12,2,903,0,11,4,1,12,12,9,3,24,0,2,15,1,0,0,9,0,0,0,2,0,0,18,0,1,3,12,0,0,34,0,0,0,4,12,0,0,0,27,0,99,0,2
2013-07-02,601,139,1,3,9,0,893,0,1,0,1,10,19,8,3,15,0,1,5,3,0,0,8,0,2,3,1,0,0,18,2,2,6,7,0,0,24,0,0,1,4,22,0,0,0,24,0,93,0,1
2013-07-03,635,168,0,1,5,1,920,0,10,2,0,14,22,17,2,16,0,0,14,0,0,0,11,0,1,0,0,0,0,15,0,3,4,6,0,0,54,0,1,0,3,18,1,0,0,29,1,94,0,2
2013-07-04,437,163,0,0,0,0,661,0,5,1,2,11,11,10,1,10,0,0,12,1,0,0,6,0,1,0,1,0,0,19,2,2,0,0,0,0,18,0,0,1,6,13,0,0,1,23,0,55,0,0
2013-07-05,575,203,1,0,1,2,842,0,6,1,2,11,18,8,2,32,0,0,11,1,0,0,7,0,1,3,1,0,0,16,2,1,3,1,0,0,26,0,0,0,10,19,0,0,1,36,0,74,0,2
2013-07-06,515,158,1,1,4,0,757,0,10,1,1,17,13,14,1,22,0,1,10,0,0,0,8,0,3,5,1,0,0,20,0,1,5,1,0,0,20,1,0,0,7,12,0,0,0,21,0,69,0,1
2013-07-07,475,147,3,1,5,1,696,0,6,0,0,10,16,12,5,16,0,2,7,1,0,0,7,0,0,0,0,0,0,13,2,2,1,0,0,0,19,1,1,0,8,7,0,0,0,23,0,73,0,0
2013-07-08,616,127,0,1,0,0,941,0,7,0,1,10,15,17,0,19,0,1,11,1,0,0,9,0,2,1,2,0,0,20,1,0,2,0,1,0,45,1,0,1,2,13,0,0,0,23,0,68,0,4
2013-07-09,583,136,0,0,0,1,871,0,9,1,1,9,17,17,3,17,0,2,10,2,0,0,15,0,2,0,0,0,0,13,0,1,2,1,1,0,31,1,0,0,4,12,0,0,0,23,0,90,0,0
2013-07-10,614,148,1,0,4,2,912,0,11,2,0,7,19,14,2,12,0,0,8,4,0,0,14,0,2,0,2,0,0,19,0,0,6,1,0,0,43,0,1,1,1,21,1,0,0,22,1,91,0,0
2013-07-11,550,161,1,1,1,0,789,0,7,4,2,6,22,17,3,14,0,0,5,1,0,0,5,0,2,2,1,0,0,19,1,1,5,1,0,0,29,1,1,0,2,16,0,0,1,40,0,77,0,3
2013-07-12,599,167,0,0,0,0,905,0,6,0,2,12,11,13,2,20,0,0,8,0,0,0,6,0,1,0,0,0,1,18,3,1,8,6,0,0,41,0,0,2,8,22,0,0,0,28,0,77,0,1
2013-07-13,574,174,1,0,0,1,864,0,7,1,4,8,15,7,2,22,0,2,11,1,0,1,11,2,1,0,2,1,0,13,0,2,6,6,0,0,24,0,1,0,6,13,0,0,1,24,0,72,0,1
2013-07-14,471,146,0,0,2,2,732,0,9,2,1,5,16,10,1,24,0,0,12,4,0,0,8,0,2,0,0,0,0,5,1,1,5,1,1,0,28,0,0,0,6,9,0,0,0,16,0,63,0,0
2013-07-15,581,171,0,0,12,0,842,0,10,3,3,10,19,10,0,21,0,1,5,2,0,0,18,0,0,1,1,0,0,20,1,1,6,0,0,1,33,0,1,0,4,15,0,0,0,20,0,69,0,4
2013-07-16,582,159,0,0,3,1,894,0,7,0,1,9,23,13,4,15,0,0,7,1,0,0,13,1,3,0,0,0,0,15,0,1,0,1,0,0,30,0,0,0,6,10,0,1,0,29,0,76,0,1
2013-07-17,609,163,0,1,4,0,875,0,7,5,1,9,20,15,4,13,0,0,8,1,0,0,9,1,2,1,0,0,0,20,2,3,3,1,0,0,42,0,1,0,7,28,1,0,0,41,0,87,0,2
2013-07-18,636,169,1,1,4,0,1005,0,7,2,1,7,18,14,5,20,0,2,6,1,0,0,10,0,1,0,0,0,0,14,1,2,2,0,0,0,51,1,1,0,3,13,0,0,0,27,0,88,0,1
2013-07-19,697,167,0,0,6,0,1019,0,11,0,2,23,23,18,3,10,0,1,7,1,0,2,11,1,1,0,1,1,0,25,0,0,4,0,1,0,39,0,0,0,8,24,1,0,0,35,0,105,0,1
2013-07-20,551,187,1,1,2,1,788,0,7,1,2,10,15,10,1,31,0,0,10,2,0,0,3,0,0,0,2,0,0,12,1,1,7,2,0,0,37,2,1,0,12,13,0,0,1,29,0,92,0,0
2013-07-21,447,168,0,0,0,1,659,0,12,0,1,8,6,17,1,22,0,1,8,2,0,0,8,0,0,0,0,0,0,17,0,4,3,2,0,0,33,1,1,0,9,9,0,0,0,22,0,58,0,0
2013-07-22,591,191,2,1,8,0,873,0,12,3,3,10,20,13,6,22,0,2,6,0,0,0,14,0,0,0,0,0,0,15,2,0,0,8,0,0,41,4,0,0,4,10,0,0,0,31,0,66,0,0
2013-07-23,571,164,0,2,4,0,803,1,7,0,3,9,19,13,4,14,0,1,11,0,0,0,14,0,5,0,2,0,0,18,0,1,3,7,1,0,35,1,0,1,1,15,0,1,0,26,0,77,0,2
2013-07-24,571,162,0,0,4,0,853,0,6,2,5,9,14,10,2,9,1,2,8,2,0,0,7,0,0,0,0,0,0,14,0,4,6,1,0,0,39,0,0,0,2,19,0,0,0,22,1,92,0,0
2013-07-25,506,147,0,0,3,0,757,0,4,0,1,6,13,15,2,7,0,4,6,1,1,0,7,1,1,0,0,1,0,13,0,6,5,3,0,0,29,0,1,0,4,15,0,0,1,26,0,64,0,2
2013-07-26,617,182,2,1,9,1,919,0,14,0,2,8,15,17,4,20,0,0,11,0,0,0,7,0,0,0,2,0,0,28,2,4,2,0,0,0,50,1,0,0,3,19,0,0,0,21,0,77,0,0
2013-07-27,516,157,3,0,2,0,785,0,5,4,0,12,18,15,2,17,0,0,12,5,0,0,6,0,1,1,1,0,0,17,3,0,3,0,0,0,37,0,0,0,4,9,0,0,1,28,1,49,0,0
2013-07-28,485,195,2,2,0,1,713,0,10,1,2,13,15,7,0,22,0,2,8,0,0,0,5,0,1,0,0,0,0,17,0,2,2,6,0,0,22,0,0,0,3,18,0,0,0,25,0,61,0,0
2013-07-29,595,146,0,1,5,0,876,0,11,2,1,8,13,9,6,28,0,2,8,0,0,0,14,0,2,1,2,0,0,7,1,1,3,5,0,0,39,0,0,0,2,11,1,0,1,22,0,88,0,0
2013-07-30,584,160,2,0,3,0,818,1,8,2,1,19,16,12,1,30,0,1,6,1,0,0,16,0,3,2,0,0,0,20,1,2,6,1,0,0,43,0,0,1,2,12,1,0,0,20,1,79,0,3
2013-07-31,553,175,2,0,7,0,791,0,7,2,4,14,24,10,4,8,0,0,6,2,0,0,10,2,1,1,1,0,0,23,0,1,3,0,1,0,36,1,0,2,4,20,1,0,0,39,0,88,0,0
2013-08-01,643,175,2,1,1,0,906,0,9,1,3,6,11,21,2,19,0,3,15,1,1,0,14,0,2,0,0,0,0,15,0,3,2,20,1,0,48,2,0,0,2,22,0,0,0,29,0,95,0,3
2013-08-02,626,157,0,1,4,0,920,0,12,3,1,8,12,17,3,24,0,1,11,0,0,1,5,0,5,1,0,0,0,23,0,4,5,1,0,0,50,2,1,2,4,14,0,0,1,26,0,73,0,1
2013-08-03,492,167,0,2,2,0,759,0,2,1,1,8,14,12,0,25,0,0,7,0,0,0,3,0,0,0,0,0,0,15,1,1,3,2,1,0,22,0,0,0,4,17,0,0,1,21,0,63,0,0
2013-08-04,452,154,1,1,0,0,674,0,5,1,2,9,8,6,2,20,0,1,6,3,0,0,4,0,2,1,1,0,0,10,2,0,5,1,3,0,27,1,1,0,9,8,0,0,0,17,0,58,0,0
2013-08-05,544,158,0,0,6,0,796,0,7,1,0,16,15,19,1,24,0,1,4,1,0,3,5,0,1,1,1,0,0,14,0,2,6,0,1,0,34,0,0,0,7,17,0,0,0,20,0,74,0,1
2013-08-06,542,184,1,0,7,1,811,0,7,2,0,2,20,10,2,22,0,0,8,0,0,0,6,0,1,1,0,0,0,12,2,0,7,1,0,0,31,2,0,0,1,8,0,0,0,24,0,83,0,1
2013-08-07,508,101,1,2,4,1,719,0,2,2,3,21,21,13,1,12,0,3,8,2,0,0,7,0,1,0,1,0,0,13,1,1,4,2,0,1,22,1,1,0,6,14,0,0,0,27,0,74,0,2
2013-08-08,549,150,0,1,3,0,775,0,7,2,1,5,16,14,5,10,0,1,11,3,0,0,8,0,2,0,0,0,0,5,0,3,3,9,1,0,36,0,0,0,7,11,0,0,0,32,0,96,0,1
2013-08-09,579,157,1,2,3,0,805,0,12,2,1,9,12,12,5,28,0,0,14,3,0,0,16,2,2,0,0,1,1,18,0,4,1,4,0,0,33,0,0,0,1,18,0,0,5,44,1,87,0,1
2013-08-10,495,159,0,0,1,0,713,0,10,2,1,11,13,8,1,21,0,1,9,1,0,0,13,0,2,0,2,0,0,14,1,2,0,0,0,0,30,1,1,2,6,8,0,0,0,20,2,79,0,0
2013-08-11,481,152,5,0,0,0,706,0,9,4,2,12,14,11,1,15,0,0,5,0,0,0,5,0,2,0,2,0,0,13,3,1,1,3,1,0,37,3,1,0,5,15,1,0,0,26,0,58,0,1
2013-08-12,519,137,1,0,4,0,745,0,4,3,0,12,16,9,0,23,0,0,3,0,0,0,9,0,2,0,2,0,0,19,3,2,3,3,0,1,34,0,0,0,5,18,0,0,0,22,0,70,0,0
2013-08-13,552,135,0,1,8,0,785,0,10,0,2,14,20,13,3,21,0,0,1,1,1,0,9,0,0,0,1,1,0,10,0,1,3,15,0,0,29,0,1,0,4,13,0,0,0,31,0,83,0,1
2013-08-14,622,184,2,1,6,0,898,0,10,4,2,8,14,11,1,25,0,2,16,2,0,0,7,0,1,3,2,0,0,25,0,3,9,0,0,0,36,0,0,0,4,17,1,0,0,26,0,73,0,1
2013-08-15,599,166,3,0,4,1,873,0,6,5,1,9,11,17,5,18,0,1,8,2,0,3,8,1,1,1,0,0,0,16,5,4,4,0,1,0,35,0,0,0,3,12,1,0,0,30,0,98,0,1
2013-08-16,678,204,2,0,6,1,971,0,11,3,5,11,18,10,2,22,0,0,13,2,0,0,14,1,2,2,0,0,0,24,2,2,3,0,1,0,53,0,0,0,6,19,0,0,0,31,0,112,0,0
2013-08-17,504,159,2,0,2,2,745,0,13,3,2,4,14,12,4,12,0,1,11,2,0,0,11,0,2,0,0,0,0,15,0,1,2,0,1,0,40,1,0,0,7,18,0,0,0,25,1,57,0,1
2013-08-18,442,141,0,0,0,1,660,0,9,2,1,7,23,9,2,17,0,1,6,0,0,0,3,2,1,0,0,0,0,11,1,5,3,0,2,0,29,0,2,0,5,11,0,0,0,22,1,59,0,0
2013-08-19,460,134,1,0,6,0,653,0,10,1,0,5,8,14,0,32,0,3,8,0,0,0,5,0,2,0,3,0,0,9,0,2,7,0,0,0,18,0,1,0,3,14,0,0,1,27,0,67,0,1
2013-08-20,542,164,0,0,2,0,801,0,7,4,2,6,19,11,1,28,1,0,5,0,2,0,6,0,0,1,0,0,0,9,3,2,3,0,1,2,38,1,0,0,2,17,0,1,0,21,0,62,0,2
2013-08-21,562,157,1,1,4,0,816,0,4,2,1,14,14,16,0,24,0,2,6,1,0,1,9,1,0,0,1,0,0,19,0,1,9,0,1,0,34,0,0,0,3,10,0,0,1,25,0,82,0,1
2013-08-22,577,152,0,1,3,0,820,0,12,4,1,4,14,10,2,42,0,2,9,0,0,0,4,0,2,0,0,1,0,8,4,2,4,8,1,0,42,0,0,0,3,10,1,0,0,29,0,91,0,1
2013-08-23,636,171,2,0,10,2,938,0,14,2,2,5,19,12,1,23,0,2,10,2,0,0,8,2,1,0,0,1,0,19,1,3,3,0,0,0,31,0,0,0,2,18,0,0,0,29,0,96,0,2
2013-08-24,527,182,4,2,4,0,759,0,8,3,2,9,10,15,1,22,0,3,19,2,0,2,11,4,2,0,1,0,0,25,1,0,2,0,0,1,35,1,1,0,12,7,0,0,0,26,0,65,0,2
2013-08-25,459,133,1,0,1,0,661,0,6,3,3,2,9,10,3,15,0,1,5,3,0,1,11,0,1,0,2,1,0,11,1,3,1,0,1,1,23,3,1,1,3,10,0,0,0,20,0,80,0,2
2013-08-26,521,160,1,2,5,0,767,0,8,0,2,6,24,7,2,22,0,0,3,1,0,0,6,0,2,0,1,0,0,13,1,1,3,4,0,0,35,0,1,0,2,11,1,0,2,21,0,70,0,1
2013-08-27,506,127,1,1,6,0,735,0,6,1,1,9,8,11,2,33,0,1,6,3,0,0,11,0,0,0,0,0,0,8,1,1,5,5,0,0,24,0,1,0,1,15,0,1,0,25,1,74,0,0
2013-08-28,482,123,0,1,1,1,699,0,3,0,1,2,14,13,3,30,1,1,4,1,0,1,6,0,1,0,0,0,0,14,0,1,1,5,0,0,28,3,0,0,1,22,0,0,0,26,0,67,0,0
2013-08-29,572,164,1,0,5,0,812,0,6,0,1,9,18,16,2,41,0,1,9,1,0,0,9,0,1,0,4,0,0,20,3,5,6,4,1,0,34,1,1,0,4,12,0,0,0,28,0,78,0,0
2013-08-30,599,169,0,0,5,0,911,0,11,2,5,11,18,14,4,34,0,0,10,0,0,0,7,0,2,0,1,0,0,20,0,3,3,0,2,0,45,1,0,1,6,12,0,0,1,12,0,80,0,0
2013-08-31,479,169,2,0,3,0,699,0,3,2,1,7,13,7,1,20,0,0,8,0,0,0,9,0,0,0,0,0,1,8,1,5,3,0,0,0,39,0,0,0,5,7,0,0,1,14,0,72,0,1
2013-09-01,480,184,0,2,5,0,692,0,11,1,0,8,12,9,3,19,0,1,8,0,0,0,9,0,2,0,1,0,0,13,0,3,3,1,0,0,34,0,4,0,9,5,0,0,0,27,0,70,0,1
2013-09-02,431,160,0,0,0,1,648,0,3,0,2,7,11,7,2,12,0,0,17,0,0,0,6,0,0,0,1,0,0,12,0,1,2,7,0,0,23,0,0,0,9,4,0,0,0,16,0,53,0,0
2013-09-03,550,162,1,1,7,0,809,0,7,1,1,9,20,11,0,22,0,0,5,1,1,0,12,1,0,0,0,0,0,10,1,2,7,1,0,0,50,0,0,0,3,12,0,0,0,21,0,73,0,1
2013-09-04,604,198,1,0,6,1,892,0,7,0,2,15,15,20,3,37,0,1,10,6,0,1,11,0,3,2,1,0,0,15,1,2,3,0,0,0,40,0,2,0,4,12,0,0,0,32,1,63,0,0
2013-09-05,493,124,0,0,5,0,689,0,3,1,2,10,15,8,2,29,0,1,12,1,1,0,12,0,0,2,0,0,0,9,0,5,5,0,0,0,31,0,0,0,3,7,0,0,0,20,1,71,0,0
2013-09-06,524,162,1,1,3,1,767,0,5,3,3,8,15,14,2,18,0,0,10,1,0,0,13,0,2,2,0,0,0,13,1,3,3,0,0,0,18,0,0,0,2,17,0,0,0,20,0,88,0,1
2013-09-07,585,172,0,0,1,0,854,0,9,1,4,2,17,5,4,25,0,0,6,0,0,0,8,0,1,0,1,0,0,17,1,1,6,0,1,0,39,0,2,0,9,19,0,0,1,25,0,109,0,0
2013-09-08,500,182,2,1,3,0,733,0,11,3,3,8,14,12,1,15,0,1,14,0,0,0,6,0,1,2,0,0,0,17,1,1,4,0,0,0,27,0,0,0,11,12,0,0,0,25,0,68,0,1
2013-09-09,632,199,0,1,6,0,885,0,2,2,5,7,17,14,2,28,1,0,11,1,0,0,13,0,2,4,0,0,0,21,2,7,4,0,0,0,49,2,0,0,2,13,0,0,1,43,0,91,0,0
2013-09-10,629,176,0,0,3,0,880,0,5,1,1,11,18,15,3,33,0,2,9,0,0,0,6,0,5,2,0,0,0,29,2,3,3,1,0,0,50,1,1,0,4,31,0,0,0,28,1,99,0,1
2013-09-11,575,135,0,2,5,0,824,0,9,1,2,9,22,18,7,37,0,1,10,0,0,0,8,0,2,5,1,1,0,13,0,0,3,0,2,0,36,0,0,0,4,22,0,0,0,31,1,67,0,0
2013-09-12,695,186,1,0,4,1,958,0,8,3,1,3,21,21,3,24,0,1,12,0,0,3,9,1,4,0,1,0,0,22,3,0,8,4,0,2,59,1,0,0,7,18,0,0,0,33,0,91,0,1
2013-09-13,651,155,2,1,7,2,908,0,12,1,4,8,31,11,4,35,0,3,14,0,0,0,12,0,2,1,0,0,1,27,1,1,6,1,0,0,31,1,0,0,5,20,0,0,0,28,0,89,0,2
2013-09-14,519,147,2,0,1,0,757,0,4,1,0,13,16,14,3,27,0,0,8,2,0,0,11,0,5,1,0,0,0,22,2,3,0,0,0,0,35,0,1,0,5,18,0,0,0,19,1,64,0,0
2013-09-15,476,164,3,2,2,0,709,0,4,2,1,14,13,10,1,28,0,1,6,1,0,0,9,0,1,1,1,0,0,11,1,1,2,1,0,1,29,1,0,1,7,16,0,0,0,17,0,60,0,0
2013-09-16,570,127,0,2,8,0,842,0,11,2,1,8,16,11,2,38,0,2,6,0,0,0,7,0,3,0,0,0,0,11,0,2,2,4,0,0,46,0,0,0,2,19,0,0,0,23,1,68,0,0
2013-09-17,626,197,2,0,5,0,910,2,6,1,1,5,21,19,4,39,0,0,10,1,0,0,5,0,1,4,1,0,0,18,1,2,6,1,1,0,32,0,0,0,2,13,1,0,0,39,0,86,0,0
2013-09-18,571,161,0,0,7,0,827,0,5,3,1,9,13,9,4,33,0,2,5,0,0,2,8,0,1,0,0,0,0,13,2,2,7,0,0,0,34,0,0,0,5,14,0,0,0,29,0,89,0,4
2013-09-19,536,149,0,0,1,0,757,0,7,0,3,7,9,12,3,29,0,0,7,0,0,0,15,0,4,4,1,0,0,24,1,0,3,0,0,0,30,0,0,0,3,18,0,0,0,30,0,92,0,1
2013-09-20,631,191,0,1,5,1,880,0,10,0,5,8,20,12,5,33,0,2,10,0,0,0,10,0,0,3,1,1,0,23,3,1,5,0,0,0,41,1,1,0,5,8,0,0,0,31,0,98,0,0
2013-09-21,546,184,2,1,3,0,787,0,9,2,0,8,15,12,3,19,0,2,15,0,0,0,4,0,4,4,0,0,0,10,4,2,3,6,0,1,31,0,1,0,3,18,0,0,1,26,0,75,0,1
2013-09-22,585,203,1,2,0,0,844,0,9,3,1,7,12,10,6,16,0,0,13,1,0,0,7,0,3,2,0,0,0,9,1,2,4,16,2,0,46,0,0,0,12,15,0,0,0,25,0,71,0,1
2013-09-23,661,191,1,0,5,0,938,0,5,2,2,11,11,12,5,31,0,0,14,0,1,0,9,0,2,4,4,0,0,22,3,4,4,1,0,0,43,1,0,0,4,19,0,0,1,25,0,94,0,2
2013-09-24,615,184,1,0,1,0,890,0,5,1,2,10,16,14,2,28,0,3,6,1,0,0,13,0,3,8,1,0,0,14,3,1,5,0,0,0,33,1,0,0,3,14,0,0,0,32,0,83,0,0
2013-09-25,539,124,0,0,1,1,780,0,4,1,4,12,9,13,3,17,0,0,5,2,0,0,12,0,1,5,0,0,0,14,1,2,5,0,0,0,28,1,3,1,2,16,0,0,0,22,0,82,0,1
2013-09-26,516,112,2,0,2,0,731,0,6,2,4,11,14,12,0,22,0,1,5,0,0,1,12,0,1,1,1,0,0,16,0,2,6,0,0,0,37,0,0,0,7,12,0,1,2,15,0,75,0,2
2013-09-27,553,147,2,2,3,0,863,0,7,0,2,8,4,10,0,20,0,1,9,2,0,0,8,0,0,1,0,0,0,8,2,4,4,0,2,0,32,1,0,0,5,15,0,0,1,24,0,63,0,0
2013-09-28,547,172,2,1,4,0,806,0,9,3,1,5,14,9,3,30,0,1,7,0,0,0,9,0,2,0,0,0,0,17,1,2,3,0,0,0,43,0,0,0,5,11,0,0,0,21,0,88,0,0
2013-09-29,505,153,0,2,3,0,710,0,12,2,3,5,19,13,3,24,0,0,14,0,0,0,4,0,2,1,1,0,0,10,1,3,4,0,2,1,30,1,1,0,4,19,0,0,1,23,0,71,0,0
2013-09-30,605,191,0,1,3,0,828,0,4,2,0,14,28,12,2,38,0,0,6,1,0,0,11,1,1,4,1,0,0,23,3,1,6,0,0,0,40,1,0,0,5,18,0,0,0,39,0,105,0,0
2013-10-01,616,155,1,0,6,0,903,0,2,1,5,6,17,15,1,26,0,2,5,1,0,0,7,0,3,4,0,0,0,21,0,3,3,0,0,0,55,0,0,0,1,18,0,1,1,28,0,73,0,0
2013-10-02,647,190,1,0,4,1,928,0,12,0,5,12,26,7,5,22,0,1,5,0,0,0,10,0,2,2,0,0,0,8,1,4,6,0,0,1,47,0,2,0,3,10,0,0,2,33,0,106,0,1
2013-10-03,588,150,0,0,7,0,832,0,10,3,2,9,21,8,2,33,0,1,3,0,0,0,8,0,1,3,1,0,0,19,0,0,4,0,0,1,34,1,1,0,3,16,1,1,0,35,0,83,0,0
2013-10-04,658,168,2,1,8,0,949,0,12,1,4,5,12,18,2,46,0,2,9,0,1,0,7,0,5,0,1,0,0,23,0,0,1,0,0,0,37,0,0,0,7,19,0,0,0,31,0,101,0,2
2013-10-05,497,128,0,0,0,1,765,0,7,0,3,4,23,11,5,14,0,0,5,1,1,0,6,1,2,2,1,0,0,8,0,1,4,1,0,0,29,1,2,1,5,9,0,0,0,13,1,67,0,1
2013-10-06,403,124,1,0,1,0,610,0,9,0,2,10,12,9,2,16,0,1,7,0,0,0,6,0,2,0,0,0,0,12,3,0,2,1,1,0,23,1,1,0,5,7,0,0,0,20,1,33,0,1
2013-10-07,618,152,0,3,4,1,875,0,8,2,2,4,16,19,2,37,0,1,6,2,0,0,13,0,1,0,0,1,0,14,1,2,5,11,0,0,38,0,1,0,3,12,0,0,0,28,0,98,0,2
2013-10-08,574,124,1,0,6,0,831,0,5,0,1,10,17,10,2,33,0,3,13,0,0,0,7,0,0,2,0,0,0,12,1,1,3,0,0,0,28,0,0,0,4,15,0,0,1,17,0,83,0,0
2013-10-09,529,140,0,1,0,0,778,0,2,1,2,3,18,11,3,15,0,2,8,1,0,0,7,3,1,0,0,0,0,20,1,1,3,1,1,0,35,1,0,0,2,15,0,0,0,18,0,99,0,1
2013-10-10,559,138,1,0,1,0,825,0,3,2,1,6,16,10,0,24,0,0,9,1,0,0,8,0,2,0,0,0,0,21,1,4,5,3,1,0,25,1,0,0,0,9,0,0,0,28,0,78,0,0
2013-10-11,621,162,3,1,3,0,887,0,3,1,2,7,21,9,0,31,0,2,3,0,0,0,9,2,2,0,1,0,0,18,3,5,4,7,0,0,36,0,0,0,5,12,0,0,0,36,0,112,0,0
2013-10-12,556,158,0,3,4,2,817,0,13,1,1,8,15,10,2,23,0,1,6,1,0,0,8,0,3,0,1,0,1,11,1,4,1,0,0,0,42,0,2,0,9,12,0,0,0,23,1,71,0,2
2013-10-13,501,146,1,0,1,0,799,0,14,4,0,5,12,9,1,18,0,0,10,0,0,0,7,0,2,1,0,0,0,18,1,1,2,0,0,0,32,2,2,0,11,7,0,0,0,19,0,49,0,1
2013-10-14,440,141,0,0,1,0,646,0,10,2,3,5,12,7,3,20,0,0,9,0,0,0,6,0,2,2,0,0,0,8,1,1,6,0,0,0,25,0,0,0,6,13,0,0,0,23,0,58,0,0
2013-10-15,615,184,0,0,5,0,884,0,3,0,2,9,16,11,1,21,0,1,7,2,0,0,16,0,1,6,0,0,0,14,1,0,4,1,0,0,43,1,1,1,1,20,0,0,0,28,0,100,0,0
2013-10-16,548,134,0,0,6,1,766,0,3,2,5,13,17,9,6,33,0,2,6,0,0,1,8,0,3,0,1,0,0,14,0,0,1,0,1,2,24,1,1,0,6,25,0,0,0,31,0,80,0,4
2013-10-17,574,123,1,0,3,0,806,0,9,3,4,7,22,13,3,29,0,1,10,0,0,0,13,0,5,0,0,0,0,11,1,4,4,6,0,0,39,1,1,0,5,13,0,2,1,22,0,81,0,0
2013-10-18,680,192,1,0,8,0,1020,0,19,4,2,3,14,12,2,19,1,3,7,1,0,0,13,1,2,2,0,0,0,16,2,0,6,2,0,1,38,0,1,0,6,24,0,0,0,22,1,81,0,5
