precinct,date,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,year,week
88,2012-07-01,2,1,0,1,0,0,0,2012,26
88,2012-07-02,6,2,0,2,0,1,1,2012,27
88,2012-07-03,7,0,0,0,0,0,0,2012,27
88,2012-07-04,2,0,0,0,0,0,0,2012,27
88,2012-07-05,7,1,0,1,0,0,0,2012,27
88,2012-07-06,3,1,0,1,0,0,0,2012,27
88,2012-07-07,1,0,0,0,0,0,0,2012,27
88,2012-07-08,2,2,0,2,0,1,0,2012,27
88,2012-07-09,2,0,0,0,0,0,0,2012,28
88,2012-07-10,6,2,0,4,0,0,0,2012,28
88,2012-07-11,5,2,0,3,0,1,0,2012,28
88,2012-07-12,4,3,0,3,0,3,0,2012,28
88,2012-07-13,4,0,0,0,0,0,0,2012,28
88,2012-07-14,8,2,0,2,0,0,0,2012,28
88,2012-07-15,5,1,0,1,0,1,0,2012,28
88,2012-07-16,3,0,0,0,0,0,0,2012,29
88,2012-07-17,1,0,0,0,0,0,0,2012,29
88,2012-07-18,3,1,0,1,0,0,0,2012,29
88,2012-07-19,2,0,0,0,0,0,0,2012,29
88,2012-07-20,2,1,0,1,0,0,1,2012,29
88,2012-07-21,6,3,0,3,0,1,1,2012,29
88,2012-07-22,3,2,0,2,0,1,1,2012,29
88,2012-07-23,2,0,0,0,0,0,0,2012,30
88,2012-07-24,2,0,0,0,0,0,0,2012,30
88,2012-07-25,2,1,0,1,0,0,0,2012,30
88,2012-07-26,2,1,0,1,0,1,0,2012,30
88,2012-07-27,4,0,0,0,0,0,0,2012,30
88,2012-07-28,4,2,0,3,0,1,0,2012,30
88,2012-07-29,3,0,0,0,0,0,0,2012,30
88,2012-07-30,4,2,0,2,0,0,1,2012,31
88,2012-07-31,3,0,0,0,0,0,0,2012,31
88,2012-08-01,6,0,0,0,0,0,0,2012,31
88,2012-08-02,4,0,0,0,0,0,0,2012,31
88,2012-08-03,7,3,0,3,0,0,1,2012,31
88,2012-08-04,1,0,0,0,0,0,0,2012,31
88,2012-08-05,4,1,0,1,0,1,0,2012,31
88,2012-08-06,5,1,0,1,0,1,0,2012,32
88,2012-08-07,3,1,0,1,0,0,0,2012,32
88,2012-08-08,1,0,0,0,0,0,0,2012,32
88,2012-08-09,3,0,0,0,0,0,0,2012,32
88,2012-08-10,5,2,0,3,0,0,1,2012,32
88,2012-08-11,1,0,0,0,0,0,0,2012,32
88,2012-08-12,3,1,0,1,0,0,1,2012,32
88,2012-08-13,3,2,0,2,0,0,2,2012,33
88,2012-08-14,2,1,0,1,0,0,0,2012,33
88,2012-08-15,3,1,0,1,0,1,0,2012,33
88,2012-08-16,3,1,0,1,0,1,0,2012,33
88,2012-08-17,5,0,0,0,0,0,0,2012,33
88,2012-08-18,2,0,0,0,0,0,0,2012,33
88,2012-08-19,6,1,0,1,0,1,0,2012,33
88,2012-08-20,3,0,0,0,0,0,0,2012,34
88,2012-08-21,5,3,0,7,0,0,0,2012,34
88,2012-08-22,1,1,0,1,0,1,0,2012,34
88,2012-08-23,6,0,0,0,0,0,0,2012,34
88,2012-08-24,6,0,0,0,0,0,0,2012,34
88,2012-08-25,2,0,0,0,0,0,0,2012,34
88,2012-08-26,2,0,0,0,0,0,0,2012,34
88,2012-08-27,3,2,0,2,0,1,0,2012,35
88,2012-08-28,6,1,0,1,0,0,0,2012,35
88,2012-08-29,3,1,0,1,0,0,0,2012,35
88,2012-08-30,7,2,0,2,0,2,0,2012,35
88,2012-08-31,2,1,0,1,0,0,1,2012,35
88,2012-09-01,4,0,0,0,0,0,0,2012,35
88,2012-09-02,4,1,0,1,0,0,0,2012,35
88,2012-09-03,2,0,0,0,0,0,0,2012,36
88,2012-09-04,2,0,0,0,0,0,0,2012,36
88,2012-09-05,8,2,0,5,0,0,0,2012,36
88,2012-09-06,3,0,0,0,0,0,0,2012,36
88,2012-09-07,8,2,0,2,0,1,0,2012,36
88,2012-09-08,2,0,0,0,0,0,0,2012,36
88,2012-09-09,5,2,0,2,0,0,0,2012,36
88,2012-09-10,2,1,0,1,0,1,0,2012,37
88,2012-09-11,1,1,0,2,0,0,0,2012,37
88,2012-09-12,5,1,0,3,0,0,0,2012,37
88,2012-09-13,3,0,0,0,0,0,0,2012,37
88,2012-09-14,7,1,0,1,0,1,0,2012,37
88,2012-09-15,4,1,0,2,0,0,2,2012,37
88,2012-09-17,1,0,0,0,0,0,0,2012,38
88,2012-09-18,6,3,0,3,0,1,2,2012,38
88,2012-09-19,6,0,0,0,0,0,0,2012,38
88,2012-09-20,4,1,0,1,0,0,1,2012,38
88,2012-09-21,4,2,0,2,0,2,0,2012,38
88,2012-09-22,3,2,0,3,0,1,0,2012,38
88,2012-09-23,1,0,0,0,0,0,0,2012,38
88,2012-09-24,3,1,0,1,0,0,0,2012,39
88,2012-09-25,1,0,0,0,0,0,0,2012,39
88,2012-09-26,1,0,0,0,0,0,0,2012,39
