row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
31,28,1,2012,1,0,0,0,0,0,0,2012-12-31 through 2013-01-06
98,28,26,2012,2,0,0,0,0,0,0,2012-06-25 through 2012-07-01
170,28,27,2012,16,3,0,3,0,1,1,2012-07-02 through 2012-07-08
249,28,28,2012,17,6,0,10,0,1,1,2012-07-09 through 2012-07-15
324,28,29,2012,12,1,0,1,0,0,1,2012-07-16 through 2012-07-22
405,28,30,2012,13,2,0,2,0,1,1,2012-07-23 through 2012-07-29
482,28,31,2012,20,6,0,6,0,2,1,2012-07-30 through 2012-08-05
559,28,32,2012,20,7,0,8,0,1,3,2012-08-06 through 2012-08-12
636,28,33,2012,14,5,0,5,0,1,2,2012-08-13 through 2012-08-19
713,28,34,2012,13,3,0,3,0,1,0,2012-08-20 through 2012-08-26
790,28,35,2012,13,3,0,4,0,1,1,2012-08-27 through 2012-09-02
865,28,36,2012,8,3,0,3,0,1,0,2012-09-03 through 2012-09-09
942,28,37,2012,15,4,1,4,1,0,1,2012-09-10 through 2012-09-16
1019,28,38,2012,19,7,0,13,0,2,3,2012-09-17 through 2012-09-23
1096,28,39,2012,26,10,0,13,0,1,3,2012-09-24 through 2012-09-30
1173,28,40,2012,9,3,0,3,0,0,2,2012-10-01 through 2012-10-07
1252,28,41,2012,11,5,0,6,0,1,0,2012-10-08 through 2012-10-14
1329,28,42,2012,16,4,0,4,0,0,2,2012-10-15 through 2012-10-21
1408,28,43,2012,12,4,0,4,0,0,4,2012-10-22 through 2012-10-28
1485,28,44,2012,14,2,0,6,0,0,0,2012-10-29 through 2012-11-04
1562,28,45,2012,16,5,0,10,0,0,5,2012-11-05 through 2012-11-11
1639,28,46,2012,9,0,0,0,0,0,0,2012-11-12 through 2012-11-18
1716,28,47,2012,9,1,0,4,0,0,0,2012-11-19 through 2012-11-25
1793,28,48,2012,10,3,0,4,0,0,2,2012-11-26 through 2012-12-02
1870,28,49,2012,14,3,0,4,0,0,0,2012-12-03 through 2012-12-09
1951,28,50,2012,15,2,0,3,0,0,1,2012-12-10 through 2012-12-16
2028,28,51,2012,14,3,0,3,0,0,0,2012-12-17 through 2012-12-23
2105,28,52,2012,11,5,0,7,0,0,2,2012-12-24 through 2012-12-30
2206,28,1,2013,13,3,0,5,0,1,1,2012-12-31 through 2013-01-06
2208,28,1,2013,4,0,0,0,0,0,0,2013-12-30 through 2014-01-05
2330,28,10,2013,12,3,0,4,0,0,2,2013-03-04 through 2013-03-10
2405,28,11,2013,21,7,0,9,0,1,4,2013-03-11 through 2013-03-17
2482,28,12,2013,19,5,0,8,0,0,3,2013-03-18 through 2013-03-24
2561,28,13,2013,17,5,0,12,0,0,2,2013-03-25 through 2013-03-31
2638,28,14,2013,11,0,0,0,0,0,0,2013-04-01 through 2013-04-07
2711,28,15,2013,15,3,0,6,0,0,2,2013-04-08 through 2013-04-14
2788,28,16,2013,14,4,0,4,0,0,0,2013-04-15 through 2013-04-21
