row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
2865,28,17,2013,16,2,0,4,0,0,1,2013-04-22 through 2013-04-28
2940,28,18,2013,18,7,1,10,1,4,3,2013-04-29 through 2013-05-05
3021,28,19,2013,19,4,0,4,0,0,4,2013-05-06 through 2013-05-12
3098,28,2,2013,12,2,0,2,0,0,1,2013-01-07 through 2013-01-13
3179,28,20,2013,11,4,0,5,0,1,2,2013-05-13 through 2013-05-19
3254,28,21,2013,15,5,0,6,0,2,1,2013-05-20 through 2013-05-26
3329,28,22,2013,23,6,0,6,0,2,2,2013-05-27 through 2013-06-02
3408,28,23,2013,13,4,0,4,0,2,1,2013-06-03 through 2013-06-09
3483,28,24,2013,19,6,0,13,0,0,2,2013-06-10 through 2013-06-16
3562,28,25,2013,16,5,0,5,0,3,1,2013-06-17 through 2013-06-23
3639,28,26,2013,8,7,0,9,0,2,1,2013-06-24 through 2013-06-30
3714,28,27,2013,10,2,0,2,0,0,0,2013-07-01 through 2013-07-07
3791,28,28,2013,11,3,0,4,0,2,0,2013-07-08 through 2013-07-14
3868,28,29,2013,15,5,0,7,0,1,1,2013-07-15 through 2013-07-21
3947,28,3,2013,14,4,0,4,0,1,2,2013-01-14 through 2013-01-20
4030,28,30,2013,14,0,0,0,0,0,0,2013-07-22 through 2013-07-28
4103,28,31,2013,10,6,0,6,0,2,4,2013-07-29 through 2013-08-04
4182,28,32,2013,25,9,0,11,0,2,3,2013-08-05 through 2013-08-11
4259,28,33,2013,7,3,0,3,0,2,0,2013-08-12 through 2013-08-18
4336,28,34,2013,23,8,0,11,0,4,2,2013-08-19 through 2013-08-25
4415,28,35,2013,11,1,0,1,0,1,0,2013-08-26 through 2013-09-01
4490,28,36,2013,13,2,0,2,0,1,0,2013-09-02 through 2013-09-08
4567,28,37,2013,21,5,0,5,0,1,3,2013-09-09 through 2013-09-15
4644,28,38,2013,21,6,0,10,0,1,3,2013-09-16 through 2013-09-22
4757,28,39,2013,16,5,0,5,0,1,3,2013-09-23 through 2013-09-29
4820,28,4,2013,11,4,0,9,0,1,0,2013-01-21 through 2013-01-27
4867,28,40,2013,18,4,0,6,0,0,0,2013-09-30 through 2013-10-06
4979,28,41,2013,7,1,0,1,0,0,1,2013-10-07 through 2013-10-13
5060,28,42,2013,14,2,0,4,0,0,0,2013-10-14 through 2013-10-20
5120,28,43,2013,25,4,0,8,0,1,0,2013-10-21 through 2013-10-27
5193,28,44,2013,9,6,0,7,0,1,6,2013-10-28 through 2013-11-03
5266,28,45,2013,11,1,0,1,0,1,0,2013-11-04 through 2013-11-10
5345,28,46,2013,17,3,0,3,0,1,1,2013-11-11 through 2013-11-17
5424,28,47,2013,19,6,0,7,0,1,3,2013-11-18 through 2013-11-24
5501,28,48,2013,11,1,0,1,0,0,0,2013-11-25 through 2013-12-01
5580,28,49,2013,12,3,0,3,0,0,3,2013-12-02 through 2013-12-08
5657,28,5,2013,14,4,0,8,0,0,1,2013-01-28 through 2013-02-03
5732,28,50,2013,22,3,0,3,0,0,2,2013-12-09 through 2013-12-15
5811,28,51,2013,20,5,0,6,0,0,0,2013-12-16 through 2013-12-22
5888,28,52,2013,12,1,0,1,0,0,0,2013-12-23 through 2013-12-29
5964,28,6,2013,13,1,0,1,0,0,0,2013-02-04 through 2013-02-10
6039,28,7,2013,8,1,0,1,0,0,0,2013-02-11 through 2013-02-17
6117,28,8,2013,13,3,0,3,0,0,2,2013-02-18 through 2013-02-24
6193,28,9,2013,9,1,0,1,0,0,1,2013-02-25 through 2013-03-03
6307,28,1,2014,5,0,0,0,0,0,0,2013-12-30 through 2014-01-05
6308,28,1,2014,5,1,0,1,0,1,0,2014-12-29 through 2015-01-04
6425,28,10,2014,12,0,0,0,0,0,0,2014-03-03 through 2014-03-09
6500,28,11,2014,20,4,0,5,0,2,0,2014-03-10 through 2014-03-16
6575,28,12,2014,16,3,0,6,0,0,0,2014-03-17 through 2014-03-23
6653,28,13,2014,7,4,0,4,0,1,1,2014-03-24 through 2014-03-30
6730,28,14,2014,10,4,0,5,0,1,1,2014-03-31 through 2014-04-06
6803,28,15,2014,16,3,0,5,0,2,0,2014-04-07 through 2014-04-13
6880,28,16,2014,20,7,0,8,0,2,4,2014-04-14 through 2014-04-20
6963,28,17,2014,15,2,0,2,0,1,0,2014-04-21 through 2014-04-27
7034,28,18,2014,13,2,0,2,0,0,0,2014-04-28 through 2014-05-04
7110,28,19,2014,19,4,0,9,0,1,0,2014-05-05 through 2014-05-11
7188,28,2,2014,17,4,0,5,0,0,4,2014-01-06 through 2014-01-12
7267,28,20,2014,23,5,0,5,0,1,3,2014-05-12 through 2014-05-18
7342,28,21,2014,16,5,0,5,0,1,2,2014-05-19 through 2014-05-25
7416,28,22,2014,20,5,0,6,0,1,3,2014-05-26 through 2014-06-01
7496,28,23,2014,17,5,0,5,0,1,1,2014-06-02 through 2014-06-08
7571,28,24,2014,7,3,0,5,0,1,1,2014-06-09 through 2014-06-15
7649,28,25,2014,16,2,0,2,0,0,1,2014-06-16 through 2014-06-22
7731,28,26,2014,13,5,0,6,0,4,1,2014-06-23 through 2014-06-29
7803,28,27,2014,17,3,0,6,0,2,0,2014-06-30 through 2014-07-06
7885,28,28,2014,15,5,0,8,0,1,2,2014-07-07 through 2014-07-13
7959,28,29,2014,18,2,0,2,0,1,0,2014-07-14 through 2014-07-20
8036,28,3,2014,15,3,1,3,1,1,2,2014-01-13 through 2014-01-19
8112,28,30,2014,24,6,0,8,0,1,1,2014-07-21 through 2014-07-27
8188,28,31,2014,24,7,0,8,0,5,2,2014-07-28 through 2014-08-03
8260,28,32,2014,12,3,0,7,0,2,0,2014-08-04 through 2014-08-10
8341,28,33,2014,17,5,0,6,0,1,2,2014-08-11 through 2014-08-17
8418,28,34,2014,12,1,0,1,0,1,0,2014-08-18 through 2014-08-24
8499,28,35,2014,22,5,0,5,0,1,0,2014-08-25 through 2014-08-31
8573,28,36,2014,14,4,0,4,0,3,1,2014-09-01 through 2014-09-07
8646,28,37,2014,14,3,0,3,0,0,2,2014-09-08 through 2014-09-14
8726,28,38,2014,21,4,0,6,0,0,0,2014-09-15 through 2014-09-21
8837,28,39,2014,21,6,0,6,0,3,2,2014-09-22 through 2014-09-28
8879,28,4,2014,20,6,0,11,0,0,3,2014-01-20 through 2014-01-26
8977,28,40,2014,12,2,0,2,0,0,1,2014-09-29 through 2014-10-05
9027,28,41,2014,8,0,0,0,0,0,0,2014-10-06 through 2014-10-12
9113,28,42,2014,19,5,0,7,0,2,1,2014-10-13 through 2014-10-19
9185,28,43,2014,14,6,0,6,0,0,6,2014-10-20 through 2014-10-26
9258,28,44,2014,23,6,0,9,0,0,6,2014-10-27 through 2014-11-02
9347,28,45,2014,22,6,0,6,0,0,3,2014-11-03 through 2014-11-09
9418,28,46,2014,8,0,1,0,1,0,1,2014-11-10 through 2014-11-16
9491,28,47,2014,16,2,0,4,0,0,0,2014-11-17 through 2014-11-23
9550,28,48,2014,11,3,0,3,0,0,3,2014-11-24 through 2014-11-30
9634,28,49,2014,9,2,0,2,0,0,1,2014-12-01 through 2014-12-07
9710,28,5,2014,14,4,0,4,0,0,2,2014-01-27 through 2014-02-02
9780,28,50,2014,24,4,0,4,0,1,2,2014-12-08 through 2014-12-14
9927,28,51,2014,11,0,0,0,0,0,0,2014-12-15 through 2014-12-21
9993,28,52,2014,6,1,0,1,0,1,0,2014-12-22 through 2014-12-28
10061,28,6,2014,17,0,0,0,0,0,0,2014-02-03 through 2014-02-09
10111,28,7,2014,17,4,0,6,0,0,0,2014-02-10 through 2014-02-16
10188,28,8,2014,16,1,0,2,0,0,0,2014-02-17 through 2014-02-23
10267,28,9,2014,18,4,0,4,0,1,2,2014-02-24 through 2014-03-02
10340,28,1,2015,4,0,0,0,0,0,0,2014-12-29 through 2015-01-04
10417,28,10,2015,16,4,0,8,0,0,0,2015-03-02 through 2015-03-08
10494,28,11,2015,18,3,0,14,0,1,0,2015-03-09 through 2015-03-15
10568,28,12,2015,14,2,0,2,0,0,1,2015-03-16 through 2015-03-22
10652,28,13,2015,11,1,0,1,0,0,0,2015-03-23 through 2015-03-29
10723,28,14,2015,17,4,0,4,0,0,4,2015-03-30 through 2015-04-05
10800,28,15,2015,15,2,0,2,0,0,1,2015-04-06 through 2015-04-12
10875,28,16,2015,5,1,0,1,0,0,1,2015-04-13 through 2015-04-19
10958,28,2,2015,10,1,0,1,0,0,1,2015-01-05 through 2015-01-11
11033,28,3,2015,17,3,0,3,0,0,1,2015-01-12 through 2015-01-18
11102,28,4,2015,11,0,0,0,0,0,0,2015-01-19 through 2015-01-25
11164,28,5,2015,16,5,0,5,0,0,3,2015-01-26 through 2015-02-01
11286,28,6,2015,11,4,0,4,0,0,1,2015-02-02 through 2015-02-08
11357,28,7,2015,17,2,0,3,0,0,1,2015-02-09 through 2015-02-15
11419,28,8,2015,16,3,0,3,0,0,1,2015-02-16 through 2015-02-22
11497,28,9,2015,10,3,0,3,0,0,1,2015-02-23 through 2015-03-01
