row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
18,81,1,2012,1,1,0,1,0,0,0,2012-12-31 through 2013-01-06
79,81,26,2012,1,0,0,0,0,0,0,2012-06-25 through 2012-07-01
195,81,27,2012,18,4,0,13,0,0,3,2012-07-02 through 2012-07-08
234,81,28,2012,16,5,0,5,0,1,2,2012-07-09 through 2012-07-15
307,81,29,2012,25,12,0,19,0,3,2,2012-07-16 through 2012-07-22
402,81,30,2012,17,2,0,2,0,0,1,2012-07-23 through 2012-07-29
467,81,31,2012,19,3,0,4,0,0,1,2012-07-30 through 2012-08-05
560,81,32,2012,24,6,0,9,0,2,1,2012-08-06 through 2012-08-12
633,81,33,2012,24,8,0,11,0,0,4,2012-08-13 through 2012-08-19
706,81,34,2012,13,6,0,7,0,3,0,2012-08-20 through 2012-08-26
787,81,35,2012,18,5,0,6,0,1,1,2012-08-27 through 2012-09-02
872,81,36,2012,21,4,0,6,0,1,1,2012-09-03 through 2012-09-09
955,81,37,2012,14,3,0,4,0,1,1,2012-09-10 through 2012-09-16
1020,81,38,2012,15,7,0,15,0,1,4,2012-09-17 through 2012-09-23
1087,81,39,2012,17,7,0,11,0,0,1,2012-09-24 through 2012-09-30
1190,81,40,2012,17,3,0,3,0,0,2,2012-10-01 through 2012-10-07
1275,81,41,2012,22,5,0,8,0,0,3,2012-10-08 through 2012-10-14
1328,81,42,2012,20,7,0,12,0,0,2,2012-10-15 through 2012-10-21
1437,81,43,2012,14,5,0,10,0,0,3,2012-10-22 through 2012-10-28
1520,81,44,2012,16,4,0,9,0,0,1,2012-10-29 through 2012-11-04
1605,81,45,2012,15,7,0,11,0,1,4,2012-11-05 through 2012-11-11
1676,81,46,2012,10,4,0,4,0,1,2,2012-11-12 through 2012-11-18
1689,81,47,2012,15,6,0,9,0,1,0,2012-11-19 through 2012-11-25
1802,81,48,2012,16,6,0,8,0,0,2,2012-11-26 through 2012-12-02
1889,81,49,2012,9,2,0,3,0,0,0,2012-12-03 through 2012-12-09
1928,81,50,2012,16,5,0,6,0,1,2,2012-12-10 through 2012-12-16
2001,81,51,2012,17,5,0,8,0,0,4,2012-12-17 through 2012-12-23
2094,81,52,2012,18,5,0,11,0,0,1,2012-12-24 through 2012-12-30
2183,81,1,2013,12,3,0,3,0,1,1,2012-12-31 through 2013-01-06
2187,81,1,2013,8,1,0,2,0,0,0,2013-12-30 through 2014-01-05
2337,81,10,2013,22,5,0,7,0,0,3,2013-03-04 through 2013-03-10
2408,81,11,2013,15,2,0,3,0,0,1,2013-03-11 through 2013-03-17
2493,81,12,2013,20,6,0,10,0,1,3,2013-03-18 through 2013-03-24
2586,81,13,2013,15,3,0,4,0,0,1,2013-03-25 through 2013-03-31
2655,81,14,2013,13,2,0,3,0,0,1,2013-04-01 through 2013-04-07
2736,81,15,2013,26,10,0,15,0,0,2,2013-04-08 through 2013-04-14
2807,81,16,2013,22,8,0,12,0,0,2,2013-04-15 through 2013-04-21
2902,81,17,2013,17,6,0,6,0,3,1,2013-04-22 through 2013-04-28
2939,81,18,2013,22,9,0,13,0,0,2,2013-04-29 through 2013-05-05
3056,81,19,2013,13,6,0,9,0,0,2,2013-05-06 through 2013-05-12
3117,81,2,2013,11,2,0,3,0,0,1,2013-01-07 through 2013-01-13
3164,81,20,2013,18,6,0,6,0,0,3,2013-05-13 through 2013-05-19
3249,81,21,2013,21,7,0,7,0,0,4,2013-05-20 through 2013-05-26
3354,81,22,2013,24,5,0,7,0,1,2,2013-05-27 through 2013-06-02
3439,81,23,2013,17,6,0,7,0,1,2,2013-06-03 through 2013-06-09
3466,81,24,2013,14,5,0,12,0,0,2,2013-06-10 through 2013-06-16
3585,81,25,2013,24,4,0,4,0,1,3,2013-06-17 through 2013-06-23
3656,81,26,2013,20,6,0,9,0,2,0,2013-06-24 through 2013-06-30
3703,81,27,2013,13,3,0,3,0,1,2,2013-07-01 through 2013-07-07
3804,81,28,2013,16,3,0,5,0,1,0,2013-07-08 through 2013-07-14
3879,81,29,2013,21,5,0,7,0,0,1,2013-07-15 through 2013-07-21
3952,81,3,2013,8,0,0,0,0,0,0,2013-01-14 through 2013-01-20
4017,81,30,2013,22,6,0,10,0,0,2,2013-07-22 through 2013-07-28
4078,81,31,2013,15,5,0,5,0,0,1,2013-07-29 through 2013-08-04
4161,81,32,2013,20,5,0,8,0,1,1,2013-08-05 through 2013-08-11
4242,81,33,2013,7,3,0,4,0,0,0,2013-08-12 through 2013-08-18
4351,81,34,2013,14,7,0,12,0,2,1,2013-08-19 through 2013-08-25
4404,81,35,2013,22,8,0,15,0,0,1,2013-08-26 through 2013-09-01
4491,81,36,2013,23,8,0,8,0,3,3,2013-09-02 through 2013-09-08
4578,81,37,2013,21,9,0,57,0,3,4,2013-09-09 through 2013-09-15
4655,81,38,2013,21,3,0,6,0,0,1,2013-09-16 through 2013-09-22
4714,81,39,2013,9,3,0,3,0,1,2,2013-09-23 through 2013-09-29
4773,81,4,2013,15,4,0,6,0,0,3,2013-01-21 through 2013-01-27
4860,81,40,2013,21,5,0,6,0,2,1,2013-09-30 through 2013-10-06
4927,81,41,2013,22,10,0,12,0,1,4,2013-10-07 through 2013-10-13
5012,81,42,2013,22,7,0,8,0,1,1,2013-10-14 through 2013-10-20
5115,81,43,2013,19,2,0,2,0,0,1,2013-10-21 through 2013-10-27
5194,81,44,2013,21,8,0,11,0,2,2,2013-10-28 through 2013-11-03
5253,81,45,2013,23,5,0,7,0,2,0,2013-11-04 through 2013-11-10
5318,81,46,2013,12,5,0,6,0,2,0,2013-11-11 through 2013-11-17
5427,81,47,2013,18,4,0,9,0,0,1,2013-11-18 through 2013-11-24
5496,81,48,2013,23,10,0,15,0,0,3,2013-11-25 through 2013-12-01
5547,81,49,2013,19,7,0,9,0,1,3,2013-12-02 through 2013-12-08
5618,81,5,2013,14,4,0,6,0,0,1,2013-01-28 through 2013-02-03
5695,81,50,2013,18,5,0,5,0,0,4,2013-12-09 through 2013-12-15
5794,81,51,2013,18,4,0,5,0,0,0,2013-12-16 through 2013-12-22
5871,81,52,2013,17,1,0,1,0,0,0,2013-12-23 through 2013-12-29
5948,81,6,2013,19,4,0,4,0,0,3,2013-02-04 through 2013-02-10
6013,81,7,2013,12,2,0,2,0,0,1,2013-02-11 through 2013-02-17
6078,81,8,2013,12,5,0,7,0,0,2,2013-02-18 through 2013-02-24
6167,81,9,2013,15,4,0,4,0,0,2,2013-02-25 through 2013-03-03
6278,81,1,2014,9,0,0,0,0,0,0,2013-12-30 through 2014-01-05
6296,81,1,2014,8,0,0,0,0,0,0,2014-12-29 through 2015-01-04
6406,81,10,2014,13,1,0,2,0,0,0,2014-03-03 through 2014-03-09
6489,81,11,2014,23,8,0,9,0,0,6,2014-03-10 through 2014-03-16
6540,81,12,2014,18,8,0,13,0,2,3,2014-03-17 through 2014-03-23
6623,81,13,2014,18,3,0,3,0,0,2,2014-03-24 through 2014-03-30
6708,81,14,2014,13,3,0,5,0,0,0,2014-03-31 through 2014-04-06
6773,81,15,2014,28,11,0,15,0,2,0,2014-04-07 through 2014-04-13
6866,81,16,2014,24,4,0,4,0,0,1,2014-04-14 through 2014-04-20
6929,81,17,2014,18,6,0,7,0,0,1,2014-04-21 through 2014-04-27
7002,81,18,2014,16,3,0,8,0,0,4,2014-04-28 through 2014-05-04
7103,81,19,2014,14,2,0,2,0,0,1,2014-05-05 through 2014-05-11
7176,81,2,2014,20,6,0,8,0,0,3,2014-01-06 through 2014-01-12
7233,81,20,2014,23,4,0,7,0,0,1,2014-05-12 through 2014-05-18
7314,81,21,2014,26,8,0,11,0,1,2,2014-05-19 through 2014-05-25
7405,81,22,2014,17,1,0,1,0,0,1,2014-05-26 through 2014-06-01
7476,81,23,2014,18,9,0,15,0,0,4,2014-06-02 through 2014-06-08
7557,81,24,2014,20,9,1,11,1,2,3,2014-06-09 through 2014-06-15
7620,81,25,2014,22,9,0,12,0,2,3,2014-06-16 through 2014-06-22
7701,81,26,2014,19,8,0,11,0,2,2,2014-06-23 through 2014-06-29
7772,81,27,2014,18,3,0,3,0,1,1,2014-06-30 through 2014-07-06
7863,81,28,2014,8,1,0,1,0,0,0,2014-07-07 through 2014-07-13
7940,81,29,2014,19,5,0,5,0,2,3,2014-07-14 through 2014-07-20
8003,81,3,2014,19,7,0,7,0,0,1,2014-01-13 through 2014-01-19
8086,81,30,2014,19,8,0,11,0,3,1,2014-07-21 through 2014-07-27
8157,81,31,2014,18,4,0,5,0,0,1,2014-07-28 through 2014-08-03
8266,81,32,2014,21,5,0,6,0,3,1,2014-08-04 through 2014-08-10
8343,81,33,2014,21,8,0,11,0,2,1,2014-08-11 through 2014-08-17
8421,81,34,2014,20,9,0,9,0,2,3,2014-08-18 through 2014-08-24
8511,81,35,2014,22,12,0,14,0,2,4,2014-08-25 through 2014-08-31
8584,81,36,2014,16,6,0,9,0,0,2,2014-09-01 through 2014-09-07
8657,81,37,2014,13,1,0,1,0,0,0,2014-09-08 through 2014-09-14
8729,81,38,2014,18,8,0,24,0,0,5,2014-09-15 through 2014-09-21
8817,81,39,2014,12,6,0,7,0,3,2,2014-09-22 through 2014-09-28
8893,81,4,2014,11,4,0,7,0,1,1,2014-01-20 through 2014-01-26
8986,81,40,2014,15,7,0,14,0,3,3,2014-09-29 through 2014-10-05
9061,81,41,2014,15,9,0,9,0,2,2,2014-10-06 through 2014-10-12
9144,81,42,2014,17,7,0,8,0,0,4,2014-10-13 through 2014-10-19
9224,81,43,2014,21,7,0,7,0,0,3,2014-10-20 through 2014-10-26
9305,81,44,2014,27,8,0,25,0,1,3,2014-10-27 through 2014-11-02
9386,81,45,2014,18,6,0,8,0,1,1,2014-11-03 through 2014-11-09
9439,81,46,2014,12,6,0,7,0,3,2,2014-11-10 through 2014-11-16
9469,81,47,2014,27,6,0,8,0,2,2,2014-11-17 through 2014-11-23
9547,81,48,2014,14,2,0,3,0,0,1,2014-11-24 through 2014-11-30
9633,81,49,2014,17,4,0,5,0,0,2,2014-12-01 through 2014-12-07
9715,81,5,2014,21,8,0,9,0,1,4,2014-01-27 through 2014-02-02
9795,81,50,2014,24,9,0,14,0,2,2,2014-12-08 through 2014-12-14
9869,81,51,2014,24,9,0,10,0,0,3,2014-12-15 through 2014-12-21
9971,81,52,2014,13,4,0,8,0,0,0,2014-12-22 through 2014-12-28
10007,81,6,2014,18,3,0,5,0,0,1,2014-02-03 through 2014-02-09
10098,81,7,2014,21,3,0,4,0,0,0,2014-02-10 through 2014-02-16
10189,81,8,2014,24,4,0,4,0,0,1,2014-02-17 through 2014-02-23
10272,81,9,2014,20,5,0,5,0,0,1,2014-02-24 through 2014-03-02
10346,81,1,2015,8,3,0,3,0,0,1,2014-12-29 through 2015-01-04
10428,81,10,2015,32,4,0,5,0,0,0,2015-03-02 through 2015-03-08
10504,81,11,2015,15,3,0,4,0,0,0,2015-03-09 through 2015-03-15
10585,81,12,2015,23,8,0,13,0,1,3,2015-03-16 through 2015-03-22
10656,81,13,2015,23,8,0,9,0,0,2,2015-03-23 through 2015-03-29
10744,81,14,2015,26,5,0,5,0,0,3,2015-03-30 through 2015-04-05
10819,81,15,2015,13,6,0,11,0,0,0,2015-04-06 through 2015-04-12
10905,81,16,2015,4,0,0,0,0,0,0,2015-04-13 through 2015-04-19
