row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
3598,108,25,2013,72,12,0,15,0,4,2,2013-06-17 through 2013-06-23
3672,108,26,2013,86,19,0,31,0,1,1,2013-06-24 through 2013-06-30
3751,108,27,2013,71,12,0,14,0,1,3,2013-07-01 through 2013-07-07
3828,108,28,2013,74,11,0,13,0,3,2,2013-07-08 through 2013-07-14
3906,108,29,2013,87,16,0,20,0,2,1,2013-07-15 through 2013-07-21
3982,108,3,2013,73,9,0,13,0,1,2,2013-01-14 through 2013-01-20
4062,108,30,2013,78,14,0,20,0,1,1,2013-07-22 through 2013-07-28
4135,108,31,2013,72,17,0,27,0,2,3,2013-07-29 through 2013-08-04
4215,108,32,2013,89,18,1,27,2,4,4,2013-08-05 through 2013-08-11
4292,108,33,2013,70,13,0,15,0,2,1,2013-08-12 through 2013-08-18
4368,108,34,2013,78,17,0,34,0,3,2,2013-08-19 through 2013-08-25
4447,108,35,2013,63,9,0,15,0,1,0,2013-08-26 through 2013-09-01
4523,108,36,2013,74,14,1,16,1,1,4,2013-09-02 through 2013-09-08
4596,108,37,2013,67,18,0,24,0,2,6,2013-09-09 through 2013-09-15
4673,108,38,2013,91,21,1,25,1,2,9,2013-09-16 through 2013-09-22
4749,108,39,2013,88,20,2,27,2,2,7,2013-09-23 through 2013-09-29
4828,108,4,2013,93,14,0,21,0,1,3,2013-01-21 through 2013-01-27
4903,108,40,2013,81,11,0,12,0,2,4,2013-09-30 through 2013-10-06
4984,108,41,2013,75,15,0,23,0,1,3,2013-10-07 through 2013-10-13
5061,108,42,2013,80,21,0,31,0,1,6,2013-10-14 through 2013-10-20
5134,108,43,2013,93,17,0,21,0,1,7,2013-10-21 through 2013-10-27
5213,108,44,2013,92,20,0,24,0,0,4,2013-10-28 through 2013-11-03
5290,108,45,2013,74,12,0,17,0,3,1,2013-11-04 through 2013-11-10
5367,108,46,2013,83,13,0,20,0,1,1,2013-11-11 through 2013-11-17
5444,108,47,2013,91,18,0,28,0,3,4,2013-11-18 through 2013-11-24
5522,108,48,2013,74,12,0,14,0,0,5,2013-11-25 through 2013-12-01
5600,108,49,2013,76,13,0,14,0,1,5,2013-12-02 through 2013-12-08
5677,108,5,2013,77,16,0,19,0,3,2,2013-01-28 through 2013-02-03
5752,108,50,2013,98,15,0,22,0,1,3,2013-12-09 through 2013-12-15
5831,108,51,2013,99,16,1,18,2,2,5,2013-12-16 through 2013-12-22
5905,108,52,2013,45,14,0,22,0,1,3,2013-12-23 through 2013-12-29
5984,108,6,2013,72,8,0,10,0,0,1,2013-02-04 through 2013-02-10
6058,108,7,2013,75,13,0,25,0,1,5,2013-02-11 through 2013-02-17
6136,108,8,2013,72,9,0,11,0,0,3,2013-02-18 through 2013-02-24
6215,108,9,2013,78,9,0,14,0,0,3,2013-02-25 through 2013-03-03
6338,108,1,2014,44,4,0,6,0,0,0,2013-12-30 through 2014-01-05
6339,108,1,2014,25,2,0,2,0,0,0,2014-12-29 through 2015-01-04
6391,108,10,2014,75,18,1,27,1,1,8,2014-03-03 through 2014-03-09
6516,108,11,2014,58,7,0,8,0,1,0,2014-03-10 through 2014-03-16
6573,108,12,2014,95,18,0,25,0,2,2,2014-03-17 through 2014-03-23
6674,108,13,2014,85,12,0,15,0,1,2,2014-03-24 through 2014-03-30
6754,108,14,2014,88,14,0,18,0,2,4,2014-03-31 through 2014-04-06
6823,108,15,2014,88,17,0,24,0,1,3,2014-04-07 through 2014-04-13
6891,108,16,2014,65,15,0,17,0,3,2,2014-04-14 through 2014-04-20
6948,108,17,2014,83,22,0,27,0,4,3,2014-04-21 through 2014-04-27
7051,108,18,2014,95,16,0,35,0,1,2,2014-04-28 through 2014-05-04
7137,108,19,2014,91,15,0,19,0,2,4,2014-05-05 through 2014-05-11
7203,108,2,2014,98,21,0,35,0,1,7,2014-01-06 through 2014-01-12
7240,108,20,2014,89,17,0,20,0,3,2,2014-05-12 through 2014-05-18
7325,108,21,2014,97,17,0,18,0,2,2,2014-05-19 through 2014-05-25
7461,108,22,2014,79,13,0,18,0,2,0,2014-05-26 through 2014-06-01
7512,108,23,2014,103,23,0,29,0,7,4,2014-06-02 through 2014-06-08
7598,108,24,2014,79,12,0,14,0,3,1,2014-06-09 through 2014-06-15
7656,108,25,2014,93,19,0,24,0,3,1,2014-06-16 through 2014-06-22
7720,108,26,2014,100,15,0,18,0,5,1,2014-06-23 through 2014-06-29
7846,108,27,2014,74,19,0,22,0,2,1,2014-06-30 through 2014-07-06
7920,108,28,2014,77,16,0,23,0,2,3,2014-07-07 through 2014-07-13
7939,108,29,2014,82,22,0,40,0,3,1,2014-07-14 through 2014-07-20
8051,108,3,2014,80,19,0,24,0,2,1,2014-01-13 through 2014-01-19
8130,108,30,2014,76,16,0,23,0,6,3,2014-07-21 through 2014-07-27
8209,108,31,2014,89,17,0,24,0,5,1,2014-07-28 through 2014-08-03
8287,108,32,2014,85,16,0,22,0,3,3,2014-08-04 through 2014-08-10
8366,108,33,2014,87,22,0,27,0,5,3,2014-08-11 through 2014-08-17
8442,108,34,2014,65,11,0,18,0,2,0,2014-08-18 through 2014-08-24
8518,108,35,2014,89,14,0,20,0,1,3,2014-08-25 through 2014-08-31
8591,108,36,2014,75,17,0,20,0,3,0,2014-09-01 through 2014-09-07
8663,108,37,2014,93,14,0,18,0,3,0,2014-09-08 through 2014-09-14
8743,108,38,2014,102,21,0,24,0,4,6,2014-09-15 through 2014-09-21
8814,108,39,2014,75,12,0,19,0,0,3,2014-09-22 through 2014-09-28
8891,108,4,2014,96,13,0,15,0,1,3,2014-01-20 through 2014-01-26
8974,108,40,2014,107,23,0,33,0,2,6,2014-09-29 through 2014-10-05
9050,108,41,2014,69,10,1,10,1,2,3,2014-10-06 through 2014-10-12
9129,108,42,2014,88,24,0,29,0,5,5,2014-10-13 through 2014-10-19
9203,108,43,2014,97,20,0,25,0,3,5,2014-10-20 through 2014-10-26
9284,108,44,2014,92,26,0,41,0,1,3,2014-10-27 through 2014-11-02
9363,108,45,2014,89,17,0,24,0,1,5,2014-11-03 through 2014-11-09
9441,108,46,2014,76,17,0,24,0,2,3,2014-11-10 through 2014-11-16
9516,108,47,2014,81,7,0,7,0,1,3,2014-11-17 through 2014-11-23
9593,108,48,2014,86,16,0,20,0,1,6,2014-11-24 through 2014-11-30
9674,108,49,2014,84,20,0,23,0,1,6,2014-12-01 through 2014-12-07
9751,108,5,2014,95,14,0,17,0,0,2,2014-01-27 through 2014-02-02
9827,108,50,2014,88,15,0,19,0,1,4,2014-12-08 through 2014-12-14
9900,108,51,2014,108,20,0,36,0,1,3,2014-12-15 through 2014-12-21
9979,108,52,2014,83,19,0,24,0,1,5,2014-12-22 through 2014-12-28
10058,108,6,2014,100,13,0,18,0,0,6,2014-02-03 through 2014-02-09
10135,108,7,2014,91,13,0,16,0,3,2,2014-02-10 through 2014-02-16
10210,108,8,2014,87,12,0,14,0,1,3,2014-02-17 through 2014-02-23
10289,108,9,2014,75,13,0,17,0,1,4,2014-02-24 through 2014-03-02
10329,108,1,2015,37,9,0,12,0,0,1,2014-12-29 through 2015-01-04
10407,108,10,2015,100,12,0,18,0,0,1,2015-03-02 through 2015-03-08
10510,108,11,2015,79,10,0,10,0,1,1,2015-03-09 through 2015-03-15
10587,108,12,2015,93,17,0,21,0,3,4,2015-03-16 through 2015-03-22
10648,108,13,2015,82,15,0,19,0,0,1,2015-03-23 through 2015-03-29
10769,108,14,2015,74,14,0,17,0,3,3,2015-03-30 through 2015-04-05
10824,108,15,2015,51,9,0,10,0,0,2,2015-04-06 through 2015-04-12
10923,108,16,2015,21,3,0,3,0,0,1,2015-04-13 through 2015-04-19
10979,108,2,2015,81,12,0,19,0,0,4,2015-01-05 through 2015-01-11
11052,108,3,2015,78,14,0,23,0,0,4,2015-01-12 through 2015-01-18
11117,108,4,2015,76,6,0,6,0,0,4,2015-01-19 through 2015-01-25
11210,108,5,2015,61,4,0,4,0,0,2,2015-01-26 through 2015-02-01
11279,108,6,2015,88,13,0,14,0,1,2,2015-02-02 through 2015-02-08
11363,108,7,2015,93,11,0,25,0,0,3,2015-02-09 through 2015-02-15
11436,108,8,2015,93,16,0,24,0,0,1,2015-02-16 through 2015-02-22
11511,108,9,2015,72,13,0,14,0,1,3,2015-02-23 through 2015-03-01
