row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
45,108,1,2012,9,2,0,4,0,0,0,2012-12-31 through 2013-01-06
132,108,26,2012,9,1,0,1,0,0,0,2012-06-25 through 2012-07-01
202,108,27,2012,76,17,0,23,0,2,3,2012-07-02 through 2012-07-08
281,108,28,2012,65,13,0,16,0,3,2,2012-07-09 through 2012-07-15
358,108,29,2012,71,14,1,14,1,4,2,2012-07-16 through 2012-07-22
439,108,30,2012,65,16,0,20,0,1,2,2012-07-23 through 2012-07-29
516,108,31,2012,74,15,0,20,0,3,1,2012-07-30 through 2012-08-05
593,108,32,2012,71,13,0,19,0,1,5,2012-08-06 through 2012-08-12
670,108,33,2012,68,8,0,11,0,1,2,2012-08-13 through 2012-08-19
747,108,34,2012,53,15,0,19,0,6,2,2012-08-20 through 2012-08-26
824,108,35,2012,58,10,0,15,0,1,1,2012-08-27 through 2012-09-02
901,108,36,2012,75,14,0,18,0,4,2,2012-09-03 through 2012-09-09
978,108,37,2012,85,14,0,17,0,5,2,2012-09-10 through 2012-09-16
1055,108,38,2012,61,12,0,16,0,0,2,2012-09-17 through 2012-09-23
1132,108,39,2012,82,13,0,14,0,2,6,2012-09-24 through 2012-09-30
1207,108,40,2012,74,16,0,20,0,1,4,2012-10-01 through 2012-10-07
1282,108,41,2012,65,14,0,19,0,0,6,2012-10-08 through 2012-10-14
1359,108,42,2012,75,10,0,11,0,0,4,2012-10-15 through 2012-10-21
1438,108,43,2012,55,9,0,16,0,0,1,2012-10-22 through 2012-10-28
1515,108,44,2012,72,13,0,17,0,3,4,2012-10-29 through 2012-11-04
1592,108,45,2012,77,16,0,22,0,0,7,2012-11-05 through 2012-11-11
1669,108,46,2012,89,14,0,21,0,1,1,2012-11-12 through 2012-11-18
1746,108,47,2012,83,12,0,16,0,2,2,2012-11-19 through 2012-11-25
1823,108,48,2012,55,7,0,8,0,0,1,2012-11-26 through 2012-12-02
1900,108,49,2012,86,13,0,16,0,1,2,2012-12-03 through 2012-12-09
1981,108,50,2012,72,11,0,13,0,1,7,2012-12-10 through 2012-12-16
2058,108,51,2012,84,11,0,13,0,0,4,2012-12-17 through 2012-12-23
2135,108,52,2012,88,18,0,27,0,1,6,2012-12-24 through 2012-12-30
2252,108,1,2013,52,12,0,15,0,0,3,2012-12-31 through 2013-01-06
2262,108,1,2013,23,1,0,1,0,0,0,2013-12-30 through 2014-01-05
2360,108,10,2013,85,11,0,13,0,1,2,2013-03-04 through 2013-03-10
2439,108,11,2013,81,23,1,28,1,2,7,2013-03-11 through 2013-03-17
2514,108,12,2013,80,11,0,16,0,3,4,2013-03-18 through 2013-03-24
2593,108,13,2013,86,16,1,25,1,0,6,2013-03-25 through 2013-03-31
2672,108,14,2013,79,11,0,13,0,2,1,2013-04-01 through 2013-04-07
2747,108,15,2013,84,19,0,27,0,1,4,2013-04-08 through 2013-04-14
2822,108,16,2013,80,19,0,24,0,3,2,2013-04-15 through 2013-04-21
2899,108,17,2013,73,15,0,19,0,3,4,2013-04-22 through 2013-04-28
2978,108,18,2013,74,18,0,32,0,5,4,2013-04-29 through 2013-05-05
3057,108,19,2013,85,14,0,31,0,1,2,2013-05-06 through 2013-05-12
3132,108,2,2013,80,19,0,25,0,2,7,2013-01-07 through 2013-01-13
3213,108,20,2013,84,18,0,23,0,1,7,2013-05-13 through 2013-05-19
3290,108,21,2013,91,10,0,12,0,0,3,2013-05-20 through 2013-05-26
3367,108,22,2013,85,17,0,19,0,4,3,2013-05-27 through 2013-06-02
3445,108,23,2013,83,18,0,22,0,6,1,2013-06-03 through 2013-06-09
3520,108,24,2013,82,16,0,24,0,2,1,2013-06-10 through 2013-06-16
