year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,67,2012-06-25 through 2012-07-01,11,2,0,4,0,0,0,1
2012,27,67,2012-07-02 through 2012-07-08,62,16,0,27,0,3,5,2
2012,28,67,2012-07-09 through 2012-07-15,76,23,0,31,0,5,5,3
2012,29,67,2012-07-16 through 2012-07-22,50,13,0,15,0,4,4,4
2012,30,67,2012-07-23 through 2012-07-29,70,27,0,49,0,2,7,5
2012,31,67,2012-07-30 through 2012-08-05,54,12,0,14,0,2,3,6
2012,32,67,2012-08-06 through 2012-08-12,66,20,0,24,0,7,6,7
2012,33,67,2012-08-13 through 2012-08-19,55,20,0,28,0,2,3,8
2012,34,67,2012-08-20 through 2012-08-26,40,15,0,18,0,3,3,9
2012,35,67,2012-08-27 through 2012-09-02,84,29,0,43,0,4,7,10
2012,36,67,2012-09-03 through 2012-09-09,62,25,0,41,0,4,1,11
2012,37,67,2012-09-10 through 2012-09-16,61,22,0,29,0,2,4,12
2012,38,67,2012-09-17 through 2012-09-23,42,13,0,16,0,2,6,13
2012,39,67,2012-09-24 through 2012-09-30,60,16,0,19,0,3,3,14
2012,40,67,2012-10-01 through 2012-10-07,47,18,0,31,0,2,3,15
2012,41,67,2012-10-08 through 2012-10-14,48,17,0,18,0,3,7,16
2012,42,67,2012-10-15 through 2012-10-21,50,14,0,23,0,2,3,17
2012,43,67,2012-10-22 through 2012-10-28,59,19,0,31,0,1,5,18
2012,44,67,2012-10-29 through 2012-11-04,36,8,0,9,0,1,1,19
2012,45,67,2012-11-05 through 2012-11-11,52,16,0,21,0,1,7,20
2012,46,67,2012-11-12 through 2012-11-18,56,18,0,22,0,1,7,21
2012,47,67,2012-11-19 through 2012-11-25,64,14,0,25,0,0,4,22
2012,48,67,2012-11-26 through 2012-12-02,55,19,0,23,0,2,10,23
2012,49,67,2012-12-03 through 2012-12-09,86,23,0,36,0,0,14,24
2012,50,67,2012-12-10 through 2012-12-16,63,21,1,24,2,3,4,25
2012,51,67,2012-12-17 through 2012-12-23,68,25,0,30,0,1,6,26
2012,52,67,2012-12-24 through 2012-12-30,52,16,0,26,0,1,6,27
2013,1,67,2012-12-31 through 2013-01-06,54,11,2,18,2,0,3,28
2013,2,67,2013-01-07 through 2013-01-13,64,25,0,41,0,2,10,29
2013,3,67,2013-01-14 through 2013-01-20,41,13,0,16,0,0,4,30
2013,4,67,2013-01-21 through 2013-01-27,56,14,0,25,0,1,6,31
2013,5,67,2013-01-28 through 2013-02-03,49,18,2,29,2,0,10,32
2013,6,67,2013-02-04 through 2013-02-10,47,13,0,17,0,0,7,33
2013,7,67,2013-02-11 through 2013-02-17,54,15,0,20,0,1,8,34
2013,8,67,2013-02-18 through 2013-02-24,48,10,0,19,0,0,4,35
2013,9,67,2013-02-25 through 2013-03-03,47,11,0,19,0,0,7,36
2013,10,67,2013-03-04 through 2013-03-10,60,18,0,23,0,0,9,37
2013,11,67,2013-03-11 through 2013-03-17,57,16,0,20,0,0,8,38
2013,12,67,2013-03-18 through 2013-03-24,67,20,0,25,0,1,7,39
2013,13,67,2013-03-25 through 2013-03-31,49,12,0,25,0,0,12,40
2013,14,67,2013-04-01 through 2013-04-07,59,16,1,22,1,0,5,41
2013,15,67,2013-04-08 through 2013-04-14,59,21,0,43,0,0,3,42
2013,16,67,2013-04-15 through 2013-04-21,59,22,0,32,0,1,5,43
2013,17,67,2013-04-22 through 2013-04-28,61,19,0,23,0,2,3,44
2013,18,67,2013-04-29 through 2013-05-05,53,13,0,20,0,1,2,45
2013,19,67,2013-05-06 through 2013-05-12,66,20,0,27,0,1,10,46
2013,20,67,2013-05-13 through 2013-05-19,59,15,0,18,0,1,3,47
2013,21,67,2013-05-20 through 2013-05-26,62,28,0,48,0,1,13,48
2013,22,67,2013-05-27 through 2013-06-02,71,18,0,29,0,3,3,49
2013,23,67,2013-06-03 through 2013-06-09,66,18,0,35,0,1,6,50
2013,24,67,2013-06-10 through 2013-06-16,65,19,0,27,0,4,2,51
2013,25,67,2013-06-17 through 2013-06-23,74,23,0,34,0,5,4,52
2013,26,67,2013-06-24 through 2013-06-30,71,18,0,30,0,3,0,53
2013,27,67,2013-07-01 through 2013-07-07,78,26,0,43,0,2,3,54
2013,28,67,2013-07-08 through 2013-07-14,69,15,0,26,0,2,3,55
2013,29,67,2013-07-15 through 2013-07-21,72,27,0,46,0,5,6,56
2013,30,67,2013-07-22 through 2013-07-28,70,22,1,30,1,1,7,57
2013,31,67,2013-07-29 through 2013-08-04,48,14,0,22,0,2,2,58
2013,32,67,2013-08-05 through 2013-08-11,48,15,1,21,1,2,5,59
2013,33,67,2013-08-12 through 2013-08-18,60,20,0,30,0,1,6,60
2013,34,67,2013-08-19 through 2013-08-25,78,29,1,45,1,7,2,61
2013,35,67,2013-08-26 through 2013-09-01,78,28,0,47,0,5,5,62
2013,36,67,2013-09-02 through 2013-09-08,80,27,0,49,0,2,6,63
2013,37,67,2013-09-09 through 2013-09-15,62,23,0,35,0,0,5,64
2013,38,67,2013-09-16 through 2013-09-22,66,28,0,42,0,2,9,65
2013,39,67,2013-09-23 through 2013-09-29,56,19,0,26,0,0,7,66
2013,40,67,2013-09-30 through 2013-10-06,60,16,0,20,0,1,4,67
2013,41,67,2013-10-07 through 2013-10-13,71,20,0,36,0,3,6,68
2013,42,67,2013-10-14 through 2013-10-20,61,20,0,38,0,1,5,69
2013,43,67,2013-10-21 through 2013-10-27,62,14,0,24,0,2,5,70
2013,44,67,2013-10-28 through 2013-11-03,52,15,0,23,0,1,4,71
2013,45,67,2013-11-04 through 2013-11-10,45,11,0,17,0,1,4,72
