row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
2816,41,16,2013,28,4,0,6,0,0,1,2013-04-15 through 2013-04-21
2893,41,17,2013,31,9,0,11,0,0,5,2013-04-22 through 2013-04-28
2972,41,18,2013,27,4,0,5,0,0,0,2013-04-29 through 2013-05-05
3049,41,19,2013,22,6,0,8,0,0,2,2013-05-06 through 2013-05-12
3126,41,2,2013,23,9,0,13,0,0,3,2013-01-07 through 2013-01-13
3205,41,20,2013,32,8,0,8,0,1,1,2013-05-13 through 2013-05-19
3280,41,21,2013,21,7,0,7,0,2,3,2013-05-20 through 2013-05-26
3357,41,22,2013,32,7,0,11,0,0,3,2013-05-27 through 2013-06-02
3438,41,23,2013,32,5,0,8,0,0,1,2013-06-03 through 2013-06-09
3515,41,24,2013,43,11,1,17,1,0,5,2013-06-10 through 2013-06-16
3592,41,25,2013,23,8,0,16,0,0,1,2013-06-17 through 2013-06-23
3667,41,26,2013,30,6,0,8,0,2,1,2013-06-24 through 2013-06-30
3746,41,27,2013,34,9,0,14,0,0,0,2013-07-01 through 2013-07-07
3825,41,28,2013,38,7,0,9,0,1,0,2013-07-08 through 2013-07-14
3898,41,29,2013,28,8,0,12,0,0,3,2013-07-15 through 2013-07-21
3977,41,3,2013,20,8,0,9,0,0,2,2013-01-14 through 2013-01-20
4058,41,30,2013,30,7,0,8,0,1,1,2013-07-22 through 2013-07-28
4129,41,31,2013,31,10,0,12,0,2,3,2013-07-29 through 2013-08-04
4211,41,32,2013,30,4,0,5,0,0,1,2013-08-05 through 2013-08-11
4287,41,33,2013,23,5,0,7,0,0,0,2013-08-12 through 2013-08-18
4363,41,34,2013,20,5,0,5,0,1,2,2013-08-19 through 2013-08-25
4441,41,35,2013,27,11,1,19,1,2,3,2013-08-26 through 2013-09-01
4516,41,36,2013,23,6,0,12,0,1,0,2013-09-02 through 2013-09-08
4592,41,37,2013,29,10,0,14,0,0,4,2013-09-09 through 2013-09-15
4669,41,38,2013,37,7,0,7,0,1,3,2013-09-16 through 2013-09-22
4744,41,39,2013,25,5,0,6,0,0,3,2013-09-23 through 2013-09-29
4822,41,4,2013,25,3,0,3,0,1,2,2013-01-21 through 2013-01-27
4897,41,40,2013,26,3,0,3,0,1,1,2013-09-30 through 2013-10-06
4981,41,41,2013,19,1,0,1,0,0,0,2013-10-07 through 2013-10-13
5057,41,42,2013,31,11,0,18,0,1,4,2013-10-14 through 2013-10-20
5132,41,43,2013,26,7,0,14,0,0,1,2013-10-21 through 2013-10-27
5206,41,44,2013,28,15,0,19,0,1,6,2013-10-28 through 2013-11-03
5286,41,45,2013,31,8,1,10,1,0,5,2013-11-04 through 2013-11-10
5362,41,46,2013,29,6,0,7,0,0,4,2013-11-11 through 2013-11-17
5440,41,47,2013,27,12,1,17,1,0,7,2013-11-18 through 2013-11-24
5517,41,48,2013,32,5,0,7,0,0,1,2013-11-25 through 2013-12-01
5596,41,49,2013,23,5,0,7,0,0,3,2013-12-02 through 2013-12-08
5669,41,5,2013,22,6,0,8,0,0,3,2013-01-28 through 2013-02-03
5749,41,50,2013,38,11,0,16,0,0,9,2013-12-09 through 2013-12-15
5824,41,51,2013,46,8,0,10,0,0,3,2013-12-16 through 2013-12-22
5901,41,52,2013,21,6,0,6,0,0,4,2013-12-23 through 2013-12-29
5980,41,6,2013,28,8,0,15,0,0,3,2013-02-04 through 2013-02-10
6053,41,7,2013,25,4,0,4,0,0,3,2013-02-11 through 2013-02-17
6130,41,8,2013,20,5,0,8,0,1,2,2013-02-18 through 2013-02-24
6207,41,9,2013,18,5,0,7,0,1,0,2013-02-25 through 2013-03-03
6321,41,1,2014,9,0,0,0,0,0,0,2014-12-29 through 2015-01-04
6335,41,1,2014,6,2,0,4,0,0,0,2013-12-30 through 2014-01-05
6439,41,10,2014,33,6,0,10,0,0,1,2014-03-03 through 2014-03-09
6504,41,11,2014,13,3,0,5,0,0,2,2014-03-10 through 2014-03-16
6553,41,12,2014,20,4,0,5,0,0,2,2014-03-17 through 2014-03-23
6646,41,13,2014,26,4,0,15,0,0,0,2014-03-24 through 2014-03-30
6759,41,14,2014,27,5,0,6,0,0,2,2014-03-31 through 2014-04-06
6846,41,15,2014,28,2,0,3,0,0,1,2014-04-07 through 2014-04-13
6897,41,16,2014,30,8,0,10,0,0,3,2014-04-14 through 2014-04-20
6986,41,17,2014,15,4,0,5,0,0,1,2014-04-21 through 2014-04-27
7053,41,18,2014,26,10,0,16,0,2,1,2014-04-28 through 2014-05-04
7132,41,19,2014,28,11,0,14,0,0,4,2014-05-05 through 2014-05-11
7192,41,2,2014,25,12,0,15,0,0,4,2014-01-06 through 2014-01-12
7281,41,20,2014,23,5,0,6,0,1,0,2014-05-12 through 2014-05-18
7354,41,21,2014,23,4,0,6,0,2,1,2014-05-19 through 2014-05-25
7398,41,22,2014,33,5,0,5,0,0,1,2014-05-26 through 2014-06-01
7523,41,23,2014,35,8,0,16,0,0,1,2014-06-02 through 2014-06-08
7578,41,24,2014,20,4,0,4,0,1,1,2014-06-09 through 2014-06-15
7640,41,25,2014,32,8,0,11,0,0,3,2014-06-16 through 2014-06-22
7715,41,26,2014,37,15,0,16,0,1,3,2014-06-23 through 2014-06-29
7798,41,27,2014,32,11,0,21,0,1,3,2014-06-30 through 2014-07-06
7862,41,28,2014,28,5,0,9,0,1,1,2014-07-07 through 2014-07-13
7975,41,29,2014,25,7,0,16,0,0,0,2014-07-14 through 2014-07-20
8047,41,3,2014,24,8,0,11,0,1,4,2014-01-13 through 2014-01-19
8149,41,30,2014,28,7,0,7,0,0,2,2014-07-21 through 2014-07-27
8215,41,31,2014,30,5,0,5,0,0,0,2014-07-28 through 2014-08-03
8286,41,32,2014,34,9,0,10,0,0,2,2014-08-04 through 2014-08-10
8324,41,33,2014,29,3,0,4,0,1,0,2014-08-11 through 2014-08-17
8436,41,34,2014,30,9,0,11,0,1,1,2014-08-18 through 2014-08-24
8513,41,35,2014,28,3,0,3,0,0,1,2014-08-25 through 2014-08-31
8572,41,36,2014,32,7,1,9,1,2,1,2014-09-01 through 2014-09-07
8631,41,37,2014,39,10,0,19,0,1,2,2014-09-08 through 2014-09-14
8716,41,38,2014,35,6,1,15,1,1,0,2014-09-15 through 2014-09-21
8800,41,39,2014,33,12,0,17,0,1,3,2014-09-22 through 2014-09-28
8870,41,4,2014,28,5,0,7,0,0,1,2014-01-20 through 2014-01-26
8940,41,40,2014,26,7,0,7,0,0,4,2014-09-29 through 2014-10-05
9055,41,41,2014,33,11,0,13,0,2,5,2014-10-06 through 2014-10-12
9149,41,42,2014,19,6,0,10,0,0,1,2014-10-13 through 2014-10-19
9221,41,43,2014,27,5,0,10,0,1,2,2014-10-20 through 2014-10-26
9294,41,44,2014,31,6,0,6,0,1,2,2014-10-27 through 2014-11-02
9361,41,45,2014,21,1,0,4,0,0,0,2014-11-03 through 2014-11-09
9399,41,46,2014,27,5,0,9,0,0,0,2014-11-10 through 2014-11-16
9513,41,47,2014,36,8,0,10,0,0,3,2014-11-17 through 2014-11-23
9584,41,48,2014,14,1,0,1,0,0,1,2014-11-24 through 2014-11-30
9644,41,49,2014,41,8,0,13,0,2,2,2014-12-01 through 2014-12-07
9749,41,5,2014,30,6,0,11,0,0,0,2014-01-27 through 2014-02-02
9797,41,50,2014,24,4,0,4,0,0,2,2014-12-08 through 2014-12-14
9880,41,51,2014,30,5,0,6,0,0,4,2014-12-15 through 2014-12-21
9953,41,52,2014,35,10,0,10,0,0,6,2014-12-22 through 2014-12-28
10047,41,6,2014,36,4,0,7,0,1,2,2014-02-03 through 2014-02-09
10091,41,7,2014,44,9,0,13,0,0,5,2014-02-10 through 2014-02-16
10197,41,8,2014,22,2,0,2,0,0,1,2014-02-17 through 2014-02-23
10310,41,9,2014,21,4,0,6,0,0,0,2014-02-24 through 2014-03-02
10317,41,1,2015,15,1,0,1,0,0,0,2014-12-29 through 2015-01-04
10418,41,10,2015,39,4,0,4,0,0,2,2015-03-02 through 2015-03-08
10490,41,11,2015,30,9,0,11,0,0,7,2015-03-09 through 2015-03-15
10551,41,12,2015,30,3,0,7,0,0,0,2015-03-16 through 2015-03-22
10622,41,13,2015,25,7,0,8,0,1,2,2015-03-23 through 2015-03-29
10763,41,14,2015,22,3,0,4,0,0,1,2015-03-30 through 2015-04-05
10838,41,15,2015,20,2,0,2,0,1,0,2015-04-06 through 2015-04-12
10901,41,16,2015,11,3,0,3,0,0,1,2015-04-13 through 2015-04-19
11001,41,2,2015,32,7,1,7,1,0,2,2015-01-05 through 2015-01-11
11024,41,3,2015,45,11,0,13,0,1,3,2015-01-12 through 2015-01-18
11084,41,4,2015,24,4,0,4,0,1,1,2015-01-19 through 2015-01-25
11212,41,5,2015,23,8,0,14,0,0,3,2015-01-26 through 2015-02-01
11248,41,6,2015,21,4,0,5,0,0,3,2015-02-02 through 2015-02-08
11364,41,7,2015,24,3,0,4,0,0,2,2015-02-09 through 2015-02-15
11462,41,8,2015,25,0,0,0,0,0,0,2015-02-16 through 2015-02-22
11529,41,9,2015,14,2,0,3,0,0,0,2015-02-23 through 2015-03-01
