row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
25,114,1,2012,12,2,0,2,0,0,2,2012-12-31 through 2013-01-06
94,114,26,2012,10,2,0,5,0,0,0,2012-06-25 through 2012-07-01
168,114,27,2012,68,16,0,22,0,1,5,2012-07-02 through 2012-07-08
245,114,28,2012,68,18,0,26,0,1,9,2012-07-09 through 2012-07-15
322,114,29,2012,77,14,0,18,0,1,2,2012-07-16 through 2012-07-22
403,114,30,2012,54,5,0,8,0,0,2,2012-07-23 through 2012-07-29
480,114,31,2012,69,18,0,22,0,2,9,2012-07-30 through 2012-08-05
557,114,32,2012,75,12,0,24,0,2,3,2012-08-06 through 2012-08-12
634,114,33,2012,66,19,0,27,0,1,6,2012-08-13 through 2012-08-19
709,114,34,2012,48,10,1,12,1,2,2,2012-08-20 through 2012-08-26
786,114,35,2012,56,10,0,11,0,0,3,2012-08-27 through 2012-09-02
863,114,36,2012,75,21,0,28,0,0,5,2012-09-03 through 2012-09-09
940,114,37,2012,63,12,1,14,1,5,5,2012-09-10 through 2012-09-16
1017,114,38,2012,64,16,0,22,0,5,6,2012-09-17 through 2012-09-23
1094,114,39,2012,61,11,0,13,0,2,6,2012-09-24 through 2012-09-30
1171,114,40,2012,68,13,0,17,0,1,5,2012-10-01 through 2012-10-07
1250,114,41,2012,62,16,0,17,0,4,7,2012-10-08 through 2012-10-14
1327,114,42,2012,71,17,0,27,0,3,5,2012-10-15 through 2012-10-21
1406,114,43,2012,60,13,0,22,0,2,3,2012-10-22 through 2012-10-28
1483,114,44,2012,73,15,0,18,0,2,5,2012-10-29 through 2012-11-04
1560,114,45,2012,67,18,0,23,0,0,9,2012-11-05 through 2012-11-11
1637,114,46,2012,59,13,0,13,0,1,5,2012-11-12 through 2012-11-18
1714,114,47,2012,73,19,0,23,0,4,1,2012-11-19 through 2012-11-25
