row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
1791,114,48,2012,61,8,0,9,0,3,2,2012-11-26 through 2012-12-02
1868,114,49,2012,73,16,0,20,0,2,4,2012-12-03 through 2012-12-09
1949,114,50,2012,70,18,0,25,0,2,5,2012-12-10 through 2012-12-16
2026,114,51,2012,68,18,0,26,0,0,6,2012-12-17 through 2012-12-23
2103,114,52,2012,47,8,0,12,0,0,1,2012-12-24 through 2012-12-30
2188,114,1,2013,46,5,0,6,0,0,1,2012-12-31 through 2013-01-06
2194,114,1,2013,14,2,0,3,0,2,1,2013-12-30 through 2014-01-05
2322,114,10,2013,65,10,0,14,0,4,2,2013-03-04 through 2013-03-10
2397,114,11,2013,80,16,0,19,0,5,3,2013-03-11 through 2013-03-17
2476,114,12,2013,79,12,0,15,0,1,5,2013-03-18 through 2013-03-24
2555,114,13,2013,63,10,0,12,0,1,5,2013-03-25 through 2013-03-31
2630,114,14,2013,60,9,0,13,0,3,2,2013-04-01 through 2013-04-07
2707,114,15,2013,54,9,0,9,0,2,3,2013-04-08 through 2013-04-14
2784,114,16,2013,40,8,0,12,0,1,2,2013-04-15 through 2013-04-21
2861,114,17,2013,58,9,0,10,0,2,0,2013-04-22 through 2013-04-28
2936,114,18,2013,77,19,0,22,0,2,6,2013-04-29 through 2013-05-05
3017,114,19,2013,61,18,0,27,0,2,6,2013-05-06 through 2013-05-12
3094,114,2,2013,46,11,0,13,0,0,9,2013-01-07 through 2013-01-13
3175,114,20,2013,83,17,1,19,1,4,2,2013-05-13 through 2013-05-19
3248,114,21,2013,61,14,0,15,0,1,3,2013-05-20 through 2013-05-26
3325,114,22,2013,73,12,0,13,0,4,2,2013-05-27 through 2013-06-02
3402,114,23,2013,64,14,0,17,0,4,6,2013-06-03 through 2013-06-09
3481,114,24,2013,60,10,0,10,0,4,1,2013-06-10 through 2013-06-16
3558,114,25,2013,73,16,0,24,0,1,4,2013-06-17 through 2013-06-23
3635,114,26,2013,52,11,0,15,0,3,3,2013-06-24 through 2013-06-30
3712,114,27,2013,75,9,0,12,0,1,4,2013-07-01 through 2013-07-07
3789,114,28,2013,75,13,0,22,0,1,4,2013-07-08 through 2013-07-14
3866,114,29,2013,69,10,0,12,0,0,4,2013-07-15 through 2013-07-21
3945,114,3,2013,67,13,0,15,0,3,4,2013-01-14 through 2013-01-20
4024,114,30,2013,73,13,0,14,0,1,5,2013-07-22 through 2013-07-28
4101,114,31,2013,65,12,0,13,0,2,4,2013-07-29 through 2013-08-04
4180,114,32,2013,51,13,0,18,0,2,1,2013-08-05 through 2013-08-11
4255,114,33,2013,66,11,0,23,0,1,5,2013-08-12 through 2013-08-18
4332,114,34,2013,69,19,0,21,0,3,2,2013-08-19 through 2013-08-25
4411,114,35,2013,58,13,0,16,0,4,1,2013-08-26 through 2013-09-01
4486,114,36,2013,62,14,0,18,0,2,3,2013-09-02 through 2013-09-08
4565,114,37,2013,77,18,1,24,2,1,7,2013-09-09 through 2013-09-15
4642,114,38,2013,55,18,0,23,0,6,3,2013-09-16 through 2013-09-22
4719,114,39,2013,68,14,0,18,0,2,5,2013-09-23 through 2013-09-29
4792,114,4,2013,75,15,0,24,0,2,4,2013-01-21 through 2013-01-27
4871,114,40,2013,57,12,0,12,0,2,6,2013-09-30 through 2013-10-06
4958,114,41,2013,69,14,0,19,0,1,8,2013-10-07 through 2013-10-13
5037,114,42,2013,57,13,0,14,0,3,4,2013-10-14 through 2013-10-20
5116,114,43,2013,69,14,0,23,0,2,2,2013-10-21 through 2013-10-27
5187,114,44,2013,60,12,0,17,0,1,0,2013-10-28 through 2013-11-03
5232,114,45,2013,69,12,0,17,0,2,7,2013-11-04 through 2013-11-10
5341,114,46,2013,66,8,0,8,0,1,5,2013-11-11 through 2013-11-17
5420,114,47,2013,66,16,0,20,0,2,3,2013-11-18 through 2013-11-24
5535,114,48,2013,63,14,0,15,0,1,7,2013-11-25 through 2013-12-01
5576,114,49,2013,64,11,0,14,0,0,5,2013-12-02 through 2013-12-08
5653,114,5,2013,57,14,0,16,0,7,5,2013-01-28 through 2013-02-03
5730,114,50,2013,79,12,0,15,0,1,6,2013-12-09 through 2013-12-15
5810,114,51,2013,85,16,1,22,1,2,5,2013-12-16 through 2013-12-22
5887,114,52,2013,49,6,0,7,0,0,4,2013-12-23 through 2013-12-29
5963,114,6,2013,63,8,1,10,1,1,6,2013-02-04 through 2013-02-10
6038,114,7,2013,57,16,0,22,0,3,8,2013-02-11 through 2013-02-17
6116,114,8,2013,68,13,1,15,1,1,6,2013-02-18 through 2013-02-24
6164,114,9,2013,58,15,0,16,0,3,4,2013-02-25 through 2013-03-03
6295,114,1,2014,40,6,0,6,0,1,2,2013-12-30 through 2014-01-05
6297,114,1,2014,29,4,0,5,0,1,1,2014-12-29 through 2015-01-04
6421,114,10,2014,58,7,0,10,0,1,6,2014-03-03 through 2014-03-09
6495,114,11,2014,55,4,0,4,0,0,1,2014-03-10 through 2014-03-16
6571,114,12,2014,74,16,0,21,0,4,9,2014-03-17 through 2014-03-23
6650,114,13,2014,67,16,0,19,0,3,8,2014-03-24 through 2014-03-30
6725,114,14,2014,61,16,1,16,4,3,2,2014-03-31 through 2014-04-06
6798,114,15,2014,70,20,0,25,0,2,8,2014-04-07 through 2014-04-13
6876,114,16,2014,73,6,0,7,0,1,3,2014-04-14 through 2014-04-20
6961,114,17,2014,63,13,1,18,1,1,4,2014-04-21 through 2014-04-27
7031,114,18,2014,68,21,0,30,0,3,5,2014-04-28 through 2014-05-04
7108,114,19,2014,62,14,0,21,0,3,2,2014-05-05 through 2014-05-11
7186,114,2,2014,58,8,0,9,0,1,3,2014-01-06 through 2014-01-12
7268,114,20,2014,56,9,0,9,0,1,3,2014-05-12 through 2014-05-18
7339,114,21,2014,56,7,0,10,0,1,3,2014-05-19 through 2014-05-25
7417,114,22,2014,76,11,1,14,1,2,2,2014-05-26 through 2014-06-01
7493,114,23,2014,72,17,0,22,0,4,2,2014-06-02 through 2014-06-08
7567,114,24,2014,73,15,0,25,0,2,4,2014-06-09 through 2014-06-15
7646,114,25,2014,83,20,0,22,0,4,5,2014-06-16 through 2014-06-22
7729,114,26,2014,76,8,0,24,0,1,20,2014-06-23 through 2014-06-29
7802,114,27,2014,55,15,0,19,0,5,1,2014-06-30 through 2014-07-06
7881,114,28,2014,68,21,0,23,0,6,6,2014-07-07 through 2014-07-13
7955,114,29,2014,69,13,0,16,0,5,3,2014-07-14 through 2014-07-20
8034,114,3,2014,68,16,0,16,0,3,8,2014-01-13 through 2014-01-19
8109,114,30,2014,52,9,1,16,1,2,3,2014-07-21 through 2014-07-27
8187,114,31,2014,51,12,0,14,0,3,1,2014-07-28 through 2014-08-03
8259,114,32,2014,53,12,0,14,0,2,4,2014-08-04 through 2014-08-10
8339,114,33,2014,63,10,0,13,0,4,2,2014-08-11 through 2014-08-17
8417,114,34,2014,69,15,0,18,0,4,3,2014-08-18 through 2014-08-24
8495,114,35,2014,58,14,0,18,0,4,2,2014-08-25 through 2014-08-31
8570,114,36,2014,68,13,0,20,0,2,2,2014-09-01 through 2014-09-07
8644,114,37,2014,49,7,0,7,0,2,1,2014-09-08 through 2014-09-14
8725,114,38,2014,83,15,0,19,0,1,7,2014-09-15 through 2014-09-21
8798,114,39,2014,67,11,0,20,0,1,2,2014-09-22 through 2014-09-28
8874,114,4,2014,70,14,0,15,0,1,6,2014-01-20 through 2014-01-26
8955,114,40,2014,68,20,0,24,0,3,6,2014-09-29 through 2014-10-05
9030,114,41,2014,65,13,0,20,0,3,3,2014-10-06 through 2014-10-12
9111,114,42,2014,69,13,0,15,0,2,4,2014-10-13 through 2014-10-19
9188,114,43,2014,72,13,0,16,0,1,6,2014-10-20 through 2014-10-26
9272,114,44,2014,89,13,1,26,1,2,5,2014-10-27 through 2014-11-02
9362,114,45,2014,63,9,0,9,0,1,3,2014-11-03 through 2014-11-09
9424,114,46,2014,70,10,0,12,0,0,3,2014-11-10 through 2014-11-16
9498,114,47,2014,70,14,0,17,0,2,3,2014-11-17 through 2014-11-23
9567,114,48,2014,54,13,0,17,0,1,7,2014-11-24 through 2014-11-30
9625,114,49,2014,78,9,0,9,0,2,0,2014-12-01 through 2014-12-07
9731,114,5,2014,55,9,0,10,0,0,4,2014-01-27 through 2014-02-02
9803,114,50,2014,76,9,0,12,0,0,5,2014-12-08 through 2014-12-14
9875,114,51,2014,61,11,0,12,0,2,3,2014-12-15 through 2014-12-21
9941,114,52,2014,65,12,0,15,0,2,7,2014-12-22 through 2014-12-28
10035,114,6,2014,69,9,0,10,0,0,4,2014-02-03 through 2014-02-09
10150,114,7,2014,74,6,0,9,0,1,1,2014-02-10 through 2014-02-16
10217,114,8,2014,72,14,0,17,0,1,6,2014-02-17 through 2014-02-23
10279,114,9,2014,63,13,0,17,0,0,2,2014-02-24 through 2014-03-02
10332,114,1,2015,33,5,0,9,0,0,2,2014-12-29 through 2015-01-04
10411,114,10,2015,83,13,0,17,0,0,6,2015-03-02 through 2015-03-08
10487,114,11,2015,68,9,0,11,0,0,4,2015-03-09 through 2015-03-15
10563,114,12,2015,63,9,0,10,0,0,3,2015-03-16 through 2015-03-22
10646,114,13,2015,63,7,0,10,0,2,2,2015-03-23 through 2015-03-29
10719,114,14,2015,58,8,0,11,0,0,2,2015-03-30 through 2015-04-05
10797,114,15,2015,54,10,0,13,0,2,1,2015-04-06 through 2015-04-12
10871,114,16,2015,19,5,0,5,0,2,1,2015-04-13 through 2015-04-19
10952,114,2,2015,70,10,0,14,0,1,3,2015-01-05 through 2015-01-11
11031,114,3,2015,77,14,1,21,1,2,7,2015-01-12 through 2015-01-18
11101,114,4,2015,74,10,0,13,0,1,0,2015-01-19 through 2015-01-25
11189,114,5,2015,37,7,0,8,0,0,4,2015-01-26 through 2015-02-01
11243,114,6,2015,73,11,0,13,0,1,3,2015-02-02 through 2015-02-08
11383,114,7,2015,47,7,0,9,0,1,3,2015-02-09 through 2015-02-15
11445,114,8,2015,76,6,0,10,0,0,2,2015-02-16 through 2015-02-22
11498,114,9,2015,44,8,0,14,0,0,2,2015-02-23 through 2015-03-01
