row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
70,17,1,2012,4,0,0,0,0,0,0,2012-12-31 through 2013-01-06
144,17,26,2012,12,1,0,1,0,0,1,2012-06-25 through 2012-07-01
219,17,27,2012,54,8,0,9,0,2,3,2012-07-02 through 2012-07-08
296,17,28,2012,61,8,0,10,0,2,5,2012-07-09 through 2012-07-15
372,17,29,2012,68,7,0,9,0,1,3,2012-07-16 through 2012-07-22
451,17,30,2012,71,5,0,7,0,1,3,2012-07-23 through 2012-07-29
528,17,31,2012,74,8,0,12,0,1,1,2012-07-30 through 2012-08-05
605,17,32,2012,58,10,0,10,0,0,5,2012-08-06 through 2012-08-12
682,17,33,2012,65,4,0,4,0,1,3,2012-08-13 through 2012-08-19
759,17,34,2012,58,11,0,11,0,1,6,2012-08-20 through 2012-08-26
836,17,35,2012,61,7,0,11,0,1,4,2012-08-27 through 2012-09-02
912,17,36,2012,54,6,0,6,0,2,3,2012-09-03 through 2012-09-09
989,17,37,2012,65,14,0,18,0,3,5,2012-09-10 through 2012-09-16
1066,17,38,2012,64,9,0,15,0,1,4,2012-09-17 through 2012-09-23
1143,17,39,2012,73,6,0,11,0,0,0,2012-09-24 through 2012-09-30
1219,17,40,2012,60,4,0,4,0,0,2,2012-10-01 through 2012-10-07
1298,17,41,2012,61,14,0,16,0,1,4,2012-10-08 through 2012-10-14
1375,17,42,2012,69,8,0,10,0,2,3,2012-10-15 through 2012-10-21
1453,17,43,2012,75,10,0,13,0,2,1,2012-10-22 through 2012-10-28
1530,17,44,2012,47,4,0,5,0,0,4,2012-10-29 through 2012-11-04
1607,17,45,2012,55,8,0,8,0,2,4,2012-11-05 through 2012-11-11
1684,17,46,2012,69,12,0,15,0,1,9,2012-11-12 through 2012-11-18
1760,17,47,2012,50,10,0,11,0,0,4,2012-11-19 through 2012-11-25
1837,17,48,2012,65,12,0,12,0,3,7,2012-11-26 through 2012-12-02
1914,17,49,2012,57,10,0,12,0,1,4,2012-12-03 through 2012-12-09
1993,17,50,2012,68,10,0,11,0,1,6,2012-12-10 through 2012-12-16
2070,17,51,2012,63,8,0,8,0,0,6,2012-12-17 through 2012-12-23
2147,17,52,2012,52,11,0,12,0,1,8,2012-12-24 through 2012-12-30
2291,17,1,2013,42,4,0,6,0,1,4,2012-12-31 through 2013-01-06
2293,17,1,2013,14,0,0,0,0,0,0,2013-12-30 through 2014-01-05
2373,17,10,2013,52,3,0,3,0,0,2,2013-03-04 through 2013-03-10
2451,17,11,2013,67,9,0,9,0,0,4,2013-03-11 through 2013-03-17
2528,17,12,2013,59,4,0,4,0,1,3,2013-03-18 through 2013-03-24
2605,17,13,2013,51,13,0,16,0,2,5,2013-03-25 through 2013-03-31
2682,17,14,2013,56,4,0,4,0,0,3,2013-04-01 through 2013-04-07
2759,17,15,2013,60,11,0,12,0,0,6,2013-04-08 through 2013-04-14
2836,17,16,2013,61,11,0,14,0,1,4,2013-04-15 through 2013-04-21
2911,17,17,2013,59,8,0,8,0,3,2,2013-04-22 through 2013-04-28
2989,17,18,2013,59,7,0,8,0,0,2,2013-04-29 through 2013-05-05
3066,17,19,2013,75,12,0,14,0,0,6,2013-05-06 through 2013-05-12
3144,17,2,2013,54,6,0,6,0,1,3,2013-01-07 through 2013-01-13
3220,17,20,2013,69,10,0,13,0,3,2,2013-05-13 through 2013-05-19
3297,17,21,2013,69,9,0,9,0,1,6,2013-05-20 through 2013-05-26
3375,17,22,2013,54,4,0,5,0,0,1,2013-05-27 through 2013-06-02
3452,17,23,2013,65,12,1,12,1,2,5,2013-06-03 through 2013-06-09
3529,17,24,2013,58,7,0,8,0,2,3,2013-06-10 through 2013-06-16
3607,17,25,2013,59,9,0,9,0,3,5,2013-06-17 through 2013-06-23
3683,17,26,2013,70,7,0,11,0,1,5,2013-06-24 through 2013-06-30
3761,17,27,2013,47,2,0,3,0,0,1,2013-07-01 through 2013-07-07
3836,17,28,2013,62,8,0,11,0,1,6,2013-07-08 through 2013-07-14
3913,17,29,2013,64,8,0,12,0,1,2,2013-07-15 through 2013-07-21
3990,17,3,2013,68,10,0,11,0,1,5,2013-01-14 through 2013-01-20
4069,17,30,2013,80,13,0,13,0,2,5,2013-07-22 through 2013-07-28
4144,17,31,2013,61,11,0,15,0,2,2,2013-07-29 through 2013-08-04
4223,17,32,2013,61,6,0,11,0,1,1,2013-08-05 through 2013-08-11
4300,17,33,2013,89,10,0,10,0,2,4,2013-08-12 through 2013-08-18
4376,17,34,2013,81,12,0,13,0,0,8,2013-08-19 through 2013-08-25
4453,17,35,2013,63,6,0,6,0,0,2,2013-08-26 through 2013-09-01
4530,17,36,2013,49,8,0,11,0,4,3,2013-09-02 through 2013-09-08
4607,17,37,2013,73,13,0,16,0,2,3,2013-09-09 through 2013-09-15
4683,17,38,2013,68,10,0,12,0,1,7,2013-09-16 through 2013-09-22
4758,17,39,2013,76,10,0,13,0,0,4,2013-09-23 through 2013-09-29
4836,17,4,2013,68,9,0,9,0,1,6,2013-01-21 through 2013-01-27
4914,17,40,2013,85,12,0,18,0,0,7,2013-09-30 through 2013-10-06
4993,17,41,2013,65,9,0,9,0,0,4,2013-10-07 through 2013-10-13
5070,17,42,2013,63,11,0,11,0,5,5,2013-10-14 through 2013-10-20
5147,17,43,2013,72,8,0,9,0,0,3,2013-10-21 through 2013-10-27
5223,17,44,2013,56,7,0,7,0,3,1,2013-10-28 through 2013-11-03
5299,17,45,2013,68,8,0,9,0,3,2,2013-11-04 through 2013-11-10
5376,17,46,2013,63,10,0,14,0,2,3,2013-11-11 through 2013-11-17
5454,17,47,2013,60,10,0,10,0,2,7,2013-11-18 through 2013-11-24
5531,17,48,2013,64,15,0,22,0,0,8,2013-11-25 through 2013-12-01
5609,17,49,2013,67,12,0,12,0,2,8,2013-12-02 through 2013-12-08
5685,17,5,2013,50,8,0,9,0,0,4,2013-01-28 through 2013-02-03
5762,17,50,2013,66,11,0,13,0,0,5,2013-12-09 through 2013-12-15
5843,17,51,2013,70,12,1,13,1,1,7,2013-12-16 through 2013-12-22
5918,17,52,2013,36,3,0,3,0,0,2,2013-12-23 through 2013-12-29
5994,17,6,2013,56,5,0,5,0,0,3,2013-02-04 through 2013-02-10
6068,17,7,2013,62,6,0,8,0,1,3,2013-02-11 through 2013-02-17
6146,17,8,2013,56,6,0,6,0,1,5,2013-02-18 through 2013-02-24
6226,17,9,2013,50,6,0,8,0,1,3,2013-02-25 through 2013-03-03
6364,17,1,2014,26,3,0,3,0,0,3,2013-12-30 through 2014-01-05
6365,17,1,2014,21,2,0,2,0,0,1,2014-12-29 through 2015-01-04
6450,17,10,2014,45,4,0,7,0,1,1,2014-03-03 through 2014-03-09
6527,17,11,2014,57,6,0,6,0,2,4,2014-03-10 through 2014-03-16
6602,17,12,2014,56,4,0,6,0,0,1,2014-03-17 through 2014-03-23
6683,17,13,2014,51,12,0,14,0,1,6,2014-03-24 through 2014-03-30
6760,17,14,2014,58,11,0,11,0,1,6,2014-03-31 through 2014-04-06
6838,17,15,2014,62,7,0,8,0,0,4,2014-04-07 through 2014-04-13
6914,17,16,2014,53,10,0,11,0,2,2,2014-04-14 through 2014-04-20
6987,17,17,2014,66,6,0,9,0,0,4,2014-04-21 through 2014-04-27
7065,17,18,2014,69,7,0,7,0,2,3,2014-04-28 through 2014-05-04
7141,17,19,2014,65,7,0,8,0,2,1,2014-05-05 through 2014-05-11
7221,17,2,2014,51,9,0,9,0,0,5,2014-01-06 through 2014-01-12
7296,17,20,2014,79,9,0,9,0,0,9,2014-05-12 through 2014-05-18
7370,17,21,2014,71,9,0,9,0,4,3,2014-05-19 through 2014-05-25
7447,17,22,2014,61,9,0,10,0,3,3,2014-05-26 through 2014-06-01
7525,17,23,2014,60,12,0,13,0,5,3,2014-06-02 through 2014-06-08
7602,17,24,2014,64,3,0,3,0,1,2,2014-06-09 through 2014-06-15
7682,17,25,2014,54,6,0,7,0,2,1,2014-06-16 through 2014-06-22
7759,17,26,2014,69,15,0,22,0,3,6,2014-06-23 through 2014-06-29
7834,17,27,2014,50,12,0,13,0,3,5,2014-06-30 through 2014-07-06
7910,17,28,2014,68,8,0,9,0,1,4,2014-07-07 through 2014-07-13
7989,17,29,2014,71,13,0,13,0,6,4,2014-07-14 through 2014-07-20
8068,17,3,2014,63,6,0,8,0,0,4,2014-01-13 through 2014-01-19
8146,17,30,2014,74,5,0,7,0,1,1,2014-07-21 through 2014-07-27
8220,17,31,2014,63,6,0,6,0,1,1,2014-07-28 through 2014-08-03
8301,17,32,2014,75,11,0,11,0,2,3,2014-08-04 through 2014-08-10
8378,17,33,2014,53,7,0,7,0,0,3,2014-08-11 through 2014-08-17
8455,17,34,2014,63,7,0,8,0,0,4,2014-08-18 through 2014-08-24
8531,17,35,2014,50,6,0,6,0,3,2,2014-08-25 through 2014-08-31
8605,17,36,2014,54,5,0,10,0,2,0,2014-09-01 through 2014-09-07
8683,17,37,2014,60,7,0,9,0,0,3,2014-09-08 through 2014-09-14
8757,17,38,2014,62,8,0,8,0,3,2,2014-09-15 through 2014-09-21
8833,17,39,2014,88,7,0,10,0,0,1,2014-09-22 through 2014-09-28
8907,17,4,2014,62,9,0,10,0,0,4,2014-01-20 through 2014-01-26
8990,17,40,2014,61,7,0,10,0,1,0,2014-09-29 through 2014-10-05
9069,17,41,2014,77,8,0,8,0,0,5,2014-10-06 through 2014-10-12
9145,17,42,2014,51,6,0,6,0,0,4,2014-10-13 through 2014-10-19
9219,17,43,2014,76,9,0,14,0,1,7,2014-10-20 through 2014-10-26
9300,17,44,2014,69,13,0,15,0,0,5,2014-10-27 through 2014-11-02
9378,17,45,2014,61,8,0,8,0,0,4,2014-11-03 through 2014-11-09
9454,17,46,2014,67,5,0,5,0,1,1,2014-11-10 through 2014-11-16
9535,17,47,2014,72,7,0,13,0,0,3,2014-11-17 through 2014-11-23
9605,17,48,2014,40,6,0,7,0,2,2,2014-11-24 through 2014-11-30
9683,17,49,2014,83,14,0,15,0,1,7,2014-12-01 through 2014-12-07
9761,17,5,2014,59,6,0,6,0,0,4,2014-01-27 through 2014-02-02
9843,17,50,2014,76,3,0,3,0,0,2,2014-12-08 through 2014-12-14
9917,17,51,2014,56,5,0,9,0,0,0,2014-12-15 through 2014-12-21
9997,17,52,2014,43,5,0,8,0,0,3,2014-12-22 through 2014-12-28
10072,17,6,2014,39,4,0,4,0,0,4,2014-02-03 through 2014-02-09
10146,17,7,2014,43,6,0,6,0,1,4,2014-02-10 through 2014-02-16
10225,17,8,2014,65,8,0,8,0,2,5,2014-02-17 through 2014-02-23
10303,17,9,2014,49,5,0,5,0,1,2,2014-02-24 through 2014-03-02
10375,17,1,2015,20,3,0,7,0,0,0,2014-12-29 through 2015-01-04
10451,17,10,2015,51,8,1,10,1,0,6,2015-03-02 through 2015-03-08
10528,17,11,2015,70,6,0,6,0,1,3,2015-03-09 through 2015-03-15
10601,17,12,2015,65,6,0,6,0,0,1,2015-03-16 through 2015-03-22
10681,17,13,2015,67,10,0,14,0,1,6,2015-03-23 through 2015-03-29
10753,17,14,2015,61,6,0,7,0,2,0,2015-03-30 through 2015-04-05
10836,17,15,2015,50,2,0,4,0,0,1,2015-04-06 through 2015-04-12
10908,17,16,2015,13,0,0,0,0,0,0,2015-04-13 through 2015-04-19
10989,17,2,2015,52,2,1,2,1,0,3,2015-01-05 through 2015-01-11
11071,17,3,2015,61,10,0,12,0,0,7,2015-01-12 through 2015-01-18
11137,17,4,2015,54,7,0,7,0,1,3,2015-01-19 through 2015-01-25
11224,17,5,2015,36,5,0,5,0,1,2,2015-01-26 through 2015-02-01
11305,17,6,2015,42,3,0,4,0,0,2,2015-02-02 through 2015-02-08
11378,17,7,2015,60,9,0,9,0,1,4,2015-02-09 through 2015-02-15
11454,17,8,2015,41,7,0,7,0,2,4,2015-02-16 through 2015-02-22
11531,17,9,2015,41,7,0,8,0,0,3,2015-02-23 through 2015-03-01
