row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
50,9,1,2012,8,0,0,0,0,0,0,2012-12-31 through 2013-01-06
81,9,26,2012,10,3,0,9,0,2,4,2012-06-25 through 2012-07-01
175,9,27,2012,47,5,0,5,0,0,2,2012-07-02 through 2012-07-08
256,9,28,2012,39,4,0,4,0,2,1,2012-07-09 through 2012-07-15
345,9,29,2012,38,5,0,5,0,2,0,2012-07-16 through 2012-07-22
436,9,30,2012,31,5,0,7,0,1,2,2012-07-23 through 2012-07-29
511,9,31,2012,33,4,0,4,0,2,1,2012-07-30 through 2012-08-05
590,9,32,2012,38,6,0,6,0,3,2,2012-08-06 through 2012-08-12
669,9,33,2012,43,11,0,18,0,2,8,2012-08-13 through 2012-08-19
746,9,34,2012,27,2,0,2,0,0,1,2012-08-20 through 2012-08-26
825,9,35,2012,31,6,0,7,0,2,2,2012-08-27 through 2012-09-02
906,9,36,2012,38,7,0,7,0,2,4,2012-09-03 through 2012-09-09
981,9,37,2012,28,5,0,5,0,1,2,2012-09-10 through 2012-09-16
1000,9,38,2012,46,12,0,15,0,4,5,2012-09-17 through 2012-09-23
1137,9,39,2012,33,5,0,5,0,3,2,2012-09-24 through 2012-09-30
1220,9,40,2012,34,9,0,9,0,1,7,2012-10-01 through 2012-10-07
1277,9,41,2012,36,4,0,4,0,1,2,2012-10-08 through 2012-10-14
1310,9,42,2012,35,2,0,2,0,0,1,2012-10-15 through 2012-10-21
1395,9,43,2012,34,4,0,4,0,4,0,2012-10-22 through 2012-10-28
1468,9,44,2012,16,5,0,5,0,1,1,2012-10-29 through 2012-11-04
1603,9,45,2012,31,6,0,7,0,1,4,2012-11-05 through 2012-11-11
1656,9,46,2012,23,5,0,5,0,1,2,2012-11-12 through 2012-11-18
1731,9,47,2012,29,1,0,1,0,1,0,2012-11-19 through 2012-11-25
1810,9,48,2012,36,9,0,10,0,2,6,2012-11-26 through 2012-12-02
1857,9,49,2012,30,5,0,5,0,0,3,2012-12-03 through 2012-12-09
1980,9,50,2012,41,9,0,9,0,1,5,2012-12-10 through 2012-12-16
2029,9,51,2012,21,5,0,5,0,0,3,2012-12-17 through 2012-12-23
2118,9,52,2012,22,4,0,4,0,2,1,2012-12-24 through 2012-12-30
2171,9,1,2013,6,2,0,5,0,0,1,2013-12-30 through 2014-01-05
2249,9,1,2013,22,6,0,6,0,3,3,2012-12-31 through 2013-01-06
2349,9,10,2013,37,9,0,9,0,2,5,2013-03-04 through 2013-03-10
2440,9,11,2013,30,6,0,7,0,0,5,2013-03-11 through 2013-03-17
2521,9,12,2013,35,9,0,9,0,1,7,2013-03-18 through 2013-03-24
2598,9,13,2013,32,9,0,14,0,3,4,2013-03-25 through 2013-03-31
2677,9,14,2013,32,4,0,8,0,1,1,2013-04-01 through 2013-04-07
2696,9,15,2013,30,3,0,3,0,1,1,2013-04-08 through 2013-04-14
2769,9,16,2013,36,10,0,10,0,4,4,2013-04-15 through 2013-04-21
2846,9,17,2013,34,7,0,7,0,1,5,2013-04-22 through 2013-04-28
2923,9,18,2013,35,7,0,7,0,1,3,2013-04-29 through 2013-05-05
3010,9,19,2013,31,8,0,12,0,3,3,2013-05-06 through 2013-05-12
3097,9,2,2013,26,2,0,2,0,0,2,2013-01-07 through 2013-01-13
3154,9,20,2013,41,8,0,10,0,4,1,2013-05-13 through 2013-05-19
