row_number,precinct,week,year,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,label
3261,9,21,2013,40,8,0,9,0,4,4,2013-05-20 through 2013-05-26
3326,9,22,2013,35,5,0,5,0,0,3,2013-05-27 through 2013-06-02
3415,9,23,2013,26,7,0,8,0,2,0,2013-06-03 through 2013-06-09
3498,9,24,2013,22,7,0,7,0,3,1,2013-06-10 through 2013-06-16
3581,9,25,2013,38,9,0,13,0,1,9,2013-06-17 through 2013-06-23
3668,9,26,2013,37,7,0,7,0,3,3,2013-06-24 through 2013-06-30
3727,9,27,2013,25,6,0,8,0,2,3,2013-07-01 through 2013-07-07
3778,9,28,2013,37,8,0,8,0,3,3,2013-07-08 through 2013-07-14
3897,9,29,2013,27,9,0,10,0,5,2,2013-07-15 through 2013-07-21
3950,9,3,2013,31,3,0,4,0,0,2,2013-01-14 through 2013-01-20
4007,9,30,2013,33,9,0,9,0,3,2,2013-07-22 through 2013-07-28
4116,9,31,2013,36,10,0,10,0,4,4,2013-07-29 through 2013-08-04
4199,9,32,2013,34,12,0,14,0,3,3,2013-08-05 through 2013-08-11
4276,9,33,2013,23,3,0,4,0,2,0,2013-08-12 through 2013-08-18
4345,9,34,2013,35,9,0,9,0,3,4,2013-08-19 through 2013-08-25
4430,9,35,2013,22,6,0,6,0,0,3,2013-08-26 through 2013-09-01
4483,9,36,2013,35,6,0,6,0,2,3,2013-09-02 through 2013-09-08
4544,9,37,2013,32,7,0,7,0,3,2,2013-09-09 through 2013-09-15
4649,9,38,2013,39,5,0,5,0,2,1,2013-09-16 through 2013-09-22
4710,9,39,2013,29,6,0,6,0,1,2,2013-09-23 through 2013-09-29
4813,9,4,2013,34,7,0,8,0,2,4,2013-01-21 through 2013-01-27
4854,9,40,2013,35,7,0,9,0,2,3,2013-09-30 through 2013-10-06
4963,9,41,2013,35,5,0,6,0,1,3,2013-10-07 through 2013-10-13
5040,9,42,2013,34,9,0,9,0,4,5,2013-10-14 through 2013-10-20
5109,9,43,2013,34,9,0,9,0,4,2,2013-10-21 through 2013-10-27
5158,9,44,2013,38,9,0,11,0,5,2,2013-10-28 through 2013-11-03
5239,9,45,2013,23,6,0,6,0,4,2,2013-11-04 through 2013-11-10
5326,9,46,2013,33,7,0,12,0,0,4,2013-11-11 through 2013-11-17
5403,9,47,2013,24,6,0,7,0,2,2,2013-11-18 through 2013-11-24
5474,9,48,2013,16,5,0,5,0,1,1,2013-11-25 through 2013-12-01
5575,9,49,2013,31,5,0,7,0,1,2,2013-12-02 through 2013-12-08
5628,9,5,2013,27,4,0,4,0,2,2,2013-01-28 through 2013-02-03
5721,9,50,2013,29,4,0,4,0,1,2,2013-12-09 through 2013-12-15
5792,9,51,2013,19,3,0,3,0,0,2,2013-12-16 through 2013-12-22
5847,9,52,2013,17,2,0,2,0,0,1,2013-12-23 through 2013-12-29
5924,9,6,2013,27,6,0,6,0,1,4,2013-02-04 through 2013-02-10
6023,9,7,2013,24,5,0,5,0,2,2,2013-02-11 through 2013-02-17
6094,9,8,2013,21,6,0,6,0,1,5,2013-02-18 through 2013-02-24
6189,9,9,2013,25,4,0,4,0,2,1,2013-02-25 through 2013-03-03
6264,9,1,2014,6,0,0,0,0,0,0,2014-12-29 through 2015-01-04
6286,9,1,2014,18,4,0,4,0,0,4,2013-12-30 through 2014-01-05
6390,9,10,2014,17,4,0,4,0,1,1,2014-03-03 through 2014-03-09
6471,9,11,2014,22,7,0,7,0,3,2,2014-03-10 through 2014-03-16
6560,9,12,2014,35,7,0,7,0,3,3,2014-03-17 through 2014-03-23
6619,9,13,2014,22,3,0,8,0,0,1,2014-03-24 through 2014-03-30
6714,9,14,2014,29,3,0,3,0,0,2,2014-03-31 through 2014-04-06
6781,9,15,2014,25,7,0,8,0,4,2,2014-04-07 through 2014-04-13
6856,9,16,2014,40,5,0,5,0,3,1,2014-04-14 through 2014-04-20
6925,9,17,2014,35,4,0,5,0,2,0,2014-04-21 through 2014-04-27
7004,9,18,2014,34,5,0,5,0,1,1,2014-04-28 through 2014-05-04
7101,9,19,2014,38,7,0,9,0,3,1,2014-05-05 through 2014-05-11
7178,9,2,2014,25,6,0,7,0,0,5,2014-01-06 through 2014-01-12
7253,9,20,2014,32,4,0,4,0,2,0,2014-05-12 through 2014-05-18
7320,9,21,2014,24,8,0,9,0,2,6,2014-05-19 through 2014-05-25
7403,9,22,2014,25,3,0,3,0,2,1,2014-05-26 through 2014-06-01
7478,9,23,2014,30,5,0,5,0,2,0,2014-06-02 through 2014-06-08
7559,9,24,2014,36,4,0,4,0,1,2,2014-06-09 through 2014-06-15
7634,9,25,2014,32,11,0,13,0,5,4,2014-06-16 through 2014-06-22
7709,9,26,2014,32,7,0,11,0,4,2,2014-06-23 through 2014-06-29
7776,9,27,2014,31,8,0,10,0,3,3,2014-06-30 through 2014-07-06
7851,9,28,2014,28,3,0,9,0,2,1,2014-07-07 through 2014-07-13
7932,9,29,2014,34,13,0,17,0,4,3,2014-07-14 through 2014-07-20
8017,9,3,2014,37,6,0,6,0,2,3,2014-01-13 through 2014-01-19
8082,9,30,2014,32,8,0,8,0,3,3,2014-07-21 through 2014-07-27
8163,9,31,2014,39,13,0,14,0,8,5,2014-07-28 through 2014-08-03
8240,9,32,2014,28,8,0,12,0,3,2,2014-08-04 through 2014-08-10
8317,9,33,2014,26,8,0,8,0,4,3,2014-08-11 through 2014-08-17
8396,9,34,2014,31,3,0,6,0,1,0,2014-08-18 through 2014-08-24
8471,9,35,2014,30,5,0,10,0,0,2,2014-08-25 through 2014-08-31
8542,9,36,2014,32,4,0,4,0,3,0,2014-09-01 through 2014-09-07
8623,9,37,2014,20,1,0,1,0,0,1,2014-09-08 through 2014-09-14
8700,9,38,2014,26,2,0,3,0,1,2,2014-09-15 through 2014-09-21
8777,9,39,2014,22,6,0,9,0,2,2,2014-09-22 through 2014-09-28
8920,9,4,2014,25,5,0,5,0,0,4,2014-01-20 through 2014-01-26
8958,9,40,2014,34,9,0,9,0,3,4,2014-09-29 through 2014-10-05
9032,9,41,2014,31,6,0,7,0,1,3,2014-10-06 through 2014-10-12
9089,9,42,2014,27,9,0,10,0,2,6,2014-10-13 through 2014-10-19
9172,9,43,2014,34,3,0,3,0,1,1,2014-10-20 through 2014-10-26
9253,9,44,2014,36,12,0,12,0,4,8,2014-10-27 through 2014-11-02
9312,9,45,2014,26,4,0,4,0,1,2,2014-11-03 through 2014-11-09
9419,9,46,2014,25,8,0,8,0,4,2,2014-11-10 through 2014-11-16
9488,9,47,2014,21,7,0,7,0,1,5,2014-11-17 through 2014-11-23
9556,9,48,2014,16,6,0,6,0,1,4,2014-11-24 through 2014-11-30
9628,9,49,2014,36,6,0,6,0,1,3,2014-12-01 through 2014-12-07
9705,9,5,2014,27,4,0,4,0,1,3,2014-01-27 through 2014-02-02
9777,9,50,2014,28,9,0,10,0,0,4,2014-12-08 through 2014-12-14
9890,9,51,2014,28,4,0,4,0,0,2,2014-12-15 through 2014-12-21
9967,9,52,2014,23,5,0,6,0,0,1,2014-12-22 through 2014-12-28
10037,9,6,2014,22,2,0,5,0,0,2,2014-02-03 through 2014-02-09
10130,9,7,2014,32,4,0,4,0,1,3,2014-02-10 through 2014-02-16
10209,9,8,2014,24,3,0,4,0,0,1,2014-02-17 through 2014-02-23
10294,9,9,2014,26,6,0,7,0,1,3,2014-02-24 through 2014-03-02
10365,9,1,2015,13,3,0,3,0,2,1,2014-12-29 through 2015-01-04
10458,9,10,2015,30,3,0,4,0,1,1,2015-03-02 through 2015-03-08
10538,9,11,2015,29,7,0,8,0,1,4,2015-03-09 through 2015-03-15
10618,9,12,2015,18,2,0,2,0,0,1,2015-03-16 through 2015-03-22
10694,9,13,2015,21,1,0,1,0,1,0,2015-03-23 through 2015-03-29
10774,9,14,2015,28,3,0,3,0,0,1,2015-03-30 through 2015-04-05
10845,9,15,2015,20,1,0,1,0,0,0,2015-04-06 through 2015-04-12
10854,9,16,2015,10,2,0,2,0,0,0,2015-04-13 through 2015-04-19
10945,9,2,2015,26,5,0,7,0,0,0,2015-01-05 through 2015-01-11
11017,9,3,2015,29,6,0,8,0,0,3,2015-01-12 through 2015-01-18
11157,9,4,2015,20,1,0,1,0,0,1,2015-01-19 through 2015-01-25
11197,9,5,2015,24,3,0,3,0,0,2,2015-01-26 through 2015-02-01
11245,9,6,2015,28,3,0,3,0,1,1,2015-02-02 through 2015-02-08
11360,9,7,2015,28,4,0,5,0,1,1,2015-02-09 through 2015-02-15
11432,9,8,2015,30,3,0,3,0,0,2,2015-02-16 through 2015-02-22
11514,9,9,2015,20,2,0,2,0,1,1,2015-02-23 through 2015-03-01
