year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,104,2012-06-25 through 2012-07-01,4,2,0,2,0,0,0,1
2012,27,104,2012-07-02 through 2012-07-08,45,5,0,8,0,1,1,2
2012,28,104,2012-07-09 through 2012-07-15,56,8,0,10,0,1,2,3
2012,29,104,2012-07-16 through 2012-07-22,70,8,0,8,0,2,1,4
2012,30,104,2012-07-23 through 2012-07-29,71,11,0,16,0,1,4,5
2012,31,104,2012-07-30 through 2012-08-05,57,8,0,10,0,1,1,6
2012,32,104,2012-08-06 through 2012-08-12,55,8,0,14,0,1,1,7
2012,33,104,2012-08-13 through 2012-08-19,57,11,0,12,0,1,2,8
2012,34,104,2012-08-20 through 2012-08-26,55,11,0,14,0,2,0,9
2012,35,104,2012-08-27 through 2012-09-02,55,13,0,20,0,2,5,10
2012,36,104,2012-09-03 through 2012-09-09,48,15,0,19,0,5,2,11
2012,37,104,2012-09-10 through 2012-09-16,78,17,0,17,0,3,2,12
2012,38,104,2012-09-17 through 2012-09-23,62,10,0,12,0,0,4,13
2012,39,104,2012-09-24 through 2012-09-30,66,10,0,16,0,0,2,14
2012,40,104,2012-10-01 through 2012-10-07,70,16,0,17,0,2,7,15
2012,41,104,2012-10-08 through 2012-10-14,69,8,0,8,0,1,5,16
2012,42,104,2012-10-15 through 2012-10-21,73,11,0,19,0,0,7,17
2012,43,104,2012-10-22 through 2012-10-28,69,13,1,14,1,1,5,18
2012,44,104,2012-10-29 through 2012-11-04,57,10,0,14,0,0,3,19
2012,45,104,2012-11-05 through 2012-11-11,64,9,0,10,0,1,4,20
2012,46,104,2012-11-12 through 2012-11-18,56,8,0,10,0,0,2,21
2012,47,104,2012-11-19 through 2012-11-25,76,17,0,38,0,1,5,22
2012,48,104,2012-11-26 through 2012-12-02,62,13,0,17,0,1,3,23
2012,49,104,2012-12-03 through 2012-12-09,62,10,0,12,0,0,6,24
2012,50,104,2012-12-10 through 2012-12-16,77,12,0,13,0,1,5,25
2012,51,104,2012-12-17 through 2012-12-23,82,10,0,13,0,1,6,26
2012,52,104,2012-12-24 through 2012-12-30,45,11,0,13,0,0,5,27
2013,1,104,2012-12-31 through 2013-01-06,53,8,0,12,0,2,4,28
2013,2,104,2013-01-07 through 2013-01-13,65,14,1,25,1,1,5,29
2013,3,104,2013-01-14 through 2013-01-20,60,9,1,11,1,0,6,30
2013,4,104,2013-01-21 through 2013-01-27,47,8,0,8,0,0,3,31
2013,5,104,2013-01-28 through 2013-02-03,62,12,0,15,0,0,3,32
2013,6,104,2013-02-04 through 2013-02-10,73,13,0,16,0,0,4,33
2013,7,104,2013-02-11 through 2013-02-17,56,7,0,10,0,1,2,34
2013,8,104,2013-02-18 through 2013-02-24,46,8,0,11,0,2,3,35
2013,9,104,2013-02-25 through 2013-03-03,49,9,0,10,0,0,5,36
2013,10,104,2013-03-04 through 2013-03-10,84,13,0,22,0,0,1,37
2013,11,104,2013-03-11 through 2013-03-17,75,13,0,16,0,0,5,38
2013,12,104,2013-03-18 through 2013-03-24,64,8,0,10,0,0,5,39
2013,13,104,2013-03-25 through 2013-03-31,60,12,0,17,0,0,2,40
2013,14,104,2013-04-01 through 2013-04-07,67,8,0,11,0,0,4,41
2013,15,104,2013-04-08 through 2013-04-14,72,12,0,19,0,2,3,42
2013,16,104,2013-04-15 through 2013-04-21,79,14,0,20,0,0,3,43
2013,17,104,2013-04-22 through 2013-04-28,63,12,0,20,0,1,3,44
2013,18,104,2013-04-29 through 2013-05-05,70,12,0,22,0,1,2,45
2013,19,104,2013-05-06 through 2013-05-12,67,11,0,12,0,1,3,46
2013,20,104,2013-05-13 through 2013-05-19,66,7,0,11,0,0,1,47
2013,21,104,2013-05-20 through 2013-05-26,75,15,0,20,0,2,1,48
