year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,81,2012-06-25 through 2012-07-01,1,0,0,0,0,0,0,0
2012,27,81,2012-07-02 through 2012-07-08,18,4,0,13,0,0,3,1
2012,28,81,2012-07-09 through 2012-07-15,16,5,0,5,0,1,2,2
2012,29,81,2012-07-16 through 2012-07-22,25,12,0,19,0,3,2,3
2012,30,81,2012-07-23 through 2012-07-29,17,2,0,2,0,0,1,4
2012,31,81,2012-07-30 through 2012-08-05,19,3,0,4,0,0,1,5
2012,32,81,2012-08-06 through 2012-08-12,24,6,0,9,0,2,1,6
2012,33,81,2012-08-13 through 2012-08-19,24,8,0,11,0,0,4,7
2012,34,81,2012-08-20 through 2012-08-26,13,6,0,7,0,3,0,8
2012,35,81,2012-08-27 through 2012-09-02,18,5,0,6,0,1,1,9
2012,36,81,2012-09-03 through 2012-09-09,21,4,0,6,0,1,1,10
2012,37,81,2012-09-10 through 2012-09-16,14,3,0,4,0,1,1,11
2012,38,81,2012-09-17 through 2012-09-23,15,7,0,15,0,1,4,12
2012,39,81,2012-09-24 through 2012-09-30,17,7,0,11,0,0,1,13
2012,40,81,2012-10-01 through 2012-10-07,17,3,0,3,0,0,2,14
2012,41,81,2012-10-08 through 2012-10-14,22,5,0,8,0,0,3,15
2012,42,81,2012-10-15 through 2012-10-21,20,7,0,12,0,0,2,16
2012,43,81,2012-10-22 through 2012-10-28,14,5,0,10,0,0,3,17
2012,44,81,2012-10-29 through 2012-11-04,16,4,0,9,0,0,1,18
2012,45,81,2012-11-05 through 2012-11-11,15,7,0,11,0,1,4,19
2012,46,81,2012-11-12 through 2012-11-18,10,4,0,4,0,1,2,20
2012,47,81,2012-11-19 through 2012-11-25,15,6,0,9,0,1,0,21
2012,48,81,2012-11-26 through 2012-12-02,16,6,0,8,0,0,2,22
2012,49,81,2012-12-03 through 2012-12-09,9,2,0,3,0,0,0,23
2012,50,81,2012-12-10 through 2012-12-16,16,5,0,6,0,1,2,24
2012,51,81,2012-12-17 through 2012-12-23,17,5,0,8,0,0,4,25
2012,52,81,2012-12-24 through 2012-12-30,18,5,0,11,0,0,1,26
2013,1,81,2012-12-31 through 2013-01-06,13,4,0,4,0,1,1,27
2013,2,81,2013-01-07 through 2013-01-13,11,2,0,3,0,0,1,28
2013,3,81,2013-01-14 through 2013-01-20,8,0,0,0,0,0,0,29
2013,4,81,2013-01-21 through 2013-01-27,15,4,0,6,0,0,3,30
2013,5,81,2013-01-28 through 2013-02-03,14,4,0,6,0,0,1,31
2013,6,81,2013-02-04 through 2013-02-10,19,4,0,4,0,0,3,32
2013,7,81,2013-02-11 through 2013-02-17,12,2,0,2,0,0,1,33
2013,8,81,2013-02-18 through 2013-02-24,12,5,0,7,0,0,2,34
2013,9,81,2013-02-25 through 2013-03-03,15,4,0,4,0,0,2,35
2013,10,81,2013-03-04 through 2013-03-10,22,5,0,7,0,0,3,36
2013,11,81,2013-03-11 through 2013-03-17,15,2,0,3,0,0,1,37
2013,12,81,2013-03-18 through 2013-03-24,20,6,0,10,0,1,3,38
2013,13,81,2013-03-25 through 2013-03-31,15,3,0,4,0,0,1,39
2013,14,81,2013-04-01 through 2013-04-07,13,2,0,3,0,0,1,40
2013,15,81,2013-04-08 through 2013-04-14,26,10,0,15,0,0,2,41
2013,16,81,2013-04-15 through 2013-04-21,22,8,0,12,0,0,2,42
2013,17,81,2013-04-22 through 2013-04-28,17,6,0,6,0,3,1,43
2013,18,81,2013-04-29 through 2013-05-05,22,9,0,13,0,0,2,44
2013,19,81,2013-05-06 through 2013-05-12,13,6,0,9,0,0,2,45
2013,20,81,2013-05-13 through 2013-05-19,18,6,0,6,0,0,3,46
2013,21,81,2013-05-20 through 2013-05-26,21,7,0,7,0,0,4,47
2013,22,81,2013-05-27 through 2013-06-02,24,5,0,7,0,1,2,48
2013,23,81,2013-06-03 through 2013-06-09,17,6,0,7,0,1,2,49
2013,24,81,2013-06-10 through 2013-06-16,14,5,0,12,0,0,2,50
2013,25,81,2013-06-17 through 2013-06-23,24,4,0,4,0,1,3,51
2013,26,81,2013-06-24 through 2013-06-30,20,6,0,9,0,2,0,52
2013,27,81,2013-07-01 through 2013-07-07,13,3,0,3,0,1,2,53
2013,28,81,2013-07-08 through 2013-07-14,16,3,0,5,0,1,0,54
2013,29,81,2013-07-15 through 2013-07-21,21,5,0,7,0,0,1,55
2013,30,81,2013-07-22 through 2013-07-28,22,6,0,10,0,0,2,56
2013,31,81,2013-07-29 through 2013-08-04,15,5,0,5,0,0,1,57
2013,32,81,2013-08-05 through 2013-08-11,20,5,0,8,0,1,1,58
2013,33,81,2013-08-12 through 2013-08-18,7,3,0,4,0,0,0,59
2013,34,81,2013-08-19 through 2013-08-25,14,7,0,12,0,2,1,60
2013,35,81,2013-08-26 through 2013-09-01,22,8,0,15,0,0,1,61
2013,36,81,2013-09-02 through 2013-09-08,23,8,0,8,0,3,3,62
2013,37,81,2013-09-09 through 2013-09-15,21,9,0,57,0,3,4,63
2013,38,81,2013-09-16 through 2013-09-22,21,3,0,6,0,0,1,64
2013,39,81,2013-09-23 through 2013-09-29,9,3,0,3,0,1,2,65
2013,40,81,2013-09-30 through 2013-10-06,21,5,0,6,0,2,1,66
2013,41,81,2013-10-07 through 2013-10-13,22,10,0,12,0,1,4,67
2013,42,81,2013-10-14 through 2013-10-20,22,7,0,8,0,1,1,68
2013,43,81,2013-10-21 through 2013-10-27,19,2,0,2,0,0,1,69
2013,44,81,2013-10-28 through 2013-11-03,21,8,0,11,0,2,2,70
2013,45,81,2013-11-04 through 2013-11-10,23,5,0,7,0,2,0,71
2013,46,81,2013-11-11 through 2013-11-17,12,5,0,6,0,2,0,72
