year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,17,2012-06-25 through 2012-07-01,12,1,0,1,0,0,1,1
2012,27,17,2012-07-02 through 2012-07-08,54,8,0,9,0,2,3,2
2012,28,17,2012-07-09 through 2012-07-15,61,8,0,10,0,2,5,3
2012,29,17,2012-07-16 through 2012-07-22,68,7,0,9,0,1,3,4
2012,30,17,2012-07-23 through 2012-07-29,71,5,0,7,0,1,3,5
2012,31,17,2012-07-30 through 2012-08-05,74,8,0,12,0,1,1,6
2012,32,17,2012-08-06 through 2012-08-12,58,10,0,10,0,0,5,7
2012,33,17,2012-08-13 through 2012-08-19,65,4,0,4,0,1,3,8
2012,34,17,2012-08-20 through 2012-08-26,58,11,0,11,0,1,6,9
2012,35,17,2012-08-27 through 2012-09-02,61,7,0,11,0,1,4,10
2012,36,17,2012-09-03 through 2012-09-09,54,6,0,6,0,2,3,11
2012,37,17,2012-09-10 through 2012-09-16,65,14,0,18,0,3,5,12
2012,38,17,2012-09-17 through 2012-09-23,64,9,0,15,0,1,4,13
2012,39,17,2012-09-24 through 2012-09-30,73,6,0,11,0,0,0,14
2012,40,17,2012-10-01 through 2012-10-07,60,4,0,4,0,0,2,15
2012,41,17,2012-10-08 through 2012-10-14,61,14,0,16,0,1,4,16
2012,42,17,2012-10-15 through 2012-10-21,69,8,0,10,0,2,3,17
2012,43,17,2012-10-22 through 2012-10-28,75,10,0,13,0,2,1,18
2012,44,17,2012-10-29 through 2012-11-04,47,4,0,5,0,0,4,19
2012,45,17,2012-11-05 through 2012-11-11,55,8,0,8,0,2,4,20
2012,46,17,2012-11-12 through 2012-11-18,69,12,0,15,0,1,9,21
2012,47,17,2012-11-19 through 2012-11-25,50,10,0,11,0,0,4,22
2012,48,17,2012-11-26 through 2012-12-02,65,12,0,12,0,3,7,23
2012,49,17,2012-12-03 through 2012-12-09,57,10,0,12,0,1,4,24
2012,50,17,2012-12-10 through 2012-12-16,68,10,0,11,0,1,6,25
2012,51,17,2012-12-17 through 2012-12-23,63,8,0,8,0,0,6,26
2012,52,17,2012-12-24 through 2012-12-30,52,11,0,12,0,1,8,27
2013,1,17,2012-12-31 through 2013-01-06,46,4,0,6,0,1,4,28
2013,2,17,2013-01-07 through 2013-01-13,54,6,0,6,0,1,3,29
2013,3,17,2013-01-14 through 2013-01-20,68,10,0,11,0,1,5,30
2013,4,17,2013-01-21 through 2013-01-27,68,9,0,9,0,1,6,31
2013,5,17,2013-01-28 through 2013-02-03,50,8,0,9,0,0,4,32
2013,6,17,2013-02-04 through 2013-02-10,56,5,0,5,0,0,3,33
2013,7,17,2013-02-11 through 2013-02-17,62,6,0,8,0,1,3,34
2013,8,17,2013-02-18 through 2013-02-24,56,6,0,6,0,1,5,35
2013,9,17,2013-02-25 through 2013-03-03,50,6,0,8,0,1,3,36
2013,10,17,2013-03-04 through 2013-03-10,52,3,0,3,0,0,2,37
2013,11,17,2013-03-11 through 2013-03-17,67,9,0,9,0,0,4,38
2013,12,17,2013-03-18 through 2013-03-24,59,4,0,4,0,1,3,39
2013,13,17,2013-03-25 through 2013-03-31,51,13,0,16,0,2,5,40
2013,14,17,2013-04-01 through 2013-04-07,56,4,0,4,0,0,3,41
2013,15,17,2013-04-08 through 2013-04-14,60,11,0,12,0,0,6,42
2013,16,17,2013-04-15 through 2013-04-21,61,11,0,14,0,1,4,43
2013,17,17,2013-04-22 through 2013-04-28,59,8,0,8,0,3,2,44
2013,18,17,2013-04-29 through 2013-05-05,59,7,0,8,0,0,2,45
2013,19,17,2013-05-06 through 2013-05-12,75,12,0,14,0,0,6,46
2013,20,17,2013-05-13 through 2013-05-19,69,10,0,13,0,3,2,47
2013,21,17,2013-05-20 through 2013-05-26,69,9,0,9,0,1,6,48
2013,22,17,2013-05-27 through 2013-06-02,54,4,0,5,0,0,1,49
2013,23,17,2013-06-03 through 2013-06-09,65,12,1,12,1,2,5,50
2013,24,17,2013-06-10 through 2013-06-16,58,7,0,8,0,2,3,51
2013,25,17,2013-06-17 through 2013-06-23,59,9,0,9,0,3,5,52
2013,26,17,2013-06-24 through 2013-06-30,70,7,0,11,0,1,5,53
2013,27,17,2013-07-01 through 2013-07-07,47,2,0,3,0,0,1,54
2013,28,17,2013-07-08 through 2013-07-14,62,8,0,11,0,1,6,55
2013,29,17,2013-07-15 through 2013-07-21,64,8,0,12,0,1,2,56
2013,30,17,2013-07-22 through 2013-07-28,80,13,0,13,0,2,5,57
2013,31,17,2013-07-29 through 2013-08-04,61,11,0,15,0,2,2,58
2013,32,17,2013-08-05 through 2013-08-11,61,6,0,11,0,1,1,59
2013,33,17,2013-08-12 through 2013-08-18,89,10,0,10,0,2,4,60
2013,34,17,2013-08-19 through 2013-08-25,81,12,0,13,0,0,8,61
2013,35,17,2013-08-26 through 2013-09-01,63,6,0,6,0,0,2,62
2013,36,17,2013-09-02 through 2013-09-08,49,8,0,11,0,4,3,63
2013,37,17,2013-09-09 through 2013-09-15,73,13,0,16,0,2,3,64
2013,38,17,2013-09-16 through 2013-09-22,68,10,0,12,0,1,7,65
2013,39,17,2013-09-23 through 2013-09-29,76,10,0,13,0,0,4,66
2013,40,17,2013-09-30 through 2013-10-06,85,12,0,18,0,0,7,67
2013,41,17,2013-10-07 through 2013-10-13,65,9,0,9,0,0,4,68
2013,42,17,2013-10-14 through 2013-10-20,63,11,0,11,0,5,5,69
2013,43,17,2013-10-21 through 2013-10-27,72,8,0,9,0,0,3,70
2013,44,17,2013-10-28 through 2013-11-03,56,7,0,7,0,3,1,71
2013,45,17,2013-11-04 through 2013-11-10,68,8,0,9,0,3,2,72
2013,46,17,2013-11-11 through 2013-11-17,63,10,0,14,0,2,3,73
2013,47,17,2013-11-18 through 2013-11-24,60,10,0,10,0,2,7,74
2013,48,17,2013-11-25 through 2013-12-01,64,15,0,22,0,0,8,75
2013,49,17,2013-12-02 through 2013-12-08,67,12,0,12,0,2,8,76
2013,50,17,2013-12-09 through 2013-12-15,66,11,0,13,0,0,5,77
2013,51,17,2013-12-16 through 2013-12-22,70,12,1,13,1,1,7,78
2013,52,17,2013-12-23 through 2013-12-29,36,3,0,3,0,0,2,79
2014,1,17,2013-12-30 through 2014-01-05,40,3,0,3,0,0,3,80
2014,2,17,2014-01-06 through 2014-01-12,51,9,0,9,0,0,5,81
2014,3,17,2014-01-13 through 2014-01-19,63,6,0,8,0,0,4,82
2014,4,17,2014-01-20 through 2014-01-26,62,9,0,10,0,0,4,83
2014,5,17,2014-01-27 through 2014-02-02,59,6,0,6,0,0,4,84
2014,6,17,2014-02-03 through 2014-02-09,39,4,0,4,0,0,4,85
2014,7,17,2014-02-10 through 2014-02-16,43,6,0,6,0,1,4,86
2014,8,17,2014-02-17 through 2014-02-23,65,8,0,8,0,2,5,87
2014,9,17,2014-02-24 through 2014-03-02,49,5,0,5,0,1,2,88
2014,10,17,2014-03-03 through 2014-03-09,45,4,0,7,0,1,1,89
2014,11,17,2014-03-10 through 2014-03-16,57,6,0,6,0,2,4,90
2014,12,17,2014-03-17 through 2014-03-23,56,4,0,6,0,0,1,91
2014,13,17,2014-03-24 through 2014-03-30,51,12,0,14,0,1,6,92
2014,14,17,2014-03-31 through 2014-04-06,58,11,0,11,0,1,6,93
2014,15,17,2014-04-07 through 2014-04-13,62,7,0,8,0,0,4,94
2014,16,17,2014-04-14 through 2014-04-20,53,10,0,11,0,2,2,95
2014,17,17,2014-04-21 through 2014-04-27,66,6,0,9,0,0,4,96
2014,18,17,2014-04-28 through 2014-05-04,69,7,0,7,0,2,3,97
2014,19,17,2014-05-05 through 2014-05-11,65,7,0,8,0,2,1,98
2014,20,17,2014-05-12 through 2014-05-18,79,9,0,9,0,0,9,99
2014,21,17,2014-05-19 through 2014-05-25,71,9,0,9,0,4,3,100
2014,22,17,2014-05-26 through 2014-06-01,61,9,0,10,0,3,3,101
2014,23,17,2014-06-02 through 2014-06-08,60,12,0,13,0,5,3,102
2014,24,17,2014-06-09 through 2014-06-15,64,3,0,3,0,1,2,103
2014,25,17,2014-06-16 through 2014-06-22,54,6,0,7,0,2,1,104
2014,26,17,2014-06-23 through 2014-06-29,69,15,0,22,0,3,6,105
2014,27,17,2014-06-30 through 2014-07-06,50,12,0,13,0,3,5,106
2014,28,17,2014-07-07 through 2014-07-13,68,8,0,9,0,1,4,107
2014,29,17,2014-07-14 through 2014-07-20,71,13,0,13,0,6,4,108
2014,30,17,2014-07-21 through 2014-07-27,74,5,0,7,0,1,1,109
2014,31,17,2014-07-28 through 2014-08-03,63,6,0,6,0,1,1,110
2014,32,17,2014-08-04 through 2014-08-10,75,11,0,11,0,2,3,111
2014,33,17,2014-08-11 through 2014-08-17,53,7,0,7,0,0,3,112
2014,34,17,2014-08-18 through 2014-08-24,63,7,0,8,0,0,4,113
2014,35,17,2014-08-25 through 2014-08-31,50,6,0,6,0,3,2,114
2014,36,17,2014-09-01 through 2014-09-07,54,5,0,10,0,2,0,115
2014,37,17,2014-09-08 through 2014-09-14,60,7,0,9,0,0,3,116
2014,38,17,2014-09-15 through 2014-09-21,62,8,0,8,0,3,2,117
2014,39,17,2014-09-22 through 2014-09-28,88,7,0,10,0,0,1,118
2014,40,17,2014-09-29 through 2014-10-05,61,7,0,10,0,1,0,119
2014,41,17,2014-10-06 through 2014-10-12,77,8,0,8,0,0,5,120
2014,42,17,2014-10-13 through 2014-10-19,51,6,0,6,0,0,4,121
2014,43,17,2014-10-20 through 2014-10-26,76,9,0,14,0,1,7,122
2014,44,17,2014-10-27 through 2014-11-02,69,13,0,15,0,0,5,123
2014,45,17,2014-11-03 through 2014-11-09,61,8,0,8,0,0,4,124
2014,46,17,2014-11-10 through 2014-11-16,67,5,0,5,0,1,1,125
2014,47,17,2014-11-17 through 2014-11-23,72,7,0,13,0,0,3,126
2014,48,17,2014-11-24 through 2014-11-30,40,6,0,7,0,2,2,127
2014,49,17,2014-12-01 through 2014-12-07,83,14,0,15,0,1,7,128
2014,50,17,2014-12-08 through 2014-12-14,76,3,0,3,0,0,2,129
2014,51,17,2014-12-15 through 2014-12-21,56,5,0,9,0,0,0,130
2014,52,17,2014-12-22 through 2014-12-28,43,5,0,8,0,0,3,131
2015,1,17,2014-12-29 through 2015-01-04,41,5,0,9,0,0,1,132
2015,2,17,2015-01-05 through 2015-01-11,52,2,1,2,1,0,3,133
2015,3,17,2015-01-12 through 2015-01-18,61,10,0,12,0,0,7,134
2015,4,17,2015-01-19 through 2015-01-25,54,7,0,7,0,1,3,135
2015,5,17,2015-01-26 through 2015-02-01,36,5,0,5,0,1,2,136
2015,6,17,2015-02-02 through 2015-02-08,42,3,0,4,0,0,2,137
2015,7,17,2015-02-09 through 2015-02-15,60,9,0,9,0,1,4,138
2015,8,17,2015-02-16 through 2015-02-22,41,7,0,7,0,2,4,139
2015,9,17,2015-02-23 through 2015-03-01,41,7,0,8,0,0,3,140
2015,10,17,2015-03-02 through 2015-03-08,51,8,1,10,1,0,6,141
2015,11,17,2015-03-09 through 2015-03-15,70,6,0,6,0,1,3,142
2015,12,17,2015-03-16 through 2015-03-22,65,6,0,6,0,0,1,143
2015,13,17,2015-03-23 through 2015-03-29,67,10,0,14,0,1,6,144
2015,14,17,2015-03-30 through 2015-04-05,61,6,0,7,0,2,0,145
2015,15,17,2015-04-06 through 2015-04-12,50,2,0,4,0,0,1,146
2015,16,17,2015-04-13 through 2015-04-19,13,0,0,0,0,0,0,147
