year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,114,2012-06-25 through 2012-07-01,10,2,0,5,0,0,0,0
2012,27,114,2012-07-02 through 2012-07-08,68,16,0,22,0,1,5,1
2012,28,114,2012-07-09 through 2012-07-15,68,18,0,26,0,1,9,2
2012,29,114,2012-07-16 through 2012-07-22,77,14,0,18,0,1,2,3
2012,30,114,2012-07-23 through 2012-07-29,54,5,0,8,0,0,2,4
2012,31,114,2012-07-30 through 2012-08-05,69,18,0,22,0,2,9,5
2012,32,114,2012-08-06 through 2012-08-12,75,12,0,24,0,2,3,6
2012,33,114,2012-08-13 through 2012-08-19,66,19,0,27,0,1,6,7
2012,34,114,2012-08-20 through 2012-08-26,48,10,1,12,1,2,2,8
2012,35,114,2012-08-27 through 2012-09-02,56,10,0,11,0,0,3,9
2012,36,114,2012-09-03 through 2012-09-09,75,21,0,28,0,0,5,10
2012,37,114,2012-09-10 through 2012-09-16,63,12,1,14,1,5,5,11
2012,38,114,2012-09-17 through 2012-09-23,64,16,0,22,0,5,6,12
2012,39,114,2012-09-24 through 2012-09-30,61,11,0,13,0,2,6,13
2012,40,114,2012-10-01 through 2012-10-07,68,13,0,17,0,1,5,14
2012,41,114,2012-10-08 through 2012-10-14,62,16,0,17,0,4,7,15
2012,42,114,2012-10-15 through 2012-10-21,71,17,0,27,0,3,5,16
2012,43,114,2012-10-22 through 2012-10-28,60,13,0,22,0,2,3,17
2012,44,114,2012-10-29 through 2012-11-04,73,15,0,18,0,2,5,18
2012,45,114,2012-11-05 through 2012-11-11,67,18,0,23,0,0,9,19
2012,46,114,2012-11-12 through 2012-11-18,59,13,0,13,0,1,5,20
2012,47,114,2012-11-19 through 2012-11-25,73,19,0,23,0,4,1,21
2012,48,114,2012-11-26 through 2012-12-02,61,8,0,9,0,3,2,22
2012,49,114,2012-12-03 through 2012-12-09,73,16,0,20,0,2,4,23
2012,50,114,2012-12-10 through 2012-12-16,70,18,0,25,0,2,5,24
2012,51,114,2012-12-17 through 2012-12-23,68,18,0,26,0,0,6,25
2012,52,114,2012-12-24 through 2012-12-30,47,8,0,12,0,0,1,26
2013,1,114,2012-12-31 through 2013-01-06,58,7,0,8,0,0,3,27
2013,2,114,2013-01-07 through 2013-01-13,46,11,0,13,0,0,9,28
2013,3,114,2013-01-14 through 2013-01-20,67,13,0,15,0,3,4,29
2013,4,114,2013-01-21 through 2013-01-27,75,15,0,24,0,2,4,30
2013,5,114,2013-01-28 through 2013-02-03,57,14,0,16,0,7,5,31
2013,6,114,2013-02-04 through 2013-02-10,63,8,1,10,1,1,6,32
2013,7,114,2013-02-11 through 2013-02-17,57,16,0,22,0,3,8,33
2013,8,114,2013-02-18 through 2013-02-24,68,13,1,15,1,1,6,34
2013,9,114,2013-02-25 through 2013-03-03,58,15,0,16,0,3,4,35
2013,10,114,2013-03-04 through 2013-03-10,65,10,0,14,0,4,2,36
2013,11,114,2013-03-11 through 2013-03-17,80,16,0,19,0,5,3,37
2013,12,114,2013-03-18 through 2013-03-24,79,12,0,15,0,1,5,38
2013,13,114,2013-03-25 through 2013-03-31,63,10,0,12,0,1,5,39
2013,14,114,2013-04-01 through 2013-04-07,60,9,0,13,0,3,2,40
2013,15,114,2013-04-08 through 2013-04-14,54,9,0,9,0,2,3,41
2013,16,114,2013-04-15 through 2013-04-21,40,8,0,12,0,1,2,42
2013,17,114,2013-04-22 through 2013-04-28,58,9,0,10,0,2,0,43
2013,18,114,2013-04-29 through 2013-05-05,77,19,0,22,0,2,6,44
2013,19,114,2013-05-06 through 2013-05-12,61,18,0,27,0,2,6,45
2013,20,114,2013-05-13 through 2013-05-19,83,17,1,19,1,4,2,46
2013,21,114,2013-05-20 through 2013-05-26,61,14,0,15,0,1,3,47
2013,22,114,2013-05-27 through 2013-06-02,73,12,0,13,0,4,2,48
2013,23,114,2013-06-03 through 2013-06-09,64,14,0,17,0,4,6,49
2013,24,114,2013-06-10 through 2013-06-16,60,10,0,10,0,4,1,50
2013,25,114,2013-06-17 through 2013-06-23,73,16,0,24,0,1,4,51
2013,26,114,2013-06-24 through 2013-06-30,52,11,0,15,0,3,3,52
2013,27,114,2013-07-01 through 2013-07-07,75,9,0,12,0,1,4,53
2013,28,114,2013-07-08 through 2013-07-14,75,13,0,22,0,1,4,54
2013,29,114,2013-07-15 through 2013-07-21,69,10,0,12,0,0,4,55
2013,30,114,2013-07-22 through 2013-07-28,73,13,0,14,0,1,5,56
2013,31,114,2013-07-29 through 2013-08-04,65,12,0,13,0,2,4,57
2013,32,114,2013-08-05 through 2013-08-11,51,13,0,18,0,2,1,58
2013,33,114,2013-08-12 through 2013-08-18,66,11,0,23,0,1,5,59
2013,34,114,2013-08-19 through 2013-08-25,69,19,0,21,0,3,2,60
2013,35,114,2013-08-26 through 2013-09-01,58,13,0,16,0,4,1,61
2013,36,114,2013-09-02 through 2013-09-08,62,14,0,18,0,2,3,62
2013,37,114,2013-09-09 through 2013-09-15,77,18,1,24,2,1,7,63
2013,38,114,2013-09-16 through 2013-09-22,55,18,0,23,0,6,3,64
2013,39,114,2013-09-23 through 2013-09-29,68,14,0,18,0,2,5,65
2013,40,114,2013-09-30 through 2013-10-06,57,12,0,12,0,2,6,66
2013,41,114,2013-10-07 through 2013-10-13,69,14,0,19,0,1,8,67
2013,42,114,2013-10-14 through 2013-10-20,57,13,0,14,0,3,4,68
2013,43,114,2013-10-21 through 2013-10-27,69,14,0,23,0,2,2,69
2013,44,114,2013-10-28 through 2013-11-03,60,12,0,17,0,1,0,70
2013,45,114,2013-11-04 through 2013-11-10,69,12,0,17,0,2,7,71
2013,46,114,2013-11-11 through 2013-11-17,66,8,0,8,0,1,5,72
2013,47,114,2013-11-18 through 2013-11-24,66,16,0,20,0,2,3,73
2013,48,114,2013-11-25 through 2013-12-01,63,14,0,15,0,1,7,74
2013,49,114,2013-12-02 through 2013-12-08,64,11,0,14,0,0,5,75
2013,50,114,2013-12-09 through 2013-12-15,79,12,0,15,0,1,6,76
2013,51,114,2013-12-16 through 2013-12-22,85,16,1,22,1,2,5,77
2013,52,114,2013-12-23 through 2013-12-29,49,6,0,7,0,0,4,78
2014,1,114,2013-12-30 through 2014-01-05,54,8,0,9,0,3,3,79
2014,2,114,2014-01-06 through 2014-01-12,58,8,0,9,0,1,3,80
2014,3,114,2014-01-13 through 2014-01-19,68,16,0,16,0,3,8,81
2014,4,114,2014-01-20 through 2014-01-26,70,14,0,15,0,1,6,82
2014,5,114,2014-01-27 through 2014-02-02,55,9,0,10,0,0,4,83
2014,6,114,2014-02-03 through 2014-02-09,69,9,0,10,0,0,4,84
2014,7,114,2014-02-10 through 2014-02-16,74,6,0,9,0,1,1,85
2014,8,114,2014-02-17 through 2014-02-23,72,14,0,17,0,1,6,86
2014,9,114,2014-02-24 through 2014-03-02,63,13,0,17,0,0,2,87
2014,10,114,2014-03-03 through 2014-03-09,58,7,0,10,0,1,6,88
2014,11,114,2014-03-10 through 2014-03-16,55,4,0,4,0,0,1,89
2014,12,114,2014-03-17 through 2014-03-23,74,16,0,21,0,4,9,90
2014,13,114,2014-03-24 through 2014-03-30,67,16,0,19,0,3,8,91
2014,14,114,2014-03-31 through 2014-04-06,61,16,1,16,4,3,2,92
2014,15,114,2014-04-07 through 2014-04-13,70,20,0,25,0,2,8,93
2014,16,114,2014-04-14 through 2014-04-20,73,6,0,7,0,1,3,94
2014,17,114,2014-04-21 through 2014-04-27,63,13,1,18,1,1,4,95
2014,18,114,2014-04-28 through 2014-05-04,68,21,0,30,0,3,5,96
2014,19,114,2014-05-05 through 2014-05-11,62,14,0,21,0,3,2,97
2014,20,114,2014-05-12 through 2014-05-18,56,9,0,9,0,1,3,98
2014,21,114,2014-05-19 through 2014-05-25,56,7,0,10,0,1,3,99
2014,22,114,2014-05-26 through 2014-06-01,76,11,1,14,1,2,2,100
2014,23,114,2014-06-02 through 2014-06-08,72,17,0,22,0,4,2,101
2014,24,114,2014-06-09 through 2014-06-15,73,15,0,25,0,2,4,102
2014,25,114,2014-06-16 through 2014-06-22,83,20,0,22,0,4,5,103
2014,26,114,2014-06-23 through 2014-06-29,76,8,0,24,0,1,20,104
2014,27,114,2014-06-30 through 2014-07-06,55,15,0,19,0,5,1,105
2014,28,114,2014-07-07 through 2014-07-13,68,21,0,23,0,6,6,106
2014,29,114,2014-07-14 through 2014-07-20,69,13,0,16,0,5,3,107
2014,30,114,2014-07-21 through 2014-07-27,52,9,1,16,1,2,3,108
2014,31,114,2014-07-28 through 2014-08-03,51,12,0,14,0,3,1,109
2014,32,114,2014-08-04 through 2014-08-10,53,12,0,14,0,2,4,110
2014,33,114,2014-08-11 through 2014-08-17,63,10,0,13,0,4,2,111
2014,34,114,2014-08-18 through 2014-08-24,69,15,0,18,0,4,3,112
2014,35,114,2014-08-25 through 2014-08-31,58,14,0,18,0,4,2,113
2014,36,114,2014-09-01 through 2014-09-07,68,13,0,20,0,2,2,114
2014,37,114,2014-09-08 through 2014-09-14,49,7,0,7,0,2,1,115
2014,38,114,2014-09-15 through 2014-09-21,83,15,0,19,0,1,7,116
2014,39,114,2014-09-22 through 2014-09-28,67,11,0,20,0,1,2,117
2014,40,114,2014-09-29 through 2014-10-05,68,20,0,24,0,3,6,118
2014,41,114,2014-10-06 through 2014-10-12,65,13,0,20,0,3,3,119
2014,42,114,2014-10-13 through 2014-10-19,69,13,0,15,0,2,4,120
2014,43,114,2014-10-20 through 2014-10-26,72,13,0,16,0,1,6,121
2014,44,114,2014-10-27 through 2014-11-02,89,13,1,26,1,2,5,122
2014,45,114,2014-11-03 through 2014-11-09,63,9,0,9,0,1,3,123
2014,46,114,2014-11-10 through 2014-11-16,70,10,0,12,0,0,3,124
2014,47,114,2014-11-17 through 2014-11-23,70,14,0,17,0,2,3,125
2014,48,114,2014-11-24 through 2014-11-30,54,13,0,17,0,1,7,126
2014,49,114,2014-12-01 through 2014-12-07,78,9,0,9,0,2,0,127
2014,50,114,2014-12-08 through 2014-12-14,76,9,0,12,0,0,5,128
2014,51,114,2014-12-15 through 2014-12-21,61,11,0,12,0,2,3,129
2014,52,114,2014-12-22 through 2014-12-28,65,12,0,15,0,2,7,130
2015,1,114,2014-12-29 through 2015-01-04,62,9,0,14,0,1,3,131
2015,2,114,2015-01-05 through 2015-01-11,70,10,0,14,0,1,3,132
2015,3,114,2015-01-12 through 2015-01-18,77,14,1,21,1,2,7,133
2015,4,114,2015-01-19 through 2015-01-25,74,10,0,13,0,1,0,134
2015,5,114,2015-01-26 through 2015-02-01,37,7,0,8,0,0,4,135
2015,6,114,2015-02-02 through 2015-02-08,73,11,0,13,0,1,3,136
2015,7,114,2015-02-09 through 2015-02-15,47,7,0,9,0,1,3,137
2015,8,114,2015-02-16 through 2015-02-22,76,6,0,10,0,0,2,138
2015,9,114,2015-02-23 through 2015-03-01,44,8,0,14,0,0,2,139
2015,10,114,2015-03-02 through 2015-03-08,83,13,0,17,0,0,6,140
2015,11,114,2015-03-09 through 2015-03-15,68,9,0,11,0,0,4,141
2015,12,114,2015-03-16 through 2015-03-22,63,9,0,10,0,0,3,142
2015,13,114,2015-03-23 through 2015-03-29,63,7,0,10,0,2,2,143
2015,14,114,2015-03-30 through 2015-04-05,58,8,0,11,0,0,2,144
2015,15,114,2015-04-06 through 2015-04-12,54,10,0,13,0,2,1,145
2015,16,114,2015-04-13 through 2015-04-19,19,5,0,5,0,2,1,146
