year,week,precinct,label,all_collisions,injury_collisions,fatal_collisions,injures,fatalities,cyclists_involved,pedestrians_involved,index
2012,26,122,2012-06-25 through 2012-07-01,7,0,0,0,0,0,0,0
2012,27,122,2012-07-02 through 2012-07-08,65,10,0,12,0,0,1,1
2012,28,122,2012-07-09 through 2012-07-15,61,9,0,10,0,0,2,2
2012,29,122,2012-07-16 through 2012-07-22,54,13,0,21,0,0,4,3
2012,30,122,2012-07-23 through 2012-07-29,67,17,0,26,0,1,1,4
2012,31,122,2012-07-30 through 2012-08-05,57,10,0,16,0,0,2,5
2012,32,122,2012-08-06 through 2012-08-12,63,15,0,19,0,0,4,6
2012,33,122,2012-08-13 through 2012-08-19,51,9,0,13,0,1,0,7
2012,34,122,2012-08-20 through 2012-08-26,65,12,0,16,0,0,2,8
2012,35,122,2012-08-27 through 2012-09-02,65,14,0,21,0,0,2,9
2012,36,122,2012-09-03 through 2012-09-09,58,14,0,21,0,0,4,10
2012,37,122,2012-09-10 through 2012-09-16,59,13,0,18,0,1,2,11
2012,38,122,2012-09-17 through 2012-09-23,72,9,0,11,0,1,1,12
2012,39,122,2012-09-24 through 2012-09-30,64,9,0,9,0,0,2,13
2012,40,122,2012-10-01 through 2012-10-07,67,16,0,20,0,0,1,14
2012,41,122,2012-10-08 through 2012-10-14,65,13,0,15,0,1,3,15
2012,42,122,2012-10-15 through 2012-10-21,68,8,0,19,0,0,1,16
2012,43,122,2012-10-22 through 2012-10-28,53,6,0,7,0,0,1,17
2012,44,122,2012-10-29 through 2012-11-04,28,7,0,9,0,0,1,18
2012,45,122,2012-11-05 through 2012-11-11,71,11,0,13,0,0,4,19
2012,46,122,2012-11-12 through 2012-11-18,68,10,0,16,0,0,4,20
2012,47,122,2012-11-19 through 2012-11-25,77,10,0,14,0,0,4,21
2012,48,122,2012-11-26 through 2012-12-02,62,10,0,10,0,1,3,22
2012,49,122,2012-12-03 through 2012-12-09,63,13,0,18,0,0,2,23
2012,50,122,2012-12-10 through 2012-12-16,55,12,0,15,0,0,3,24
2012,51,122,2012-12-17 through 2012-12-23,62,13,1,14,1,0,5,25
2012,52,122,2012-12-24 through 2012-12-30,70,16,0,17,0,0,4,26
2013,1,122,2012-12-31 through 2013-01-06,57,9,0,9,0,0,3,27
2013,2,122,2013-01-07 through 2013-01-13,77,13,0,16,0,0,5,28
2013,3,122,2013-01-14 through 2013-01-20,59,15,0,20,0,0,3,29
2013,4,122,2013-01-21 through 2013-01-27,64,10,0,13,0,0,2,30
2013,5,122,2013-01-28 through 2013-02-03,57,11,1,17,1,0,4,31
2013,6,122,2013-02-04 through 2013-02-10,72,7,0,8,0,0,2,32
2013,7,122,2013-02-11 through 2013-02-17,57,16,0,29,0,0,1,33
2013,8,122,2013-02-18 through 2013-02-24,50,4,0,7,0,0,1,34
2013,9,122,2013-02-25 through 2013-03-03,58,6,0,10,0,0,0,35
2013,10,122,2013-03-04 through 2013-03-10,59,11,0,13,0,0,2,36
2013,11,122,2013-03-11 through 2013-03-17,52,6,0,7,0,0,1,37
2013,12,122,2013-03-18 through 2013-03-24,63,13,0,20,0,0,4,38
2013,13,122,2013-03-25 through 2013-03-31,52,5,0,6,0,2,0,39
2013,14,122,2013-04-01 through 2013-04-07,61,7,0,9,0,0,0,40
2013,15,122,2013-04-08 through 2013-04-14,53,6,0,9,0,0,0,41
2013,16,122,2013-04-15 through 2013-04-21,50,8,0,13,0,0,1,42
2013,17,122,2013-04-22 through 2013-04-28,64,17,0,19,0,1,2,43
2013,18,122,2013-04-29 through 2013-05-05,58,12,0,16,0,1,0,44
2013,19,122,2013-05-06 through 2013-05-12,56,11,0,18,0,0,1,45
2013,20,122,2013-05-13 through 2013-05-19,67,6,0,7,0,0,2,46
2013,21,122,2013-05-20 through 2013-05-26,61,10,0,15,0,1,1,47
2013,22,122,2013-05-27 through 2013-06-02,63,14,0,19,0,0,2,48
2013,23,122,2013-06-03 through 2013-06-09,54,14,0,22,0,0,0,49
2013,24,122,2013-06-10 through 2013-06-16,72,15,0,20,0,0,3,50
2013,25,122,2013-06-17 through 2013-06-23,65,11,0,18,0,0,2,51
2013,26,122,2013-06-24 through 2013-06-30,63,7,0,8,0,1,0,52
2013,27,122,2013-07-01 through 2013-07-07,43,11,0,30,0,0,1,53
2013,28,122,2013-07-08 through 2013-07-14,61,18,0,22,0,0,5,54
2013,29,122,2013-07-15 through 2013-07-21,59,12,0,22,0,0,5,55
2013,30,122,2013-07-22 through 2013-07-28,48,10,0,12,0,0,4,56
2013,31,122,2013-07-29 through 2013-08-04,47,10,0,14,0,0,3,57
2013,32,122,2013-08-05 through 2013-08-11,46,7,1,11,1,1,4,58
2013,33,122,2013-08-12 through 2013-08-18,49,13,0,18,0,0,1,59
2013,34,122,2013-08-19 through 2013-08-25,47,5,0,5,0,0,1,60
2013,35,122,2013-08-26 through 2013-09-01,48,8,0,10,0,0,0,61
2013,36,122,2013-09-02 through 2013-09-08,47,5,0,9,0,0,0,62
2013,37,122,2013-09-09 through 2013-09-15,61,10,0,12,0,1,0,63
2013,38,122,2013-09-16 through 2013-09-22,65,11,0,18,0,0,2,64
2013,39,122,2013-09-23 through 2013-09-29,62,15,0,23,0,2,0,65
2013,40,122,2013-09-30 through 2013-10-06,61,10,0,15,0,2,2,66
2013,41,122,2013-10-07 through 2013-10-13,55,13,0,17,0,0,4,67
2013,42,122,2013-10-14 through 2013-10-20,51,8,0,10,0,1,3,68
2013,43,122,2013-10-21 through 2013-10-27,65,9,0,14,0,0,3,69
2013,44,122,2013-10-28 through 2013-11-03,76,17,0,21,0,1,2,70
2013,45,122,2013-11-04 through 2013-11-10,79,17,0,21,0,0,3,71
2013,46,122,2013-11-11 through 2013-11-17,54,11,0,13,0,0,3,72
2013,47,122,2013-11-18 through 2013-11-24,57,12,0,16,0,0,1,73
2013,48,122,2013-11-25 through 2013-12-01,51,4,0,5,0,0,1,74
2013,49,122,2013-12-02 through 2013-12-08,54,11,0,18,0,0,0,75
2013,50,122,2013-12-09 through 2013-12-15,86,12,1,15,1,0,1,76
2013,51,122,2013-12-16 through 2013-12-22,65,11,0,17,0,0,3,77
2013,52,122,2013-12-23 through 2013-12-29,50,6,1,6,1,0,3,78
2014,1,122,2013-12-30 through 2014-01-05,45,8,0,15,0,0,1,79
2014,2,122,2014-01-06 through 2014-01-12,54,10,1,14,1,0,4,80
2014,3,122,2014-01-13 through 2014-01-19,60,13,0,15,0,0,5,81
2014,4,122,2014-01-20 through 2014-01-26,79,12,1,19,1,0,2,82
2014,5,122,2014-01-27 through 2014-02-02,52,12,0,18,0,0,5,83
2014,6,122,2014-02-03 through 2014-02-09,57,5,0,6,0,0,0,84
2014,7,122,2014-02-10 through 2014-02-16,61,9,0,12,0,0,2,85
2014,8,122,2014-02-17 through 2014-02-23,64,12,0,15,0,1,1,86
2014,9,122,2014-02-24 through 2014-03-02,57,8,0,9,0,0,1,87
2014,10,122,2014-03-03 through 2014-03-09,48,8,0,9,0,0,0,88
2014,11,122,2014-03-10 through 2014-03-16,53,7,0,11,0,0,2,89
